Gene ID, 4-cell embryo, proliferating embryo, late cleavage stage embryo, gastrulating embryo, enclosing embryo, 3-fold embryo, elongating embryo, fully-elongated embryo, L1 larva, L2 larva, L2d-dauer molt, dauer larva, post dauer stage, L3 larva, L4 larva, newly molted young adult, adult
lgc-51,0.1,,,,0.1,0.4,0.3,,0.6,0.5,0.1,0.1,,0.1,0.9,,0.2
stg-2,3,2,1,2,0.6,5,0.2,0.1,2,0.6,0.7,7,0.6,2,1,4,0.3
F12D9.2,,,,,,,,,,,,,,,,,
F12E12.1,61,,,63,1,0.4,1,0.9,4,22,7,114,,155,3,,11
F12E12.2,,,,,,,,,,,,,,,,,
F12E12.3,15,,,,,0.1,,,0.5,,,,,,,,
bath-31,0.1,,,,8,3,0.1,,4,0.4,48,1,,1,0.2,,13
sdz-12,6,,,,,0.3,,,0.9,3,3,,,0.1,1,,
F12E12.6,1,,,,,0.1,0.7,,0.2,0.1,0.4,2,,2,2,,34
sdz-11,19,,,,,0.5,,,1,0.1,7,,,0.5,0.1,,4
F13A2.1,2,,,,,0.3,0.9,,1,2,0.2,24,,0.4,0.3,,16
F13A2.2,1,,82,2,0.1,3,0.1,0.4,0.1,0.3,2,1,2,0.9,10,47,0.6
F13A2.3,2,,,,,1,,,,,,,,,,,
F13A2.4,4,,,1,8,0.7,0.1,8,0.1,24,0.5,3,,18,1,,5
F13A2.5,0.9,,,,,0.1,,,60,46,0.3,,,,,,
F13A2.6,0.1,,,,,0.2,,,26,,,,,,,,
F13B6.1,4,8,1,1,2,19,0.6,0.8,14,6,0.6,6,3,0.3,3,1,0.9
F13B6.2,9,,,,119,14,0.4,0.2,1,0.3,2,0.1,,0.1,8,,3
F13B6.3,1,,0.7,1,0.2,59,5,0.3,24,6,3,22,6,0.1,0.1,4,0.3
F13B9.1,15,54,121,26,6,99,102,67,46,47,36,30,33,41,11,11,32
F13B9.2,15,1,0.9,0.7,1,0.4,28,2,4,7,3,0.7,3,0.2,1,1,12
cutl-29,12,12,2,0.4,6,5,13,19,3,7,0.9,9,6,1,2,7,22
F13C5.1,4,7,7,8,7,13,9,9,48,6,22,23,15,0.9,2,2,2
F13C5.2,3,140,354,131,79,197,258,142,104,55,18,19,15,13,4,9,20
F13C5.3,0.6,,,1,0.3,0.3,2,0.8,0.8,0.1,0.2,0.1,,5,0.1,,0.1
F13C5.5,51,101,7,10,19,39,1,0.6,25,12,35,26,2,6,4,12,7
acp-5,21,2,4,6,12,0.4,2,7,10,24,9,8,2,5,2,26,18
F13D11.3,34,0.9,6,4,2,1,1,0.1,12,46,12,6,0.7,5,4,39,30
F13D11.4,0.2,8,18,1,2,178,61,63,32,59,8,4,11,34,12,3,4
bcl-11,0.2,4,0.5,0.4,0.2,21,0.7,149,384,51,139,73,57,19,13,6,7
F13H6.3,4,7,22,4,2,30,32,26,10,24,12,8,13,34,13,14,8
F13H6.4,0.7,3,0.1,0.3,0.3,0.2,0.8,0.6,0.2,0.6,0.1,0.1,0.7,0.1,0.2,0.7,0.5
F13H6.5,0.1,0.9,0.6,0.3,0.3,4,2,4,9,3,32,14,10,2,1,0.9,2
F13H8.1,27,2,3,8,10,0.2,1,0.7,13,19,6,21,0.9,2,3,12,13
F13H8.2,15,27,41,25,11,19,34,17,16,20,25,31,36,26,8,35,24
F13H8.3,0.3,,,,12,2,0.5,0.1,4,3,7,10,,0.1,0.1,,0.2
nmgp-1,6,4,2,3,5,3,44,7,5,11,3,0.6,42,1,3,3,22
F13H8.5,2,3,2,1,106,0.2,0.1,0.6,97,113,20,3,1,33,2,1,3
F13H8.6,0.5,,3,0.1,0.5,1,0.8,1,0.5,0.3,0.9,0.2,,0.1,0.1,0.4,1
upb-1,1,19,61,28,22,36,69,32,194,79,8,10,14,92,54,160,61
F13H8.8,0.3,9,0.1,3,1,0.1,0.7,1,0.1,3,0.8,0.6,0.7,2,0.2,0.9,1
F13H8.9,4,3,10,6,4,8,11,4,4,3,2,3,2,3,2,3,0.9
F13H8.11,4,5,9,3,2,5,1,0.7,10,6,2,0.3,0.6,2,7,1,0.2
F13H8.12,1,,,0.9,0.6,0.1,0.3,148,5,1,0.1,5,,0.7,2,,0.6
sid-5,5,40,49,116,113,61,77,45,68,32,70,52,37,17,21,15,16
F14B8.4,4,1,4,33,0.8,0.8,2,0.1,3,31,11,0.1,87,12,12,4,3
F14B8.5,34,16,4,44,97,0.3,3,2,27,23,27,103,11,7,2,18,7
F14B8.6,0.6,4,17,1,2,53,40,52,38,27,35,25,35,26,11,11,4
otpl-3,8,6,0.1,4,2,2,0.3,4,4,9,3,9,0.9,0.9,2,3,2
bath-27,0.5,6,2,6,7,0.3,1,2,2,1,0.9,1,4,4,3,4,1
F14D2.2,0.8,2,1,3,0.5,0.1,0.6,0.1,0.9,0.9,1,0.2,0.1,4,2,0.8,0.1
bath-29,0.2,0.5,9,2,3,7,0.8,5,1,2,2,3,11,2,7,4,5
F14D2.5,0.1,0.3,3,1,0.5,0.5,0.6,4,0.6,0.3,0.8,0.1,1,1,4,0.6,0.6
irld-5,0.3,,,,,0.1,,,0.5,0.3,0.1,0.2,,0.7,0.9,,1
F14D2.7,,,,,,0.1,,,,,,,,,,,
F14D2.8,0.9,0.3,3,5,1,0.4,0.9,0.9,2,2,1,0.8,0.7,2,4,0.7,0.7
F14D2.11,4,3,3,4,1,0.4,6,4,2,1,3,1,8,6,0.9,1,1
bath-30,0.7,0.1,29,6,5,12,3,11,2,5,5,5,24,4,14,6,9
bath-28,2,0.1,12,2,5,9,5,9,2,4,4,4,12,3,16,9,11
F14D2.14,0.5,0.7,5,0.6,2,0.4,0.5,0.1,1,2,3,0.9,0.3,0.1,4,3,5
F14D12.1,1,2,6,0.4,0.4,24,14,21,14,11,11,14,15,4,2,2,1
sulp-2,10,6,21,4,0.1,0.1,0.8,0.3,5,19,5,0.2,0.3,2,2,0.2,25
F14F9.2,127,,,,,0.1,,,152,0.1,0.1,0.3,,0.6,113,,0.1
F14F9.3,0.2,,,,7,0.1,0.8,0.2,0.1,0.9,0.1,0.9,,0.2,0.1,,0.1
F14F9.4,0.7,0.4,1,0.2,0.1,2,1,4,6,2,1,0.6,0.9,2,1,0.9,2
F14F9.5,4,2,3,12,7,0.1,7,2,0.4,14,4,17,0.9,2,2,3,3
F14F9.6,0.1,,,,,0.3,29,,0.8,0.7,0.7,0.4,,0.2,0.4,,0.8
F14H12.2,0.1,,,,,0.2,,,0.5,0.1,0.2,,,4,0.2,,
F14H12.3,2,0.8,0.1,0.3,0.2,1,0.4,2,0.7,8,2,0.3,7,6,0.4,1,0.2
cst-1,2,4,39,16,12,27,42,14,4,4,4,5,4,4,1,2,1
F14H12.6,2,,,,50,0.8,64,17,4,0.7,17,0.1,,2,0.6,,8
F14H12.7,0.5,,,,0.1,2,4,,0.9,0.2,1,137,,4,0.2,,0.1
F14H12.8,2,,,0.2,11,1,2,5,2,3,0.7,3,,2,0.3,,0.1
F15A8.1,0.1,,,,,1,,,0.1,0.1,6,,,0.1,,,
F15A8.4,4,,5,0.9,0.3,2,0.5,7,1,0.7,0.2,2,0.4,6,0.2,3,1
F15A8.6,0.2,3,9,3,12,16,4,1,28,5,16,12,12,6,3,0.6,2
nstp-2,19,8,70,33,34,22,14,42,79,68,81,36,19,40,42,42,31
F15B10.3,5,118,114,443,241,35,117,17,0.8,0.5,2,0.7,0.6,3,2,1,19
set-9,19,27,3,4,0.7,4,3,4,1,3,4,4,4,4,1,7,28
lgc-22,0.3,8,7,0.5,211,146,3,0.1,3,140,65,13,4,25,32,12,13
F15E6.3,37,,,,5,2,0.8,5,1,3,15,18,,28,1,,2
F15E6.4,104,,,,6,8,0.9,0.6,32,0.9,2,6,,0.3,0.1,,0.6
F15E6.5,0.5,,,,,10,,,0.2,0.2,3,,,2,0.8,,0.8
F15E6.6,0.3,1,6,1,0.4,3,6,5,3,5,2,1,2,7,3,4,2
dct-7,0.3,,,,,0.1,,,0.2,0.2,0.5,,,2,0.1,,
F15E6.9,1,,0.3,0.6,2,6,0.3,0.4,2,0.3,0.6,0.2,1,0.4,2,8,8
pud-2.1,,,,,,,,,,,,,,,,,
irld-28,,,,,,,,,,,,,,,,,
irld-29,,,,,,,,,,,,,,,,,
irld-30,0.2,,,,,0.2,,,0.1,0.3,0.1,,,0.2,0.3,,2
irld-31,,,,,,,,,,,,,,,,,
srbc-15,0.1,,,,,0.1,,,,,,,,,,,
irld-32,,,,,,0.2,,,,,,,,,,,
pud-4,32,,,2,0.1,70,69,227,265,3,7,3,,1,1,,0.2
pud-1.1,,,,,,,,,,,,,,,,,
pud-2.2,,,,,,2,,,,,,,,,,,
pud-3,21,,1,141,0.3,0.1,0.4,1,24,136,57,0.8,1,266,7,217,3
F16B3.2,2,,,,13,4,2,0.3,2,0.2,1,0.3,,0.8,8,,0.8
nhr-177,4,2,4,2,0.6,6,5,7,4,5,3,2,1,0.8,3,0.6,9
F16B4.2,6,2,2,2,2,0.8,0.6,2,2,17,3,1,0.6,1,0.8,29,42
F16B4.3,0.2,,,,,0.1,,,0.1,0.2,,,,,,,
F16B4.4,6,326,70,182,3,2,0.5,4,135,186,263,6,2,169,143,0.2,142
F16B4.5,0.1,0.1,4,0.5,0.2,5,6,6,4,4,271,204,120,4,2,1,1
F16B4.6,3,1,0.2,0.6,1,0.4,2,1,3,3,2,0.8,0.4,4,0.3,3,4
F16B4.7,0.5,,2,2,34,1058,0.1,0.4,0.6,4,642,3,6,1,1,8,1
nhr-178,3,8,0.3,2,3,2,0.4,0.5,2,1,0.1,2,1,2,2,0.2,0.3
srbc-41,0.6,,,,,0.5,,,,,,,,,,,
nhr-179,1,0.5,0.2,2,2,1,0.5,1,2,0.6,0.2,1,2,1,2,3,0.5
F16F9.1,0.2,2,9,1,1,40,30,25,88,8,32,18,16,7,6,2,2
F16F9.3,12,,,,27,6,0.1,0.8,5,0.2,3,7,,0.1,6,,2
F16F9.4,18,2,6,3,17,0.2,0.8,0.4,17,18,17,9,1,10,2,12,11
F16G10.1,2,,,,,0.6,,,,,,,,,,,
F16G10.2,,,,,,,,,,,,,,,,,
F16G10.3,1,,,,,0.2,,,,,,,,,,,
hpo-25,,,,,,,,,,,,,,,,,
F16G10.5,2,,,,,0.1,,,,,,,,,,,
F16G10.6,2,,,,,0.1,,,13,4,,,,,,,
F16G10.7,,,,,,,,,,,,,,,,,
F16G10.8,,,,,,1,,,,,,,,,,,
F16G10.9,0.4,,,,,0.3,,,0.3,1,0.4,,,,,,
F16G10.10,0.6,,,,,0.3,,,181,0.5,,,,,,,
F16G10.11,2,,,,,2,,,0.2,0.6,0.6,,,0.7,0.9,,
F16G10.13,,,,,,,,,,,,,,,,,
F16G10.14,0.8,,,,,0.3,,,,,,,,,,,
F16G10.15,0.2,,,,,0.4,,,3,0.2,0.1,,,0.3,4,,18
F16H11.1,1,1,1,0.5,0.2,13,2,10,2,8,7,4,6,5,2,0.9,0.7
ent-5,0.5,,0.4,0.3,6,0.1,12,0.1,17,0.1,0.8,0.3,,0.1,2,4,0.8
fbxa-178,0.5,,,,,0.1,,,0.1,0.1,51,,,,,,
F17A9.2,27,43,35,52,28,15,24,12,5,13,10,11,13,16,7,36,31
atf-8,0.2,7,0.9,18,60,2,0.8,1,37,2,29,99,19,2,0.2,0.2,0.6
F17A9.4,2,25,63,73,53,38,55,30,18,15,9,5,11,34,10,13,5
F17A9.5,0.6,4,6,19,7,2,8,3,2,5,26,16,23,12,4,12,3
ceh-49,0.4,,0.5,0.4,45,0.1,6,3,0.4,17,3,1,,6,6,26,42
F17E9.2,1,,,,,0.1,,,10,,,,,,,,
F17E9.3,405,,,,,1,,,,,,,,,,,
F17E9.4,54,,,,,11,,,0.1,147,0.8,,,54,0.3,,
F17E9.5,110,,,,,26,,,386,0.1,,,,,,,
lgc-5,0.1,,,,0.2,0.1,0.4,,0.5,0.1,0.4,0.3,,0.8,0.3,,0.1
lgc-6,0.1,,,,0.5,0.5,1,0.3,0.2,0.6,0.1,0.1,,3,0.3,,0.1
F18A1.1,0.2,,,,3,0.4,0.3,0.2,0.1,0.4,0.3,0.3,,0.2,0.5,,0.4
rpa-1,155,245,62,147,47,35,48,33,38,42,35,45,48,46,19,112,159
alfa-1,17,26,27,18,7,21,25,17,11,9,19,19,16,10,7,27,23
F18A1.7,489,498,43,68,51,95,51,80,9,7,17,27,21,11,20,271,493
pid-1,22,35,4,24,2,11,7,6,2,3,10,21,18,11,7,28,23
nep-6,3,,,,,1,,,0.4,0.1,0.1,18,,0.2,2,,0.3
F18A12.2,0.2,,,,,0.1,0.3,,0.3,0.3,0.4,22,,0.4,0.1,,0.3
nep-7,17,,,,,0.2,,,,,,,,,,,
nep-8,0.1,,,,,0.3,,,0.2,0.2,3,,,0.1,39,,
nep-9,0.1,,,,,0.1,,,1,0.1,4,,,0.1,,,
nep-10,0.1,,,,,0.1,,,0.1,0.4,0.1,0.2,,0.9,0.3,,12
F18A12.7,0.8,,,,0.2,0.1,0.1,,0.1,0.3,0.5,0.4,,0.1,1,,0.8
nep-11,31,2,1,0.8,9,0.3,0.3,0.5,12,22,5,0.9,2,2,3,22,17
mpz-3,4,,20,2,0.1,0.2,0.1,0.5,3,6,0.2,5,,0.4,0.5,0.2,0.2
F18C5.5,6,,2,5,0.7,37,2,4,23,8,0.4,117,31,0.4,14,11,1
F18C5.9,79,,,,,15,38,,3,29,0.2,0.4,,3,5,,2
F18C5.10,9,81,265,107,63,140,208,66,542,27,96,146,95,54,17,13,57
srxa-4,,,,,,,,,,,,,,,,,
ddo-2,1,0.6,2,0.2,0.1,8,4,6,30,16,8,18,22,29,19,23,15
F18E3.11,64,23,4,2,0.9,48,0.5,32,59,104,19,6,451,14,0.5,1,0.8
F18E9.1,1,3,5,3,3,39,13,45,12,5,4,5,5,2,2,0.2,0.6
F18E9.3,0.2,0.8,0.3,0.1,0.1,13,0.6,32,30,7,46,9,34,13,1,5,7
F18E9.4,4,,,0.7,1,7,0.5,4,1,0.2,0.4,0.9,,0.3,0.1,,2
jmjd-3.1,0.4,21,106,11,5,112,108,108,21,24,29,18,16,18,4,2,3
F18E9.7,,,,,,121,,,,,,,,,,,
F18F11.1,20,0.8,19,24,21,0.5,19,17,15,10,34,30,2,12,3,15,6
cdh-8,2,20,4,0.8,9,7,0.3,0.8,3,2,0.3,31,1,1,27,16,0.3
F18F11.4,4,,,,0.3,2,3,,0.1,0.5,0.1,0.8,,0.1,0.3,,0.1
drl-1,4,16,5,0.9,4,1,0.1,0.9,4,4,6,0.8,1,3,3,8,7
F18G5.1,0.1,,,,,0.4,,,0.1,0.3,3,0.8,,0.6,0.5,,1
lgc-4,3,0.3,13,1,0.2,6,5,0.4,12,1,0.5,0.2,1,0.6,15,0.3,0.5
F18G5.5,1,,,,,0.1,,,0.1,1,0.1,,,20,,,
F18G5.6,2,4,10,5,4,28,17,29,328,22,19,20,19,20,15,17,31
F19B10.1,9,37,19,34,30,8,9,6,11,4,4,4,4,1,3,3,11
F19B10.2,0.3,,0.9,1060,28,0.2,4,0.2,0.9,18,5,6,,15,5,13,38
F19B10.3,,,,,,,,,,,,,,,,,
F19B10.4,0.6,4,3,0.2,1,0.4,1,3,2,0.6,0.2,1,0.5,0.3,1,1,2
F19B10.5,0.3,,6,14,4,0.1,2,0.6,5,0.1,0.6,1,,0.3,0.7,2,1
F19B10.6,,,,,,,,,,,,,,,,,
F19B10.10,0.9,125,0.2,7,12,0.3,5,8,0.6,7,2,5,1,13,0.2,28,8
F19B10.11,0.7,,,,,0.2,,,0.4,1,0.2,0.4,,2,14,,0.5
F19C7.1,5,4,127,4,0.1,101,17,111,158,207,44,27,4,344,175,88,172
F19C7.2,2,180,14,2,1,0.1,0.2,0.8,13,35,20,1,0.5,12,9,13,11
F19C7.3,0.1,,10,0.5,0.1,0.1,15,4,0.1,0.1,0.3,12,3,26,4,3,4
F19C7.4,3,20,0.2,0.5,0.4,0.1,0.5,4,0.3,4,3,0.7,0.4,1,0.2,0.4,0.1
F19C7.5,0.8,,,,0.1,3,5,,0.7,0.4,0.3,0.1,,0.6,1,,0.8
F19C7.6,0.1,,,,,0.5,,,0.1,0.5,2,,,0.1,21,,
F19C7.8,44,3,1,1,37,0.2,0.3,0.2,9,16,4,3,2,2,1,10,13
F19F10.1,0.2,,0.3,1,15,0.5,0.5,1,0.3,2,1,0.8,,2,1,6,43
F19F10.3,6,,0.1,29,5,0.1,0.7,5,9,76,12,0.2,1,10,6,27,25
ttr-10,89,1,37,7,3,0.3,0.1,0.4,9,19,9,2,0.1,6,2,0.2,23
ets-7,0.3,,,10,4,1,1,0.7,1,0.4,4,38,,3,72,,1
clec-211,0.1,,,,,0.2,,,,,,,,,,,
clec-212,,,,,,,,,,,,,,,,,
WBGene00017604,,,,,,,,,,,,,,,,,
F19F10.9,25,21,48,39,6,22,42,26,17,22,20,30,30,28,9,37,29
ets-6,15,19,12,8,3,10,13,9,5,6,7,9,8,7,2,12,18
F19F10.11,14,6,10,6,1,6,10,6,5,5,4,11,7,7,1,14,14
F19F10.12,16,29,17,24,9,13,14,11,6,10,11,16,14,12,6,23,25
F19G12.1,,,,,,2,,,,,,,,,,,
F19G12.2,8,0.1,0.5,0.2,0.4,0.1,0.7,0.5,0.2,0.2,0.2,0.1,1,0.1,0.7,1,0.4
F19G12.3,15,,10,4,10,0.2,4,0.1,0.2,0.1,0.3,3,5,18,9,0.4,3
F19G12.4,1,,,,,2,,,0.9,4,0.6,0.1,,0.6,6,,14
F20A1.1,38,,2,213,25,0.1,40,2,193,56,107,7,,91,81,,21
F20A1.2,0.2,,,0.4,0.7,3,0.4,17,0.3,0.3,3,3,,0.5,0.1,,0.2
srsx-32,0.1,,,,,0.2,,,0.1,0.1,2,,,,,,
F20A1.4,5,,0.5,15,0.1,4,4,1,0.7,0.4,0.1,0.2,,6,2,,0.1
F20A1.6,4,,,,144,522,2,0.5,3,3,238,215,,0.1,0.6,,2
F20A1.8,0.1,,,,,0.3,,,0.5,0.9,60,,,,,,
tofu-2,11,18,3,23,7,5,3,5,6,5,16,27,24,16,11,39,27
F20A1.10,0.3,12,1001,32,24,5,0.1,0.1,18,60,659,1232,278,59,78,0.7,40
cgt-2,5,0.8,2,3,0.1,2,4,1,0.6,4,2,0.2,3,2,0.9,0.6,2
F20B6.1,0.6,,,,,0.1,,,0.4,0.5,0.1,0.5,,0.2,0.1,,144
F20B6.4,3,,0.7,0.1,0.8,24,0.1,6,9,1,0.8,0.1,0.9,0.1,6,4,3
F20B6.5,0.2,,,,,0.7,,,0.1,0.2,0.3,,,7,,,
F20B6.6,,,,,,,,,,,,,,,,,
F20B6.7,0.9,,0.8,2,0.6,0.1,0.6,3,0.2,0.3,4,2,4,0.2,0.3,25,1
F20B6.9,0.2,,22,0.3,1,0.1,0.1,0.1,0.1,0.6,3,0.3,,0.7,0.8,3,0.5
F20D6.1,1,,,,0.1,0.1,219,,3,0.1,0.1,7,,0.2,1,,0.1
F20D6.2,0.1,,,,,0.2,4,,0.9,0.4,0.3,0.2,,0.1,0.7,,1
F20D6.5,15,,0.4,1,2,5,0.4,9,3,3,0.6,0.9,,8,0.2,,0.1
F20D6.6,4,,,,0.2,1,68,,0.9,0.3,0.2,1,,0.1,0.1,,11
F20D6.8,11,0.5,17,0.7,9,6,0.2,0.7,7,20,2,0.4,3,1,1,0.2,19
F20D6.9,,,,,,,,,,,,,,,,,
F20D6.10,0.2,3,10,2,2,45,26,22,31,7,15,10,13,3,2,2,0.4
F20D6.11,4,5,14,2,1,58,39,40,20,19,28,12,11,15,6,8,4
csr-1,23,15,3,3,0.6,6,5,5,9,10,26,35,33,68,22,101,123
F20D12.2,16,12,25,13,2,16,27,15,11,15,15,21,19,19,4,21,23
czw-1,70,67,15,15,6,17,17,15,5,23,21,20,22,29,13,68,72
exc-9,3,46,199,146,294,188,201,75,262,42,49,44,48,16,18,14,14
F20D12.7,0.4,,,,,0.1,,,2,0.3,0.5,,,2,11,,0.4
F20H11.1,13,21,12,14,7,12,14,8,30,10,20,27,24,12,6,20,18
F20H11.4,0.2,,27,0.6,7,0.3,0.4,0.5,6,2,2,0.8,,0.4,0.4,,0.2
ddo-3,0.5,0.6,0.4,0.3,53,0.4,0.3,0.9,1,3,11,0.4,18,76,0.7,1,0.3
F21A9.1,0.7,2,0.3,0.4,0.2,0.7,2,5,0.2,0.6,1,0.2,0.7,0.1,0.1,1,6
F21A9.2,4,6,1,17,9,0.8,4,3,3,4,2,22,3,2,1,3,2
F21C10.1,2,,,,,0.1,,,,,,,,,,,
F21C10.3,125,112,18,1,0.7,0.2,13,3,8,12,4,8,4,2,1,0.9,18
F21C10.4,12,0.7,0.1,9,1,0.6,0.3,2,3,0.7,0.6,0.7,8,9,1,0.6,0.7
F21C10.5,2,,,,,5,,,,,,,,,,,
F21C10.6,0.2,,,,,0.3,,,0.1,0.1,8,,,,,,
F21C10.7,0.2,2,18,0.3,0.4,37,49,48,7,30,17,6,5,32,7,7,4
F21C10.9,12,10,5,8,1,4,2,5,2,13,10,1,2,1,0.9,1,6
F21C10.10,6,40,133,122,105,137,181,58,19,29,76,48,37,11,12,19,47
F21C10.11,61,,,,,314,0.5,,31,30,247,136,,19,239,,0.1
frpr-6,1,0.4,5,0.5,0.1,0.7,1,0.2,3,0.6,0.7,0.1,23,0.1,5,0.7,0.1
F21D12.2,,,,,,0.1,,,,,,,,,,,
F21D12.3,247,4,38,4,0.1,0.2,24,0.7,20,100,17,3,4,5,5,1,53
npax-1,2,,,,0.1,1,54,,0.1,0.3,0.1,0.1,,0.6,0.1,,0.7
F21E9.2,0.9,,2,73,5,9,0.4,2,6,4,0.2,48,28,0.4,12,5,0.4
ttr-37,47,9,3,0.7,6,10,4,37,6,10,6,0.4,7,44,19,0.4,34
ins-39,4,,,,,0.7,,,,,,,,,,,
F21E9.6,,,,,,,,,,,,,,,,,
pgal-1,1,2,0.5,1,0.6,6,1,30,259,97,233,287,313,47,27,14,18
F21F3.2,3,,,,0.1,2,56,,2,1,0.1,0.1,,0.1,3,,1
icmt-1,0.3,,30,0.5,3,0.3,0.3,18,23,4,4,0.5,,0.8,31,4,0.4
F21F3.4,0.7,0.6,10,3,2,4,0.8,2,0.8,4,4,3,2,1,5,6,7
F21F3.6,124,333,119,71,27,244,144,194,2970,128,370,288,297,109,65,92,261
F21F3.7,15,47,37,21,11,66,53,62,74,15,38,29,28,10,5,12,25
asp-11,0.1,,,,,0.1,,,0.8,24,,,,,,,
asp-12,3,,,0.4,0.1,6,1,19,1,28,4,39,,7,0.4,,1
F21F8.5,7,,,,,1,,,0.1,,,,,,,,
F21F8.6,0.1,,,,,0.5,,,0.5,0.1,1,,,0.5,0.4,,0.7
slc-17.5,0.2,0.7,0.2,0.2,0.1,0.8,0.2,3,3,9,3,3,8,9,3,5,1
rbbp-5,30,49,59,69,48,26,42,19,8,11,17,22,19,13,6,34,27
F21H12.2,0.9,,,,,0.1,,,,,,,,,,,
F21H12.3,,,,,,,,,,,,,,,,,
tpp-2,42,56,31,36,11,23,27,21,15,34,62,48,39,47,17,79,60
ets-4,0.1,2,5,0.2,0.4,41,10,47,46,36,8,3,12,39,11,10,6
ttr-35,8,5,29,73,81,157,56,39,32,32,31,112,5,29,16,32,28
ceh-60,2,3,0.7,2,6,2,0.9,7,10,9,3,2,13,2,7,0.9,1
ilys-5,3,,215,2,0.1,8,1,247,63,5,283,0.1,,221,416,2,0.5
F22B7.1,22,0.6,1,3,16,20,0.3,0.2,8,5,2,8,0.5,2,0.8,3,3
flp-23,0.2,,,,,0.1,,,110,,,,,,,,
F22B7.3,,,,,,,,,,,,,,,,,
fip-1,0.8,,,,,5,,,0.8,0.1,5,23,,0.1,0.8,,1
polk-1,3,1,33,13,5,11,7,12,4,8,6,11,9,6,20,11,11
F22B7.9,1,15,26,46,17,16,13,24,87,35,299,225,141,15,7,16,12
flcn-1,16,37,255,41,28,173,207,132,84,32,57,57,50,18,6,19,34
F22D3.4,0.2,,0.3,0.4,1,0.1,0.5,2,0.5,0.7,0.2,0.8,6,1,0.5,0.1,0.5
F22D3.5,,,,,,,,,,,,,,,,,
malt-1,1,3,3,15,10,3,11,13,5,6,4,17,5,2,0.9,7,6
F22E5.1,4,0.4,2,0.8,5,0.4,3,1,3,2,3,2,0.5,0.3,0.7,3,2
F22E5.2,4,,,,,0.1,,,0.9,0.8,7,,,0.4,,,
F22E5.6,0.3,,,,,0.1,,,0.2,0.1,0.1,,,6,,,
F22E5.7,0.6,,9,0.2,2,0.2,0.3,0.7,0.1,1,2,1,,15,0.8,2,7
F22E5.8,0.1,,,,,0.1,,,0.8,24,,,,,,,
F22E5.9,1,2,19,3,4,18,7,8,3,6,5,3,15,4,16,6,8
F22E5.11,0.3,,2,0.3,0.3,2,0.7,2,1,0.4,0.1,0.7,,0.1,2,2,0.1
F22E5.12,0.5,,,,4,0.8,0.2,8,2,0.5,0.2,0.2,,2,0.8,,0.9
F22E5.13,7,22,9,0.7,0.6,0.2,0.7,0.3,9,7,2,0.5,1,0.7,0.6,0.2,16
F22E5.17,0.1,,,,8,17,0.3,,0.8,2,2,20,,4,0.5,,7
F22E5.20,70,,,,,6,8,,1,100,7,7,,0.2,16,,0.4
F22F1.2,0.2,,0.1,3,0.4,0.1,0.1,0.1,0.2,0.4,0.4,0.4,,0.1,0.5,,0.7
F22F1.3,0.1,4,0.7,0.6,0.2,2,0.3,3,8,5,16,13,0.2,2,1,12,0.2
sups-1,22,36,5,5,1,2,3,0.8,15,0.5,1,0.2,16,20,0.1,1,77
F22F4.4,1,5,45,4,38,0.3,4,2,21,32,61,6,2,79,13,71,52
F22F4.5,0.5,,,,0.6,1,7,,9,0.9,2,1,,2,5,,0.1
ldp-1,10,26,15,29,12,10,13,10,21,81,55,50,49,152,53,147,85
F22F7.2,3,2,2,4,5,2,5,2,3,0.9,0.5,2,5,2,5,0.4,3
F22F7.3,8,,,,2,0.1,0.1,8,0.3,14,0.1,1,,2,0.1,,0.1
F22F7.4,0.3,,,,,0.1,,,0.2,0.1,0.4,0.2,,0.1,0.4,,7
bgnt-1.2,15,,,,,0.3,,,0.1,1,0.8,5,,1,2,,0.4
F22F7.7,6,18,4,17,0.9,10,7,16,19,9,19,15,12,7,13,5,11
F22H10.1,0.2,,,,,0.1,,,0.1,7,,,,,,,
F22H10.2,11,,64,4,23,7,0.3,2,7,18,27,0.9,,40,0.9,4,0.3
F22H10.3,4,2,46,196,34,40,15,5,57,300,56,17,8,431,594,2,345
F22H10.5,0.3,,,2,0.6,0.1,2,0.3,0.1,0.8,0.4,0.3,,0.8,2,,0.8
F22H10.6,10,105,6,6,0.4,0.2,2,0.2,2,4,4,0.3,0.1,5,6,1,7
F23C8.1,0.4,0.2,1,0.2,0.8,0.4,4,0.4,0.3,0.1,0.5,0.8,2,4,1,6,1
F23C8.3,0.6,4,24,9,11,10,25,6,4,3,2,3,3,3,1,1,0.7
ubxn-1,56,52,41,55,44,29,30,18,31,21,23,23,26,23,21,54,88
F23C8.5,58,56,40,56,66,64,47,51,20,155,43,28,33,118,116,97,115
did-2,61,141,77,150,126,55,60,55,13,48,50,41,44,39,33,60,67
F23C8.7,0.5,,0.1,34,0.2,0.6,0.5,0.4,2,3,4,3,,0.6,0.2,,0.1
F23C8.8,0.4,0.6,0.7,0.4,0.1,0.2,1,4,4,3,1,0.3,18,0.1,0.2,1,0.7
tipn-1,0.4,1,21,13,5,27,12,38,8,3,8,8,35,5,20,5,6
F23C8.11,0.3,,0.4,1,0.5,0.3,0.2,0.9,0.1,0.3,0.1,0.8,,0.6,0.1,,0.9
F23C8.13,2,1,1,0.3,4,0.5,1,3,25,4,19,17,2,2,1,18,1
