Gene ID, 4-cell embryo, proliferating embryo, late cleavage stage embryo, gastrulating embryo, enclosing embryo, 3-fold embryo, elongating embryo, fully-elongated embryo, L1 larva, L2 larva, L2d-dauer molt, dauer larva, post dauer stage, L3 larva, L4 larva, newly molted young adult, adult
ced-1,25,25,29,10,3,27,29,24,71,21,31,27,26,19,4,16,42
ced-2,63,74,22,36,30,21,20,17,15,9,11,16,17,9,8,31,47
ced-3,4,6,56,37,17,61,31,50,5,5,7,28,48,6,90,6,9
ced-4,16,33,42,39,19,16,40,16,12,9,8,9,10,8,5,21,17
ced-5,14,13,20,8,1,14,20,12,7,13,8,8,10,12,3,19,18
ced-6,18,13,28,11,10,25,31,16,26,11,10,13,12,14,6,17,28
ced-7,26,21,37,14,2,23,34,27,15,30,54,46,36,24,6,26,31
ced-8,0.5,0.3,14,0.9,20,2,22,1,0.6,0.4,2,5,6,0.5,16,4,12
ced-9,55,83,47,65,69,17,29,14,10,7,10,11,15,6,7,28,44
ced-10,16,34,48,34,27,40,47,36,43,22,14,14,26,23,19,23,23
ced-11,8,8,4,1,14,1,31,24,8,3,1,6,5,1,4,10,23
ced-12,16,29,27,28,9,20,29,20,16,13,17,20,17,13,8,24,25
ced-13,0.2,,,,,0.4,,,0.1,0.4,,,,,,,
ceh-1,2,0.8,1,0.5,0.2,3,3,0.1,0.4,0.7,1,0.4,7,0.3,0.6,2,0.8
ceh-2,1,5,0.3,7,6,14,1,0.6,2,0.2,0.7,16,0.3,0.4,0.1,0.2,0.5
ceh-5,0.2,7,1,47,9,0.7,32,18,0.3,0.1,0.2,52,5,0.8,3,0.9,0.5
ceh-6,16,6,0.2,27,16,0.5,9,7,10,5,2,25,3,1,0.2,5,6
ceh-7,24,,,,,0.1,,,0.2,,,,,,,,
ceh-8,2,1,2,2,4,11,12,22,2,0.1,0.1,9,59,0.2,3,7,25
ceh-9,3,1,1,1,1,2,0.2,0.2,0.8,2,2,5,11,0.1,0.7,3,0.3
ceh-10,0.3,2,14,7,11,14,17,10,9,2,3,3,2,0.7,0.3,0.3,0.7
ceh-12,1,,,,,0.6,,,0.2,0.2,2,,,0.9,0.3,,
ceh-13,45,8,3,92,42,0.5,46,73,15,36,7,95,36,3,2,23,28
ceh-14,74,5,3,4,19,23,0.3,0.2,7,7,4,12,0.7,3,1,6,6
ceh-16,7,55,5,0.3,17,15,14,47,8,0.6,0.3,29,3,0.7,8,8,27
ceh-17,3,7,5,0.6,0.3,4,6,1,0.4,0.5,3,0.3,1,16,1,4,9
ceh-18,0.1,0.6,0.4,0.1,0.2,7,0.9,14,33,22,49,22,26,12,7,5,3
ceh-19,4,5,0.5,3,0.8,1,0.4,0.5,2,1,0.9,8,0.8,4,4,2,0.3
ceh-20,3,49,363,109,111,211,318,111,117,57,52,35,37,23,6,8,8
ceh-21,12,31,9,25,10,6,6,6,7,3,3,3,3,1,0.7,3,12
ceh-22,4,10,3,0.2,1,8,19,16,5,2,0.6,0.3,111,0.2,3,2,34
ceh-23,4,,6,0.5,4,10,0.4,0.1,3,1,0.9,0.1,,0.2,4,0.3,1
ceh-24,3,0.5,4,0.3,0.1,4,18,1,5,2,0.7,0.3,8,0.2,4,1,9
pros-1,48,13,1,59,54,0.2,6,6,12,11,3,85,6,1,0.8,11,12
ceh-27,29,34,0.7,108,41,45,51,69,9,11,3,98,36,2,0.4,8,11
ceh-28,1,,,,,0.2,,,0.7,0.1,0.9,,,0.4,0.3,,
ceh-30,2,2,1,0.4,3,0.9,12,24,0.9,1,1,15,4,0.7,1,3,24
ceh-31,4,5,4,0.1,2,10,13,12,6,2,0.3,4,2,0.1,4,1,18
ceh-32,0.7,41,171,46,27,120,133,101,57,17,18,15,13,7,3,2,16
ceh-33,2,,3,0.7,4,13,0.2,0.3,3,0.7,0.5,0.8,1,4,0.8,4,6
ceh-34,51,33,1,81,64,81,13,15,8,12,5,96,15,2,1,8,11
ceh-36,2,37,6,27,43,1,65,4,0.5,0.1,0.5,12,0.4,2,12,11,69
ceh-37,48,9,4,51,31,56,20,24,10,10,8,62,15,3,4,10,11
ceh-38,40,78,86,53,16,66,75,57,77,24,34,33,28,23,7,28,54
ceh-39,20,82,8,22,6,9,9,7,13,3,2,3,2,2,0.5,7,28
ceh-40,3,2,2,24,7,8,43,93,0.8,0.6,0.2,9,57,0.2,8,0.7,0.5
ceh-41,7,11,12,20,7,7,12,5,3,4,4,4,4,4,1,3,7
ceh-43,1,103,315,226,438,80,177,55,21,16,14,11,11,3,2,1,17
ceh-44,13,17,30,14,4,46,44,36,19,13,12,12,10,11,5,14,15
cpg-1,701,37,2,2,2,23,8,16,4,3,10,7,6,12,27,440,1825
cel-1,20,28,42,31,15,33,44,29,17,13,19,23,23,16,8,27,20
cep-1,5,1,28,8,5,21,15,31,4,11,11,5,22,4,19,15,15
ces-1,0.1,,,16,6,2,4,0.7,39,14,7,3,,7,47,,0.1
ces-2,0.9,57,0.9,1221,42,94,278,124,2,0.5,1,797,26,0.2,2,1,1
cey-1,145,563,2218,339,577,1482,1329,1092,1033,363,324,329,344,350,200,154,258
cey-2,671,254,9,24,20,49,17,54,3,10,31,35,43,62,185,861,1211
cey-3,0.9,0.7,396,16,20,353,29,55,10,33,38,14,100,69,333,42,32
cey-4,276,446,349,587,580,175,192,115,211,264,194,171,233,261,227,335,578
cfi-1,9,7,9,0.8,0.9,27,29,13,10,3,1,0.7,47,0.7,7,3,28
cft-1,2,0.4,0.8,0.4,4,0.2,0.3,0.2,4,1,2,0.2,0.4,0.6,0.4,3,2
cfz-2,24,54,0.5,95,63,0.7,20,33,10,9,2,88,39,0.7,5,7,7
cgh-1,428,151,87,66,23,101,81,74,199,46,63,65,61,115,85,599,864
cgp-1,50,91,33,48,11,53,33,43,43,22,32,25,26,19,14,39,65
cha-1,11,2,7,0.9,0.4,0.1,5,0.3,4,7,2,0.3,1,0.9,0.5,1,5
chd-3,10,64,117,44,11,43,81,35,24,22,15,16,15,20,4,5,17
che-1,0.5,,0.9,4,0.7,0.1,0.4,1,0.3,8,2,0.1,,1,0.6,,4
che-2,2,1,0.6,1,3,2,0.1,0.1,0.5,0.3,0.1,9,2,2,8,4,0.2
che-3,3,2,0.3,1,7,0.3,0.3,0.2,2,2,0.7,4,0.8,0.3,0.1,2,3
che-6,0.2,,0.2,1,0.4,4,0.2,0.7,0.1,5,0.1,1,,0.2,0.9,,0.5
che-7,14,4,0.7,0.5,14,11,0.2,0.2,6,7,1,2,0.5,0.6,0.3,5,5
che-11,3,2,0.4,3,2,2,0.1,0.2,0.9,0.4,0.1,10,1,3,5,1,0.1
che-12,4,0.3,4,0.5,0.5,7,11,4,5,1,0.5,1,3,0.3,4,1,6
che-13,5,5,0.6,5,11,0.3,1,0.8,3,4,1,18,0.9,1,0.3,4,3
che-14,1,2,1,9,17,0.3,1,2,11,2,7,21,3,4,0.4,1,0.6
chs-1,0.6,0.3,93,1,2,14,0.3,0.7,2,3,5,2,2,6,132,2,3
chs-2,0.6,37,0.7,1,39,0.2,0.1,0.5,14,2,3,6,1,2,1,2,2
chk-1,35,43,21,33,26,6,9,5,2,8,6,8,13,11,5,23,51
chk-2,1,0.1,9,0.8,1,7,0.2,0.9,2,2,3,0.6,3,2,7,2,4
chn-1,33,50,56,102,123,45,54,35,13,13,30,26,30,18,11,45,29
cho-1,0.2,0.8,1,0.1,5,0.5,0.1,0.3,18,8,15,13,0.9,3,1,12,1
chp-1,14,48,29,69,50,27,25,25,12,31,23,28,22,35,15,47,25
cht-1,7,579,299,612,186,44,112,60,65,7,4,2,0.8,2,2,2,90
cic-1,12,23,25,26,15,21,24,18,10,10,10,13,12,9,5,20,13
cit-1.1,14,18,25,11,3,29,26,21,28,10,10,15,16,14,4,15,17
cit-1.2,7,48,72,48,16,52,61,50,78,29,36,43,40,26,8,25,34
cka-1,12,12,16,10,3,23,18,22,39,12,22,23,21,16,8,25,19
cka-2,23,25,3,3,17,15,0.4,0.3,13,27,8,9,0.6,3,2,16,16
ckb-1,2,2,3,7,5,0.4,4,4,5,7,8,8,2,2,0.9,7,5
ckb-2,2,4,10,12,7,7,7,21,6,13,24,8,15,11,4,3,3
ckb-3,0.1,,,,,0.1,0.5,,0.1,2,0.3,0.5,,0.3,0.1,,32
ckb-4,4,12,14,12,9,20,20,13,3,9,5,4,8,15,5,6,4
ckc-1,6,1,24,8,8,0.6,5,16,17,12,34,10,6,12,6,12,8
cki-1,4,27,650,67,166,234,429,118,18,19,15,9,13,14,7,5,4
cki-2,25,23,35,19,21,30,28,23,20,6,18,17,17,11,5,17,27
ckk-1,1,3,3,0.9,0.4,14,6,13,42,12,11,9,8,4,2,3,1
cku-70,19,20,13,20,9,8,9,9,9,9,6,9,8,9,5,17,20
cku-80,6,2,20,7,5,12,6,22,7,9,8,6,20,3,16,15,13
cky-1,3,,7,0.9,34,0.1,2,1,0.3,0.1,10,2,,0.1,21,,0.1
clc-1,15,72,10,21,0.2,15,9,2,25,26,16,0.1,2,15,5,0.1,2
clc-2,7,3,3,26,24,2,7,4,12,12,13,66,6,1,3,11,4
clc-3,14,0.8,7,4,0.9,12,21,2,12,7,5,1,9,4,7,2,6
clc-4,0.1,,,,55,0.2,4,,0.3,0.1,0.1,0.2,,0.2,0.6,,0.1
clc-5,2,6,30,3,4,113,95,42,14,13,15,7,11,12,1,3,2
cle-1,0.4,2,9,0.6,0.8,28,18,25,30,13,14,6,7,9,4,13,11
clh-1,1,1,2,0.3,0.1,15,5,18,43,11,56,61,62,23,6,16,26
clh-2,18,0.5,0.6,14,0.2,0.2,0.1,0.6,6,18,2,3,2,0.8,0.7,0.4,17
clh-3,5,0.3,6,0.4,2,8,0.1,0.2,3,12,5,0.8,3,2,8,19,19
clh-4,2,,,,2,0.7,0.1,0.2,0.9,0.4,0.7,0.9,,0.1,0.8,,0.7
clh-5,16,34,59,25,9,38,47,31,26,24,17,18,20,27,8,29,31
clh-6,8,10,10,7,3,8,11,5,6,7,6,7,7,8,5,13,13
cpi-2,37,131,244,213,309,188,193,139,53,98,426,172,154,55,57,62,174
cpi-1,0.6,1,0.5,1,0.9,5,3,11,36,21,227,125,77,49,69,89,132
clk-1,9,38,36,45,24,26,41,29,28,29,32,44,32,28,16,31,20
cln-3.1,8,,6,0.4,2,1,6,0.1,3,2,0.3,1,,2,0.1,1,4
cln-3.2,7,9,14,14,13,8,12,8,8,6,11,10,10,7,3,6,8
cln-3.3,7,2,15,5,2,5,15,1,9,18,5,0.6,1,1,8,1,2
clp-1,28,25,14,18,3,20,17,62,131,76,255,143,69,82,25,40,62
clp-2,7,10,20,15,3,16,19,14,8,10,13,12,11,13,3,17,11
clp-3,0.6,39,1,0.3,0.5,0.3,0.9,2,0.5,1,1,0.7,2,0.7,0.1,0.4,0.4
clp-4,3,5,9,6,3,11,9,17,37,15,58,40,28,14,5,7,13
clp-6,0.5,,0.5,0.3,5,0.3,0.4,0.1,1,2,2,0.6,0.1,0.4,1,12,0.2
clp-7,19,7,10,3,1,41,15,40,12,15,24,22,15,26,11,26,28
clr-1,31,39,112,18,4,81,87,70,49,26,27,27,23,18,4,24,32
cls-2,15,56,38,36,15,34,36,32,27,35,27,26,33,37,13,36,55
clu-1,17,22,64,11,3,68,65,67,30,81,36,35,43,70,15,68,61
clx-1,,,,,,4,,,,,,,,,,,
cmd-1,125,353,268,266,42,914,323,718,1685,312,282,262,222,356,137,111,172
cmk-1,59,7,1,4,50,0.2,0.2,1,13,14,5,13,2,2,2,16,13
cnb-1,7,18,63,16,20,159,96,147,155,54,72,50,61,41,26,22,16
cnc-1,0.1,,,,,8,,,2,11,0.2,,,,,,
cnc-2,3,,,,3,0.3,68,,3,3,0.1,0.2,,2,0.1,,6
cnc-3,5,21,2,0.9,4,71,1,3,44,15,11,63,33,2,4,0.8,1
cnc-4,8,,90,5,0.2,1,8,7,25,1,7,11,,39,39,52,1
cnc-5,,,,,,0.2,,,,,,,,,,,
cnc-6,0.2,,,,,74,11,,9,64,2,8,,0.3,213,,0.1
cnd-1,4,0.1,29,3,100,5,35,0.1,0.4,0.2,0.5,21,125,6,114,9,24
cng-1,0.9,0.4,0.5,0.2,3,0.9,3,3,0.3,0.3,0.3,1,1,0.4,0.6,2,3
cng-3,1,,1,0.4,0.7,0.3,0.1,0.1,0.5,0.1,0.6,0.1,,0.1,2,0.2,0.1
cnk-1,13,25,26,16,4,26,25,20,34,9,12,11,9,7,5,9,18
cnt-1,11,16,18,11,4,23,18,29,15,21,22,15,14,17,7,13,27
cnt-2,12,39,54,25,14,45,43,44,15,13,13,10,10,9,5,11,20
cnx-1,57,140,160,152,83,147,138,126,77,88,91,121,102,99,41,105,77
cof-2,5,0.1,2,2,0.3,3,11,6,2,3,1,0.7,1,0.6,2,0.9,14
cog-1,18,6,1,12,21,1,3,3,4,7,4,20,2,3,1,5,7
cogc-2,12,9,33,11,3,23,33,14,6,12,12,14,14,19,10,30,18
coh-1,13,69,140,25,12,65,111,54,24,14,11,10,9,9,3,7,18
coh-3,1,0.6,19,3,3,14,1,4,2,5,8,4,11,3,18,9,13
col-2,52,,,,,0.2,,,0.4,0.1,0.5,2,,19,0.1,,0.6
col-3,2,,,,2,1,0.1,0.2,0.4,10,2,1,,1,4,,0.7
col-7,0.1,,,,,0.8,,,0.1,9,0.3,,,10,0.1,,
col-8,3,,1,0.3,1087,0.2,0.3,0.3,1,55,604,0.7,0.7,2,0.9,847,0.4
col-9,0.2,,,,,0.3,,,0.1,0.1,0.1,,,1,0.2,,
col-10,2,1,0.1,0.2,0.5,37,1,257,26,441,270,11,10,809,494,33,11
col-12,12,,0.6,0.1,44,0.4,0.3,0.2,2,43,175,9,2,5,0.7,101,0.1
col-13,47,,,,0.5,1,89,,68,3,0.6,0.2,,0.8,0.1,,35
col-14,70,2,3,30,0.2,1,124,0.8,247,82,412,0.5,9,9,3,4,0.8
col-17,213,,,,192,3,0.1,0.3,258,6,2,1,,0.1,0.3,,10
col-19,1,,,,825,4,0.4,0.5,111,581,1,0.1,,0.1,0.1,,1047
col-20,2,,,,,3,,,109,764,1,0.4,,0.1,1364,,584
col-33,0.1,,3,5,3,3,0.2,0.8,6,0.2,6,1,,0.6,0.2,,0.3
col-34,12,14,7,1,48,27,0.6,1,50,63,13,2,3,53,7,7,9
col-35,5,,,,,0.1,,,0.6,2,0.1,,,0.3,,,
col-36,1,,,,0.8,1326,0.5,,0.3,0.1,86,11,,0.3,0.4,,0.4
col-37,0.3,,,,,41,,,14,0.7,1,,,,,,
col-38,0.3,531,2,55,3,0.2,0.9,0.5,2,230,1165,3,0.5,23,3,3,0.3
col-39,0.3,0.1,104,0.5,18,0.4,0.6,0.4,116,50,10,4,1,202,156,4,19
col-40,0.1,,,,,27,,,0.2,12,1,,,0.9,,,
col-41,1,0.4,0.9,0.7,0.5,0.2,0.2,0.1,0.4,613,3,1,0.2,72,11,0.7,2
col-43,3,,,,1,4,0.1,3,81,0.3,0.3,10,,0.2,0.5,,1
col-44,2,,,,,0.2,,,0.1,0.3,0.3,,,,,,
col-45,0.1,,0.1,0.5,0.2,0.1,0.1,4,100,0.3,0.2,0.2,0.4,0.3,9,1,0.1
col-46,2,,0.1,0.1,0.3,11,0.1,0.4,0.1,0.1,0.9,0.6,2,0.5,1,3,0.2
col-47,4,,,,0.6,0.6,0.5,0.5,1,0.4,0.2,0.1,,0.2,0.3,,0.5
col-48,0.3,5,2,1,0.4,26,2,156,1,97,186,5,5,66,404,16,10
col-49,27,,,,,0.6,,,418,7,16,0.1,,0.1,0.1,,195
col-50,0.1,,,,,33,,,0.1,11,1,,,0.5,,,
col-51,0.1,,,,,0.4,,,18,0.3,0.1,2,,0.1,9,,0.9
col-52,0.1,,,,,0.1,,,0.3,0.1,0.2,,,0.2,0.1,,0.1
col-53,3,0.6,0.6,1,1,4,9,2,2,1,1,0.4,3,0.6,0.9,1,1
col-54,35,,7,6,0.1,0.1,0.3,0.1,6,0.2,0.2,0.4,,0.4,20,,0.1
col-55,0.1,,,,,0.2,,,0.1,0.2,,,,,,,
col-56,0.2,,,,0.8,0.4,4,2,0.5,2,0.2,3,,12,0.6,,0.1
col-58,10,,,10,0.1,0.3,0.1,15,2,6,34,3,,0.6,16,,0.2
col-60,1,,85,0.1,0.3,0.2,28,0.2,193,5,0.3,0.1,,0.1,0.2,0.1,0.1
col-61,13,,0.6,2,0.2,3,0.8,0.1,1,5,0.1,0.2,,0.5,0.1,,2
col-62,0.6,,,,,6,,,0.5,10,1,,,9,0.2,,
col-63,336,,165,3,2,20,16,0.1,9,0.1,0.1,0.7,,1,0.7,2,2
col-64,0.6,,1,0.2,0.1,0.2,0.1,0.3,0.2,0.4,2,1,0.6,0.1,0.5,10,0.5
col-65,74,109,9,2,8,2,0.1,0.6,20,20,113,165,67,4,0.9,0.1,0.6
col-66,0.8,,,,,0.1,,,0.1,,,,,,,,
col-68,2,2,1,2,1,0.1,9,0.8,20,1,9,0.4,2,1,2,1,3
col-69,2,,4,1,0.1,0.4,0.1,4,3,0.2,0.1,0.3,,0.4,9,4,0.2
H17B01.2,0.6,,,,,0.1,,,0.8,0.1,,,,,,,
col-71,2,2,2,22,1,0.1,0.7,1,0.9,73,641,3,0.8,13,2,0.3,0.5
col-72,0.2,,,,,4,,,0.1,2,0.5,,,0.8,0.1,,
col-73,3,,,,487,565,0.9,1,220,1050,16,1,,1,0.2,,36
col-74,0.3,0.5,23,0.4,2,3,0.3,0.3,0.4,1,1,1149,7,0.1,5,37,0.3
col-75,0.6,,,,,0.3,,,0.5,5,0.1,2,,2,1,,2
col-76,1,33,211,14,23,288,319,116,3,28,29,18,29,19,16,9,6
col-77,2,,326,3,0.2,3,65,0.2,69,6,71,99,,917,23,62,0.7
col-78,0.3,,,,,1,,,0.9,0.5,0.1,,,0.6,0.5,,0.2
col-79,28,,0.1,39,1,6,1,0.9,45,0.8,0.4,0.7,,0.2,0.4,,0.2
col-80,8,0.1,1185,0.8,0.3,0.6,1,1,64,7,13,3,0.1,78,109,1,841
col-81,0.1,0.6,1003,0.4,0.1,2,0.1,0.1,0.3,3,2,0.3,0.1,260,123,0.6,0.1
col-83,0.1,,0.1,0.8,2,2,0.1,1,0.5,0.2,3,1,2,7,1,2,2
col-84,405,2,1,4,1,0.3,0.9,0.3,0.5,0.3,1,0.4,0.5,32,0.6,1,1
col-85,0.4,,,4,0.1,0.1,9,0.5,0.4,21,0.5,0.2,,0.2,0.1,,0.2
col-86,0.4,,,,,4,0.6,,3,1,0.1,0.1,,0.1,1,,0.5
col-87,0.1,,,,,0.1,,,0.3,0.1,0.1,0.1,,0.2,0.1,,0.3
col-88,0.1,,65,0.1,23,0.1,0.1,0.1,0.3,302,6,0.1,,0.1,0.1,1,0.3
col-89,0.9,8,3,0.5,20,6,1,1,8,117,2,0.4,2,21,1,8,13
col-90,61,,59,0.1,0.1,178,0.4,0.8,2,1,0.1,5,,0.1,0.1,0.5,0.2
col-91,16,,1,42,0.1,0.3,20,0.1,16,1,30,3,,137,4,,0.4
col-92,1,,0.9,331,114,0.2,0.1,0.3,33,2,113,1,,117,39,,0.9
col-93,5,0.2,0.1,2,0.3,5,0.1,530,35,7,128,0.4,422,173,409,0.1,2
col-94,69,,0.6,0.1,64,0.3,15,0.7,42,7,43,0.1,5,64,43,179,4
col-95,0.4,,,,200,0.1,0.1,0.4,0.3,7,336,0.4,,0.5,0.1,,25
col-96,0.3,,16,0.1,30,0.2,0.3,0.6,0.3,0.3,15,0.2,,23,0.1,0.1,0.1
col-97,118,2,3,26,2,0.5,164,0.1,236,85,672,0.3,11,17,5,7,0.1
col-98,5,0.1,0.3,0.2,0.4,2,0.6,2,71,100,40,11,6,234,83,341,247
col-99,1,16,0.5,26,23,0.2,8,17,6,2,4,23,8,2,1,1,1
col-101,7,0.3,299,0.4,0.9,0.1,0.3,0.4,4,0.5,12,8,0.2,3,17,0.8,662
col-102,0.2,,,,,3,,,0.2,,,,,,,,
col-103,5,0.5,0.9,0.4,1,0.3,1,2,90,129,44,20,13,214,91,298,210
col-104,54,69,2,2,0.2,0.6,0.5,21,127,57,503,100,182,8,3,3,0.7
col-105,0.5,,,,0.6,2,0.2,5,0.3,3,0.6,2,,12,1,,0.1
col-106,167,,,,0.6,1,349,,774,1,0.1,0.2,,0.1,0.3,,616
col-107,4,2,0.3,1,2,17,0.5,207,44,278,222,87,72,158,582,20,12
col-108,4,,,,,14,,,0.2,0.3,,,,,,,
col-109,235,238,2,2,0.6,57,0.1,9,47,300,6,90,4,3,0.8,9,0.2
col-110,1,0.1,0.5,2,0.8,1,1,0.5,0.2,38,38,0.3,0.5,0.9,0.2,0.4,0.5
col-111,47,3,2,3,3,0.1,14,7,32,7,57,31,3,3,3,3,4
col-113,12,8,0.9,7,0.5,0.7,43,0.2,25,8,76,0.3,9,2,1,1,1
col-114,6,,,,,0.1,,,0.1,0.9,0.1,,,,,,
col-115,0.6,15,4,0.2,3,17,0.3,0.1,7,26,0.6,0.2,16,0.1,0.4,2,24
col-116,0.5,,,,,1,,,0.1,0.4,0.6,,,0.5,3,,0.3
col-117,2,,,0.3,0.4,0.8,0.5,1,0.3,16,3,0.2,,0.3,3,,0.9
col-118,0.3,0.8,4,0.9,7,12,3,28,18,32,25,9,7,30,58,33,13
col-119,0.7,1595,0.3,0.5,1,1,0.6,1351,2,3,146,0.1,1,1923,2,0.1,0.6
col-120,1,0.2,0.5,0.2,27,2,0.3,3,178,4,1,0.6,62,0.2,0.2,0.1,0.3
col-121,0.1,,0.6,18,41,0.1,0.1,11,0.2,0.6,428,293,,96,173,174,18
col-122,1,,0.7,0.5,0.5,1,1150,0.3,1,3,549,0.2,2,2015,3,1431,0.9
col-123,60,0.3,0.1,0.1,0.3,0.4,0.4,2,0.3,0.4,0.1,0.1,0.7,7,0.5,0.9,0.5
col-124,0.8,0.4,0.7,1905,0.2,0.1,0.4,0.4,4,5,406,0.4,0.1,1245,2,0.4,0.1
col-125,0.1,0.4,5,45,147,15,0.5,0.4,4,370,10,4,8,368,642,6,19
col-126,,,,,,,,,,,,,,,,,
col-127,,,,,,,,,,,,,,,,,
col-128,1,,,1,0.2,22,0.2,3,0.4,0.8,0.1,0.2,,1,0.2,,0.7
col-129,2,,0.7,931,0.4,1,1,2,2,256,217,1101,,1,0.1,,0.1
col-130,0.2,0.7,16,0.4,41,2,0.6,0.5,2,34,3,1,0.7,50,328,0.8,6
col-131,0.2,,,,12,12,5,,0.4,2,35,3,,0.4,0.1,,6
col-132,0.5,,,,,2,,,2,0.6,0.1,1,,0.2,0.7,,8
col-133,0.1,,,,0.4,5,314,,92,572,18,0.1,,0.1,100,,0.2
col-135,0.1,,,,,29,,,0.1,0.6,7,,,3,0.8,,
col-136,0.3,,,,,2,,,,,,,,,,,
col-137,0.1,,,,,1,,,9,8,,,,,,,
col-138,1,,0.5,0.1,0.5,0.6,0.1,26,61,852,14,0.6,2,0.8,0.6,240,0.1
col-139,294,,,,1,2,901,,214,1,0.5,0.4,,0.5,1063,,0.7
col-140,0.2,2165,0.4,2331,0.1,13,0.1,0.1,0.9,1,3,0.1,0.1,463,1474,0.1,2
col-141,2,,,0.2,3,1,0.1,2,3,2,0.2,0.4,,0.7,0.2,,0.7
col-142,2,,,,99,0.7,0.8,0.3,3,63,38,232,,69,1,,0.2
col-143,2,,,,352,0.1,0.4,0.6,0.5,22,611,375,,0.9,0.3,,0.1
col-144,0.1,0.4,0.2,0.2,0.1,5,0.1,121,40,245,579,3,6,493,236,32,12
col-145,103,,,6,0.5,7,0.7,169,258,6,0.5,24,,0.1,8,,0.1
col-146,32,,,,0.2,1,24,,36,3,0.2,0.4,,0.2,14,,0.1
col-147,25,,3,40,0.1,1,3,0.1,34,9,113,0.1,0.5,51,6,34,3
col-148,0.1,,,,,1,,,0.8,0.2,0.2,9,,0.1,0.1,,0.1
col-149,0.3,0.6,2,87,0.2,0.1,0.1,0.8,190,34,514,1,118,36,9,0.1,6
col-150,3,28,17,0.9,2,0.7,0.7,0.1,4,589,25,2,0.1,44,3,15,20
col-151,70,,0.3,0.3,0.1,0.1,0.2,4,0.1,0.1,6,0.1,,0.2,0.3,,0.4
col-152,0.6,,,,,0.6,,,0.1,0.3,1,0.2,,0.3,0.5,,2
col-153,14,0.6,6,5,1,8,2,0.7,3,11,4,2,0.8,3,4,0.7,0.1
col-154,0.5,1,0.5,0.1,4,1,5,3,23,3,30,0.1,39,41,1,0.1,2
col-155,0.5,0.6,21,0.3,4,0.4,1,4,2,18,0.6,0.4,3,29,82,0.2,13
col-156,40,,,,1,1,34,,72,2,0.2,0.2,,0.1,1,,6
col-157,1,,,,68,19,0.2,3,23,95,2,7,,0.5,0.1,,5
col-158,1063,2,0.2,14,2,2,0.4,0.6,4,0.7,4,0.2,7,88,2,0.1,2
col-159,2,0.3,0.9,283,1,0.5,0.1,0.3,1,19,3,0.7,218,113,254,0.1,76
col-160,205,693,5,773,0.5,5,12,0.2,127,21,311,0.4,0.8,133,392,1,10
col-161,0.6,,,,0.3,15,125,,38,306,7,0.7,,0.7,0.2,,32
col-162,18,,57,0.1,0.1,0.4,13,0.5,146,4,0.2,0.5,,0.2,0.1,1,0.3
col-163,0.2,,,,,1,,,0.3,0.4,0.2,,,0.3,0.3,,0.1
col-164,0.1,,,,,0.1,,,0.3,0.8,0.1,,,0.1,0.1,,
col-165,0.7,,21,53,0.5,1,2,28,0.1,1,0.9,1401,577,1,7,2,0.3
col-166,36,4,23,0.3,102,2,0.3,0.8,302,263,344,0.7,3,58,13,11,11
col-167,1,23,3,1,15,8,62,4,27,247,108,4,88,192,109,0.7,5
col-168,3,,0.1,0.6,0.7,0.1,5,0.1,53,4,72,13,4,49,2,49,0.8
col-169,1,103,2,6,0.1,0.2,13,0.1,72,25,196,0.1,0.4,34,1,0.1,2
col-170,10,,,1,0.2,0.3,3,30,0.8,39,22,0.1,,1,0.1,,2
col-171,0.1,,,,,0.1,,,0.1,0.1,,,,,,,
col-172,15,2,0.9,0.3,0.1,0.3,24,1,13,3,8,0.3,3,0.1,0.5,0.5,2
col-173,30,,0.9,27,0.4,8,1,0.4,0.9,0.8,0.3,0.7,,0.3,3,,0.2
col-174,14,,2,6,1,2,0.8,0.6,0.3,2,6,6,7,8,15,23,3
col-175,10,,,,,577,,,2,0.1,26,0.2,,0.6,0.2,,238
col-176,70,,0.3,9,1,31,0.7,2,237,17,2,0.4,3,24,0.1,40,5
col-177,2,4,0.1,1,0.1,3,8,0.8,3,0.7,0.9,0.1,0.5,0.1,0.9,3,2
col-178,1,,,0.4,0.1,4,0.5,425,114,516,2,0.7,,0.2,0.1,,940
col-179,130,,,,,14,,,0.3,220,513,,,0.1,,,
col-180,19,,82,2,26,54,0.1,3,112,260,6,1,,3,2,8,18
col-181,0.4,1,0.2,0.6,1,1,0.6,1429,3,2,247,0.1,654,1174,1,0.5,0.3
col-182,0.8,,33,2,0.7,0.1,1,2,15,2,7,34,,37,0.4,7,0.1
col-183,49,,,,,0.2,,,0.2,19,11,,,0.8,,,
col-184,7,,,,0.6,1,414,,3,196,610,0.4,,3,662,,0.7
col-185,,,,,,0.3,,,,,,,,,,,
col-186,4,6,0.4,0.4,0.4,5,0.2,2,3,5,0.5,8,0.1,0.7,0.9,1,0.1
col-187,0.4,,,0.8,0.1,0.3,1,1,0.2,2,0.3,0.1,,0.3,0.1,,0.1
coq-1,9,8,15,4,3,30,26,28,21,26,30,20,24,35,14,35,14
coq-2,7,10,13,12,8,13,15,12,14,17,20,23,27,16,7,15,18
coq-3,6,17,19,18,33,20,18,13,13,12,13,17,21,13,12,14,14
coq-4,7,14,13,32,33,7,9,6,13,11,10,14,12,11,8,14,14
coq-5,24,24,29,34,43,21,34,17,8,33,16,12,21,40,24,45,25
