Gene_id,3-fold embryo Ce,4-cell embryo Ce,adult Ce,dauer larva Ce,elongating embryo Ce,embryo Ce,enclosing embryo Ce,fully-elongated embryo Ce,gastrulating embryo Ce,L1 larva Ce,L2 larva Ce,L2d-dauer molt Ce,L3 larva Ce,L4 larva Ce,late cleavage stage embryo Ce,newly molted young adult hermaphrodite Ce,post dauer stage Ce,proliferating embryo Ce
WBGene00000283,4211,9,1641,1018,1789,691,12,3903,25,6270,1114,2171,1903,2388,119,2154,1338,931
WBGene00000284,1204,10,200,3972,556,801,55,5764,135,33674,4235,4880,432,892,158,187,2598,1669
WBGene00000285,524,4,257,2724,423,168,12,1440,23,7098,497,1651,678,3931,62,449,1421,728
WBGene00000286,986,9,252,6721,507,230,6,1716,15,18004,884,3334,448,1423,55,401,3045,402
WBGene00000287,290,3,100,697,303,105,1,516,8,1827,202,198,236,217,41,96,225,64
WBGene00000288,175,10,131,3775,38,158,5,1373,15,15262,2322,3381,384,1012,11,238,2683,311
WBGene00000289,34848,3204,15838,5903,44782,28459,2387,70789,10352,50909,9132,4740,3080,3604,18594,4511,4293,99299
WBGene00000292,14429,1828,6616,5140,18346,6569,2866,18087,5932,19309,4938,4636,3606,6621,7629,6157,4619,23696
WBGene00000293,13976,2234,14483,13884,16768,17374,8056,28801,12790,52524,6624,9959,5930,15618,9043,8790,8436,53657
WBGene00000294,11395,939,10084,11994,14984,9444,684,17851,3688,58266,6824,10114,7070,11518,4512,5635,7521,25032
WBGene00000295,556,4,87,729,367,235,62,1717,53,55143,395,694,193,576,159,66,638,496
WBGene00000296,50,10,77,755,14,72,8,579,37,2016,156,444,105,767,29,61,281,1060
WBGene00000298,849,9,1815,1390,1377,246,212,1230,261,10735,823,5494,2751,8249,588,4247,2364,314
WBGene00000301,33196,1249,15280,59,122158,71951,69297,118399,130800,5628,572,516,32,1570,107352,525,68,267047
WBGene00000302,4004,2,160,1439,3242,733,6,6484,340,5254,538,2284,555,1866,363,360,1690,2095
WBGene00000308,1,26,1,21,1,1,0,14,1,78,1,15,1,80,3,9,52,40
WBGene00000366,47236,4835,51236,30351,74158,56425,1925,120272,15587,209976,22848,22319,11546,17194,33925,15081,17477,201350
WBGene00000367,3220,30,781,5933,3817,1132,47,9485,142,33151,5462,3643,1714,1269,1263,794,3640,3086
WBGene00000368,7513,79,892,3777,5188,4367,75,16276,476,40502,7063,3741,1676,2651,1097,871,2431,6270
WBGene00000369,10262,1822,16977,4955,10975,10754,2312,16152,8825,24360,4657,4245,3917,6932,5719,6861,5156,69200
WBGene00000370,964,19,6988,33787,997,1727,11,7499,42,130746,4140,40046,5536,14548,294,4235,23244,1721
WBGene00000371,13243,3215,22570,19984,19385,12877,11494,22009,32147,34761,14541,16303,15828,66358,7762,21810,20600,54958
WBGene00000372,14,1,27,110,164,5,10,50,1,375,19,78,10,29,16,9,78,43
WBGene00000373,350,6,1092,5326,403,288,6,1757,30,3914,445,4748,575,1342,97,628,5757,281
WBGene00000374,1460,9,663,4724,2644,1125,1080,4626,1243,14763,1805,3498,1483,5673,1491,1033,4068,8578
WBGene00000375,486,469,2503,1744,1312,791,319,1459,1621,1836,320,806,961,1324,950,2931,867,4348
WBGene00000376,26903,8627,53052,18311,41472,38746,2633,68589,18953,70489,11906,23368,8896,18452,17643,16973,11367,178935
WBGene00000377,14714,6798,48130,27376,11904,20109,5078,37265,19299,62079,21769,17020,18932,24227,5591,27499,31693,120884
WBGene00000378,11929,4658,39210,27331,8771,12276,1290,30447,5893,51922,25145,13597,15958,20429,3558,28527,24496,41121
WBGene00000379,14091,3740,37757,87461,11696,16760,1692,35264,10085,86218,25896,26225,20482,25088,4012,27222,38707,64088
WBGene00000380,21705,7927,63951,84987,20501,32458,13691,69048,46418,187111,44682,36673,34188,45836,12075,46087,65579,148900
WBGene00000381,10906,3516,42487,26417,8596,14845,1708,31869,5065,54021,25047,16237,18669,23565,3815,27947,27143,40793
WBGene00000382,1784,1019,6343,3575,3264,3593,824,4951,3818,3118,944,1588,1353,2150,2151,5048,2633,15167
WBGene00000383,15576,3170,18629,13055,29010,16715,1953,40761,11220,129892,6212,10696,3447,6111,14912,10436,8424,64164
WBGene00000386,3623,4216,25305,4582,3819,5255,608,6726,5290,5840,894,2168,2255,3826,2054,17653,2590,59301
WBGene00000387,12411,1177,6166,905,28794,18515,3844,28705,13678,5824,1312,751,690,1636,16183,1106,493,79402
WBGene00000388,848,2387,4103,10,479,1996,56,1314,2552,123,11,26,3,235,190,2219,0,17629
WBGene00000389,251,5,146,11,77,17,8,293,32,12,2,12,90,3596,9,248,8,400
WBGene00000390,21446,3087,15450,14032,29672,12153,2225,30525,8187,77200,8445,9818,7680,13358,10278,12246,11193,43471
WBGene00000391,1460,5,566,550,3011,764,190,1953,243,11195,875,729,1241,5747,996,1565,1101,761
WBGene00000392,1014,934,3475,1317,1181,959,397,1310,1658,2724,2084,1006,1001,2763,528,2354,944,11546
WBGene00000393,4812,391,3261,2708,4623,1863,181,8084,989,17479,1933,2882,1768,2838,1325,1890,2500,8728
WBGene00000395,19838,240,1089,841,38525,5543,106,23748,811,4402,2452,568,2985,879,9654,495,603,14518
WBGene00000396,40769,6976,16375,4336,83580,32710,774,127893,13805,50821,13949,3553,3415,3362,33534,4447,3212,154837
WBGene00000397,26127,62,408,700,18763,5499,30,41995,1018,1513,6472,700,1160,1420,2678,214,328,13448
WBGene00000399,22,21,114,335,19,28,11,107,26,108,6756,1357,11124,3292,23,122,452,143
WBGene00000401,10546,9,151,112,7238,2827,49,15611,408,8484,898,302,384,1021,1210,116,127,5469
WBGene00000402,77,27,159,597,142,78,18,277,29,180,8360,1855,12830,3499,81,153,529,182
WBGene00000403,26768,501,6803,60422,16456,12087,123,65953,1707,559509,40528,38255,6821,8737,2733,2864,40872,30370
WBGene00000405,4426,5265,19574,3074,9445,10332,8641,11637,22407,6541,2513,1801,2099,4360,8397,11602,2966,88904
WBGene00000406,867,656,1507,130,2820,1819,2203,3240,7212,2978,432,238,297,464,2062,703,369,11586
WBGene00000407,3761,853,5210,3638,3411,2550,531,4145,1111,13393,2139,2446,1293,3158,1345,3423,2451,6385
WBGene00000408,2304,1614,4626,3540,3986,2576,1457,4719,4518,5822,787,1985,1241,2289,2381,4619,2448,16677
WBGene00000409,3257,1141,9702,3760,6061,3796,750,8639,3571,6554,1351,2510,1749,2855,2676,4105,2587,15196
WBGene00000410,2893,654,4579,3459,3675,2765,767,5765,2425,6066,1830,2255,1457,2568,2092,2993,2580,13806
WBGene00000411,10073,4878,28366,4704,19880,27910,8961,34351,34197,17561,4308,2218,2577,4110,19556,11105,2921,177881
WBGene00000412,71,4,87,82,105,16,2,225,14,424,360,304,99,223,32,113,339,47
WBGene00000413,2156,1544,9874,1768,5416,6241,1390,10350,7927,3103,1026,794,1036,1170,4748,3307,888,42548
WBGene00000414,11609,303,1780,5210,26571,8230,12550,21686,18596,39236,2780,5713,1984,4914,12907,1937,4424,17815
WBGene00000415,6899,2071,16895,10889,9231,11233,297,15620,1879,72497,4210,8280,4312,4436,3836,5234,6624,25265
WBGene00000416,1815,1891,5705,1729,1592,3068,674,3140,2213,5541,1069,939,584,1768,956,4100,1027,16581
WBGene00000417,3447,2494,23489,2193,5597,5919,1628,7183,5593,3282,1435,891,1005,2529,3823,9683,878,29407
WBGene00000418,2100,1007,3930,1879,5362,3588,795,5577,3510,7510,900,1130,881,1494,3311,3418,1374,15148
WBGene00000419,5531,2459,12345,5488,8282,4718,191,12929,2000,15058,3940,3156,3630,3763,3678,9190,3583,21880
WBGene00000420,3110,794,5506,1928,4352,3116,318,4183,801,12943,1266,1244,1322,2065,1654,2565,1360,5506
WBGene00000421,8937,3927,20634,23682,13837,9130,286,26655,3472,26911,7906,17738,7514,9297,6079,11550,13329,42399
WBGene00000422,919,163,417,72,2043,756,494,1924,2076,141,96,60,55,119,1182,223,110,5751
WBGene00000423,1620,1373,6247,1394,2912,7477,1977,6076,4262,4557,634,1112,457,2328,2418,2799,905,26424
WBGene00000424,4231,792,3989,2009,6087,6752,992,10103,3041,23200,2899,2571,1862,6223,2525,3172,2200,18063
WBGene00000425,6688,61,635,2329,8164,1604,702,18810,2602,2925,1585,2031,664,985,3975,557,1545,15078
WBGene00000426,2933,1097,6696,4506,4872,4352,556,8666,3116,12259,1679,2618,1756,2807,2241,4217,2679,18101
WBGene00000427,4,2,1,0,19,4,2,11,9,11,1,0,0,3,6,5,0,20
WBGene00000428,142,2,29,55,43,13,5,156,8,808,42,39,20,167,9,38,51,138
WBGene00000429,675,3,18,44,1102,264,24,749,45,1329,47,26,26,53,246,27,15,302
WBGene00000430,1294,9,197,25,2721,334,479,984,654,213,17,18,11,77,921,70,24,673
WBGene00000431,1824,16,54,882,3510,1060,314,3214,467,6908,1293,621,195,350,1566,61,586,1794
WBGene00000432,6,3,1,16,8,1,6,9,17,8,1,3,1,92,2,2,6,20
WBGene00000433,1122,3,16,299,2387,1003,176,1636,186,3735,150,126,11,30,863,7,131,1006
WBGene00000434,113,4,13,76,74,16,5,199,11,440,170,38,35,228,15,16,45,308
WBGene00000435,987,11,91,307,1544,621,264,1562,319,2910,76,200,37,53,570,32,137,1043
WBGene00000436,7,3,7,92,12,6,1,17,2,19,38,67,21,38,4,16,38,6
WBGene00000437,4125,26,257,3338,8153,2505,1203,5901,6093,10332,2017,2593,436,955,3843,319,2112,9453
WBGene00000438,1663,3,151,672,1104,388,6,2228,77,20020,366,477,216,494,181,257,495,1087
WBGene00000439,846,17,86,790,2613,1215,560,1710,1219,3515,202,569,26,55,1633,30,380,1970
WBGene00000440,825,3,9,183,1293,249,16,786,39,520,117,139,19,77,165,15,58,235
WBGene00000441,1153,9,731,5491,374,565,10,5295,24,31357,3690,8471,1773,3062,58,1303,5676,1341
WBGene00000442,806,4,79,408,462,73,7,797,15,595,52,305,106,286,30,83,142,226
WBGene00000443,17198,62,1247,5089,33153,8755,3264,22660,6620,33601,6530,4454,1611,2268,12075,893,3925,20550
WBGene00000444,1059,798,3539,827,1216,2340,522,3303,4295,5409,603,474,230,471,767,655,479,26377
WBGene00000445,3861,4,31,474,4863,845,21,7139,299,3520,260,539,160,90,984,38,342,1307
WBGene00000446,25,3,27,344,6,13,3,97,5,2069,203,257,57,336,3,33,268,126
WBGene00000447,2000,3,15,333,1048,189,5,1619,37,2377,102,305,75,63,89,32,289,396
WBGene00000448,11523,10,174,2495,17600,4036,333,13522,651,24244,1535,1704,475,603,5030,154,2010,6830
WBGene00000449,2676,6,59,1023,7071,3361,1075,5949,2949,6185,392,650,145,255,3607,46,519,7648
WBGene00000450,103,2,0,4,44,18,3,88,3,71,8,2,0,13,12,4,1,118
WBGene00000451,1441,3,68,84,2168,792,298,1978,289,683,63,70,66,318,964,58,101,5180
WBGene00000452,1379,3,17,467,1900,347,73,1569,95,4414,188,380,89,147,472,19,317,692
WBGene00000453,14958,23,2863,2890,21427,6978,1200,23604,4066,27594,1502,2232,753,852,8749,267,1918,18737
WBGene00000454,184,1,9,381,88,57,0,477,3,2881,81,163,35,168,15,27,281,309
WBGene00000455,5833,7,116,1097,8992,3142,312,9712,1012,21081,612,865,287,436,2788,135,570,4503
WBGene00000457,619,6,47,147,1037,1701,1216,2180,2638,4058,34,128,23,39,1499,5,178,6147
WBGene00000458,5277,15,665,1633,7959,2188,657,6261,2140,16585,960,1107,668,798,2874,473,975,6594
WBGene00000459,11649,2520,16869,8958,17186,9867,1080,24075,7166,50845,6447,6338,3478,4345,7668,7550,5497,58417
WBGene00000460,1231,944,5375,404,1348,3470,282,3556,3965,10979,621,263,197,327,681,1153,182,35485
WBGene00000461,596,378,993,83,832,1798,1038,2048,4822,911,48,83,17,84,1074,235,53,13350
WBGene00000462,772,266,1132,526,1221,798,258,1536,1420,2102,297,466,315,514,628,409,440,5588
WBGene00000463,5532,53,1694,1112,13474,6820,10094,12278,19938,6017,744,963,169,656,11294,116,747,22176
WBGene00000464,15173,1643,8407,6179,18633,9868,535,25410,3331,30529,4001,4330,3144,4792,5752,5423,3515,27630
WBGene00000465,3292,25190,358352,1291,1252,4493,85,2978,678,3287,362,1184,1495,21591,385,89097,641,29098
WBGene00000466,4841,1286,5505,5006,7718,4761,859,10548,3480,7686,1519,2972,2045,3320,3458,4970,3538,16625
WBGene00000467,681,1538,4832,3323,817,1496,774,1970,6334,2481,407,1764,1308,1958,659,4885,2569,9571
WBGene00000468,724,6,11,18,2694,627,265,1401,327,254,45,9,0,14,1579,6,9,944
WBGene00000469,6732,25,272,130,40677,7424,5754,12681,5587,1002,46,129,6,47,24753,63,65,12010
WBGene00000472,133659,3814,36849,44891,146722,102600,18008,202494,32929,505699,40420,31978,24799,60294,52403,20612,31256,175257
WBGene00000473,4158,19878,135058,3504,2002,10757,371,6181,2292,2517,931,2122,3837,23060,501,69065,2761,54473
WBGene00000474,1794,9982,41031,3286,1248,4117,681,2704,2906,1006,522,2635,2366,9586,614,36461,3987,25035
WBGene00000475,14724,6842,74004,20790,20839,38191,16341,35916,36931,98246,20280,21033,22582,58702,15118,41956,24510,132919
WBGene00000476,3792,12,106,838,4248,1583,23,6337,249,10744,1149,823,202,395,633,80,808,2246
WBGene00000477,300,11,165,805,56,134,22,1646,44,1994,608,469,425,492,28,254,1164,382
WBGene00000478,12060,22,1020,1320,15042,7777,913,18598,3479,26083,1085,1422,243,315,6143,97,1053,21656
WBGene00000479,14570,16458,217992,15463,15519,26867,1191,20944,7415,139068,21575,9099,15983,41431,6886,113907,10898,92116
WBGene00000480,8047,2713,17957,6051,6725,10455,580,14193,6349,39725,3725,4795,2687,5683,2791,8444,3516,53623
WBGene00000481,254,4,117,1153,23,188,15,1349,38,10083,1917,1041,217,373,26,147,950,333
WBGene00000482,17012,1292,9907,8520,32575,26137,1749,63016,11112,39358,8311,5581,6638,4304,17420,2167,5424,92987
WBGene00000483,57,6,6,30,324,42,39,156,27,272,12,39,0,66,107,8,33,403
WBGene00000484,1942,2,28,540,1768,393,13,2595,99,3119,166,401,56,139,308,26,338,960
WBGene00000485,5922,61,207,4056,4498,1375,52,10783,264,9090,1004,1815,430,544,716,266,1980,3258
WBGene00000487,94,7,15,1065,45,27,10,218,7,433,20,900,9,59,25,10,255,353
WBGene00000488,1211,5,66,986,390,277,7,2835,60,5979,547,903,114,158,49,89,868,677
WBGene00000490,3560,4,54,1755,2244,636,11,5083,80,2973,286,877,197,306,338,83,878,1637
WBGene00000491,2228,9,141,1783,2034,779,69,5039,112,5901,587,1492,242,558,530,161,1447,1941
WBGene00000492,1699,14,54,445,2130,509,48,2274,78,2349,333,408,76,418,343,61,383,812
WBGene00000493,6233,25,120,171,5569,1140,71,6540,294,1051,1263,413,1175,2184,1091,182,274,2809
WBGene00000496,595,1231,67032,1000,503,722,23,873,182,892,303,804,1220,4396,195,30768,507,2145
WBGene00000497,16379,20,719,1005,4990,3875,17,31711,438,1260,3088,909,1174,2541,455,390,837,8167
WBGene00000498,771,1339,9333,1688,1243,4236,1073,3246,2979,3668,562,1045,1104,1855,1301,4171,1254,18417
WBGene00000499,91,261,1558,533,84,283,11,233,120,822,182,269,329,713,45,1693,236,1248
WBGene00000500,3317,1469,4004,3167,5054,1956,3871,5349,7778,4784,991,3203,1123,2362,2451,4509,3037,15367
WBGene00000501,86,8,205,2681,24,167,9,1010,32,12578,2609,2004,367,605,18,143,1687,340
WBGene00000502,2127,772,3883,3958,2685,2748,1420,5085,4331,4817,2415,1982,2444,3736,1750,5566,1860,14301
WBGene00000503,6505,347,19154,252,20295,38634,8959,100894,52265,26913,817,713,208,1110,30070,246,123,250656
WBGene00000506,1532,648,1743,1394,2243,1586,339,2392,1420,2889,682,861,533,937,1031,1984,1016,6674
WBGene00000507,3696,772,3919,3277,4567,1489,175,5344,1110,10977,1735,1513,1520,1493,1714,2603,2494,9241
WBGene00000508,7696,270,8063,8633,10719,5991,752,16571,4283,44127,5278,4792,3252,3446,4895,3667,5710,23939
WBGene00000509,2658,594,3620,4909,2774,1256,111,4843,918,17808,793,2600,1494,2347,877,4103,2788,4923
WBGene00000510,1721,1,298,2431,1274,616,18,4346,65,11215,2269,2881,795,1676,187,496,1918,1004
WBGene00000511,459,16,129,706,677,146,96,1003,233,947,260,516,620,746,320,390,569,602
WBGene00000512,612,370,716,345,826,648,214,1137,1447,1008,228,959,1599,3326,532,1289,305,7572
WBGene00000513,101,5,4,7,36,422,3,211,5,327,54,2,1,36,16,19,11,176
WBGene00000514,1972,157,577,429,2248,1087,284,2359,767,2003,664,584,1062,1243,840,739,776,3353
WBGene00000515,575,16,744,1131,1059,229,153,1473,987,2729,861,1188,2252,4004,395,2686,1044,2078
WBGene00000516,13418,74,384,697,27032,5064,2744,12821,2556,4152,547,817,662,1204,11873,329,816,5521
WBGene00000517,2960,672,4191,2554,3799,1579,560,4077,1321,9196,825,1629,925,1792,2322,2870,1858,9585
WBGene00000518,1820,25,285,1866,1321,684,21,3157,94,32692,3231,1465,525,886,250,510,1199,1673
WBGene00000519,1097,1091,4853,2041,1200,1910,462,2963,2144,5398,881,993,1212,1787,874,3141,995,10612
WBGene00000520,711,839,4693,3374,1193,1900,377,2528,2667,3706,744,1586,1025,1395,727,3976,2329,11590
WBGene00000521,8294,11,15,12,3342,745,9,7199,119,246,2304,38,350,86,257,24,5,2332
WBGene00000522,298,2,1608,460,118,127,2,735,104,4664,403,1571,1213,3557,25,1521,644,148
WBGene00000523,3902,86,239,503,5843,1065,136,3509,195,3142,464,890,717,873,1044,241,703,1564
WBGene00000524,1192,1,321,463,580,333,14,2150,41,3446,1233,719,374,1499,50,349,664,584
WBGene00000525,5,8,26,7,6,30,2,14,6,611,27,4,1,775,4,39,9,64
WBGene00000526,8291,56,194,840,10287,1465,74,6193,120,4071,628,1066,722,608,1451,322,1031,2174
WBGene00000527,7733,37,4823,2830,7218,1897,77,12470,307,54368,20069,3898,2186,3080,1579,5178,2327,4206
WBGene00000528,3278,37,8211,19691,1672,1203,10,5724,48,33221,1832,12903,4118,5652,237,4348,15297,2528
WBGene00000529,166,10,242,5006,45,80,9,916,10,27520,978,3578,436,428,25,163,3035,331
WBGene00000530,440,701,4087,11794,205,391,12,709,145,5091,491,3753,948,1506,79,1877,7694,3281
WBGene00000531,14,10,173,285,4,22,12,250,6,4948,360,171,344,518,12,182,232,86
WBGene00000532,6519,1263,8915,5146,9880,5961,631,14533,3058,18039,3682,3292,4223,4303,5072,6807,4149,22569
WBGene00000533,1259,658,3955,1786,2061,1965,202,3678,933,4709,755,1350,1185,2065,920,2984,1285,6683
WBGene00000534,19520,1522,30199,27754,27886,22297,10312,28050,18984,39115,7229,43175,5140,53127,13338,9124,16625,40654
WBGene00000535,145,17,8332,7248,135,339,18,1121,44,5854,444,10326,1533,13368,11,4129,3719,173
WBGene00000536,1359,352,1756,3381,2402,1755,375,3022,1691,6232,1220,2101,1095,2146,983,1962,1570,5128
WBGene00000539,452,5,240,55,340,73,5,608,29,152,272,131,733,873,53,673,169,110
WBGene00000540,845,264,1285,1436,1287,660,374,2029,797,3165,420,1080,530,732,681,778,919,3442
WBGene00000541,1192,4,213,1218,401,226,24,2153,226,1882,397,1189,1396,1284,62,679,1693,481
WBGene00000542,4317,1575,18764,41017,4222,8182,215,23127,2311,101900,10695,55445,13317,15345,1606,10546,14483,24488
WBGene00000543,2793,683,3635,3358,3980,1434,235,4897,1588,3387,1211,2226,1867,1819,1792,3529,2257,7311
WBGene00000544,63,17,257,152,21,103,22,317,79,276,17,190,77,2520,33,344,50,1507
WBGene00000545,1662,66,3056,8821,1636,2610,155,6282,647,33221,3465,8371,1808,3543,815,1731,4333,3065
WBGene00000546,19,6,357,119,7,34,36,64,61,77,22,76,122,1291,30,864,42,88
WBGene00000547,7275,973,7548,4925,4624,5263,84,12501,423,11060,2379,4480,4105,7197,1131,4391,2937,6996
WBGene00000548,27274,3945,18019,14707,34515,12227,564,46243,5261,55049,9353,8454,4964,4990,14626,9136,7009,50205
WBGene00000549,7285,1056,19684,8835,9677,13108,1088,19276,5415,49464,9577,6189,7491,7691,5017,8626,7283,47057
WBGene00000550,19833,1724,31813,14199,23691,9498,442,46766,4495,42584,18967,14169,17957,12840,8896,25068,15096,28582
WBGene00000551,0,1,14,334,0,3,1,31,0,893,2,48,1,96,2,3,8,77
WBGene00000552,88550,3364,26573,40310,48689,23393,1385,99382,13909,476808,53002,32331,23176,45548,10458,19230,23857,116875
WBGene00000553,5750,6,263,2256,2888,1491,10,7734,187,31691,4761,1457,410,780,344,174,1641,3221
WBGene00000554,12210,177,1894,5465,11303,4890,493,18766,1375,57586,5744,6045,2555,6947,2517,2375,5144,8540
WBGene00000555,0,0,39,96,0,4,1,5,0,78,4,67,0,43,2,2,39,8
WBGene00000556,18,1,122,14,2,43,0,49,1,528,75,18,80,939,4,203,16,1
WBGene00000557,2109,1,524,89,796,587,6,2743,11,3635,1415,192,1226,10635,27,255,141,307
WBGene00000558,51,0,2044,42,3,1038,3,2594,5,3136,361,46,164,8127,2,304,14,273
WBGene00000559,0,0,0,313,0,0,2,1,0,9,1,521,0,3,3,0,355,12
WBGene00000560,10,32,420,4507,0,215,1,295,2,878,35,16860,7,212,4,9,6616,120
WBGene00000561,1702,12,41,346,7389,2306,428,2642,1529,440,496,194,12,27,2702,6,146,5534
WBGene00000562,627,37,143,200,567,121,72,1111,306,1193,127,72,59,330,232,71,146,2218
WBGene00000563,162,3,6,209,41,17,8,341,9,371,47,139,36,59,22,17,153,203
WBGene00000564,4745,913,6291,3162,6149,5028,295,10712,2466,29051,2711,2434,1290,2304,2762,2950,1865,19340
WBGene00000565,5307,707,8893,4656,4866,5566,267,12279,1443,18119,5374,5153,3324,4460,2075,3400,2845,13684
WBGene00000566,12814,1333,8880,3550,15476,14745,1494,25595,5268,23340,5296,4411,2255,4546,7760,4025,2472,44380
WBGene00000567,21305,3351,19159,25482,24912,22411,4278,49443,15914,50864,14811,13965,11429,15768,9905,16515,13813,77193
WBGene00000583,1266,4,103,241,1796,240,26,1888,56,1319,364,252,284,407,400,199,227,694
WBGene00000584,3079,8,116,774,2236,7579,62,2696,213,12268,622,659,287,666,584,123,508,1378
WBGene00000585,3350,794,4853,3343,5707,2271,191,5342,1076,3900,1330,1831,2310,3449,2324,5493,2197,5813
WBGene00000591,13540,903,5599,2631,22694,11008,885,31790,4066,24822,6374,2014,1485,6380,11175,1521,1922,115794
WBGene00000592,495,696,4506,3038,501,1064,64,997,787,1390,240,900,935,1129,228,3287,1135,7316
WBGene00000593,4,5,20,17801,3,50,9,11,18,22,1,496919,18,142,1,35,1524,46
