Gene_id,3-fold embryo Ce,4-cell embryo Ce,adult Ce,dauer larva Ce,elongating embryo Ce,embryo Ce,enclosing embryo Ce,fully-elongated embryo Ce,gastrulating embryo Ce,L1 larva Ce,L2 larva Ce,L2d-dauer molt Ce,L3 larva Ce,L4 larva Ce,late cleavage stage embryo Ce,newly molted young adult hermaphrodite Ce,post dauer stage Ce,proliferating embryo Ce
WBGene00019438,4,2,3,3,8,144,2,47,4,196,3,5,3,24,9,3,3,52
WBGene00019439,90,17,100,127,68,23,6,153,17,141,12,122,29,168,14,100,126,150
WBGene00019441,576,100,864,1174,764,241,56,886,247,926,303,491,230,714,317,739,853,2025
WBGene00019443,3,4,1,11,5,1,3,12,7,149,9,9,1,31,3,3,32,16
WBGene00019444,54,1,130,401,58,10,4,163,15,1883,204,292,349,532,12,304,904,22
WBGene00019445,31,9,12,354,9,6,8,113,9,2112,113,253,40,342,8,34,229,133
WBGene00019448,1089,16,104,888,712,194,19,1184,54,1648,439,800,277,297,122,183,445,357
WBGene00019449,1,5,1,1,0,4,3,6,2,3,13,0,7,962,3,27,1,20
WBGene00019450,6,3,0,2,0,7,2,6,3,10,11,1,12,1471,2,25,6,34
WBGene00019451,5,2,0,0,0,3,4,11,1,9,6,0,0,112,6,5,0,26
WBGene00019452,4,5,1,3,5,7,5,26,2,2,7,3,1,87,6,9,1,40
WBGene00019453,3,3,2,7,0,9,5,32,1,10,1,6,1,90,7,9,23,37
WBGene00019454,1,1,0,0,0,1,2,8,0,14,5,0,0,8,8,4,2,15
WBGene00019455,70,5,14,227,80,17,29,214,25,790,20,132,25,205,23,20,87,142
WBGene00019456,2340,141,228,1073,4084,904,1042,4301,1881,2644,304,987,448,807,1579,470,817,2458
WBGene00019457,2124,1222,4626,4109,3692,1790,251,4679,1460,10131,1274,2539,2393,3554,1550,4610,3288,7881
WBGene00019458,280,530,1445,2322,363,559,150,841,841,846,140,840,608,1001,246,1451,1333,5162
WBGene00019459,4,3,282,11,27,33,10,47,14,293,11,4,164,905,12,315,5,33
WBGene00019460,1020,919,1745,1130,1521,1011,377,1871,1169,1992,420,608,847,1359,708,2578,693,4884
WBGene00019461,16,4,163,16,8,36,48,44,58,669,17,17,155,1246,31,591,4,119
WBGene00019462,162,22,165,386,177,126,27,495,85,1562,196,412,111,909,64,184,261,841
WBGene00019464,897,586,2946,11284,2177,1684,683,1842,2430,9976,1005,14689,1330,2400,836,1909,5637,7427
WBGene00019465,3749,1097,7099,5878,5207,2909,1200,8260,3692,28606,2513,5242,2667,4574,2861,4998,4840,13100
WBGene00019466,22828,243,25967,134528,33166,18104,4133,55468,10182,205989,16486,32588,13276,46716,12065,10871,41499,56838
WBGene00019467,2142,242,1539,2494,3766,1154,136,3616,1195,4722,565,1074,838,1011,1256,1683,1287,3921
WBGene00019469,0,2,0,13,0,1,3,9,2,31,9,12,2,4,9,4,16,9
WBGene00019470,3,7,1,4,0,2,6,26,0,144,6,9,0,19,9,5,2,35
WBGene00019471,5,0,23,1875,1,0,5,60,1,270,67,1795,3,775,8,8,990,93
WBGene00019472,0,5,151,3076,5,2,4,17,3,390,44,2155,32,1974,10,15,2056,20
WBGene00019473,76,7,291,187,150,95,47,356,246,135,281,162,538,901,124,365,88,732
WBGene00019476,122,4,695,3817,67,49,8,375,5,1452,406,6200,509,1566,7,940,2365,33
WBGene00019477,11190,23,881,3500,29537,8013,668,24150,3287,15196,1897,4888,2377,2319,11601,806,2723,13465
WBGene00019478,2648,38,734,2784,4008,578,75,2115,103,3575,1252,4264,1292,3106,607,1918,959,708
WBGene00019479,1422,30,3736,7642,2471,1268,476,5984,1649,83394,18887,10513,1974,5273,1384,3603,7320,3019
WBGene00019480,432,45,260,1172,283,326,27,1414,26,5532,306,1759,296,1729,34,429,1654,493
WBGene00019481,6132,773,4195,3696,7575,2707,1088,9085,2698,5222,2901,3188,3802,6477,2394,5602,3420,9958
WBGene00019482,1288,2,15,275,1698,364,25,1369,30,983,37,219,12,93,215,4,171,532
WBGene00019483,4,5,4,1,10,17,17,21,43,23,4,2,2,4,23,7,2,190
WBGene00019484,68,6,39,549,81,55,17,283,47,1692,215,332,47,288,48,36,246,655
WBGene00019485,43,4,10,151,12,80,2,399,5,1338,137,222,33,226,6,11,164,340
WBGene00019486,1141,1,19,30,226,351,6,2925,53,624,178,51,86,96,18,6,38,557
WBGene00019487,18560,386,3074,5512,15138,7123,179,28925,1379,22014,3042,5664,1028,4022,3022,1502,4221,14497
WBGene00019488,70,6,472,5896,48,162,194,610,352,15847,888,4148,442,2965,69,285,4832,390
WBGene00019489,36,9,710,16595,253,63,24,1538,37,39244,1172,44832,2126,5742,133,3430,10195,287
WBGene00019490,6879,426,3732,7802,14137,5880,476,22654,2660,30514,8634,4592,3230,3430,5993,1655,6012,24612
WBGene00019491,3040,130,668,765,6586,1765,1237,6133,4134,1943,533,685,531,571,3011,600,756,7981
WBGene00019492,2865,128,10850,7991,6688,3580,798,11818,2499,60720,4635,13895,6956,11668,3735,8728,8858,7547
WBGene00019493,2554,21,1268,3116,2426,877,49,5813,610,3779,1937,4238,3176,2828,692,1799,3714,2462
WBGene00019494,0,1,3,21,3,4,0,7,4,79,4,10,2,211,2,3,14,11
WBGene00019495,324,3,742,131,151,70,12,1496,43,13897,4999,355,8700,12627,45,2541,1183,233
WBGene00019496,22,6,68,585,19,62,10,155,17,6999,450,324,42,467,15,41,332,184
WBGene00019497,1253,2,19,124,840,198,6,1435,18,1794,72,96,113,572,111,85,206,1311
WBGene00019498,468,443,2325,475,565,921,182,884,663,1595,218,625,494,786,252,1388,554,4655
WBGene00019501,1,3,21,5,3,0,3,18,1,67,4,2,18,579,10,85,2,8
WBGene00019502,6,0,0,0,4,1,2,9,8,46,2,0,0,3,6,1,0,29
WBGene00019503,1550,609,2940,1640,2400,1195,250,2756,637,1234,627,1016,786,1142,1035,3447,1108,3764
WBGene00019504,10405,2863,15919,7178,9650,6454,446,16007,2276,27972,4783,5466,3589,6068,2892,9675,6881,28854
WBGene00019506,33,4,93,75,3,6,5,74,1,339,9,56,108,4662,7,183,8,43
WBGene00019507,0,3,26,0,0,0,1,2,0,22,3,0,5,194,1,40,0,3
WBGene00019508,322,2,5,34,170,52,3,719,4,194,120,32,27,111,21,9,28,234
WBGene00019509,178,18,2855,625,325,103,87,267,261,643,331,373,1803,1746,161,1687,594,508
WBGene00019510,18501,6479,45813,17911,33607,23276,2709,43852,16310,61558,13433,18614,27713,30639,17130,41534,21771,89416
WBGene00019511,4782,384,3799,1271,7324,18142,4950,21490,7368,11354,1760,1706,2604,6473,5882,2875,4309,25876
WBGene00019512,34,6,130,78,54,135,5,99,29,1574,37,37,83,812,27,520,50,157
WBGene00019513,590,287,1451,671,933,2832,690,1791,1604,17328,1096,633,316,614,800,762,733,9304
WBGene00019514,995,0,21,3,11780,1244,9091,3414,5196,92,6,3,0,16,9533,4,3,1453
WBGene00019515,52,4,179,355,88,14,21,306,27,1168,221,456,853,1044,61,991,454,37
WBGene00019516,164,19,94,732,873,225,26,625,220,1152,75,1211,168,917,412,205,756,1767
WBGene00019517,0,4,58,3,4,12,7,24,7,161,9,1,2,264,17,97,10,56
WBGene00019518,1362,13,51,1385,459,340,12,2076,34,597,227,1136,241,1150,48,284,1955,865
WBGene00019519,758,4,200,446,1585,484,42,1301,205,3101,187,388,209,758,400,328,575,399
WBGene00019520,27607,4,84,97,15364,4802,22,18575,65,734,4986,329,4476,7536,1135,87,69,5179
WBGene00019521,13919,283,4567,70824,17396,7204,748,19251,3303,151085,5746,39925,4407,8947,5436,2802,61168,20799
WBGene00019522,466,50,214,1399,1048,344,111,929,489,1969,431,809,446,817,446,375,1001,1089
WBGene00019524,5,6,6,89,8,2,5,67,6,97,13,739,3,16,17,3,19,149
WBGene00019525,39,3,69,346,83,30,2,287,13,1587,191,152,143,766,23,99,339,147
WBGene00019526,3,6,0,16,9,2,5,26,4,34,3,39,4,5,6,2,4,61
WBGene00019527,21,6,6,172,2,8,1,96,10,72,9,1421,10,171,14,10,23,137
WBGene00019529,9,2,24,22,7,9,8,42,9,31,113,9,27,622,12,12,12,375
WBGene00019530,2,5,199,2,0,11,6,11,6,14,3,4,116,1749,4,342,1,100
WBGene00019531,2,2,344,4,11,84,114,53,447,36,11,10,132,2615,26,629,6,678
WBGene00019532,36,8,69,198,27,19,12,97,50,479,42,229,168,1587,23,49,345,457
WBGene00019533,3,2,5,39,26,83,32,50,207,59,8,75,7,151,24,4,15,1070
WBGene00019534,0,0,2,0,0,0,0,3,0,5,0,1,2,7,5,1,0,9
WBGene00019535,113,137,1080,472,160,435,55,438,191,770,222,413,163,764,68,632,335,1632
WBGene00019536,2162,4,143,373,1527,801,23,3003,155,4565,373,312,74,120,218,81,347,1191
WBGene00019537,12618,4599,24339,5716,14500,16964,24200,15435,37139,41712,9819,11011,7466,30900,10241,15106,43457,52497
WBGene00019538,2578,13,182,97,817,641,42,3685,200,264,557,242,79,1222,35,129,75,2462
WBGene00019540,5,68,19477,135,16,39,0,866,5,29687,1887,808,5050,41644,2,18306,1864,93
WBGene00019541,87,4,91,62,135,104,269,252,558,223,75,64,84,242,128,104,64,258
WBGene00019543,8730,2422,21535,13965,11228,10198,2477,17140,10314,50470,9626,10134,12376,20547,5630,15505,21182,52910
WBGene00019544,4424,883,5641,2472,4580,3372,435,7421,2337,5271,2070,1765,2143,4718,1963,3046,2380,21473
WBGene00019545,60,6,9,66,18,141,11,477,9,171,92,157,19,408,8,13,47,175
WBGene00019546,995,42,592,953,497,297,13,2084,88,2330,332,2720,430,1595,59,537,1268,1102
WBGene00019547,32,10,384,51,82,7,9,65,40,204,383,18,618,453,31,367,79,61
WBGene00019548,17,1,6,0,11,1,6,18,3,2,7,1,1,13,10,5,4,38
WBGene00019549,9,7,16,2,0,1,2,30,5,33,37,121,56,991,10,15,109,41
WBGene00019550,156,10,255,66,37,51,4,466,23,279,777,315,1332,1070,13,566,57,185
WBGene00019551,34,0,5,5,23,109,5,58,12,231,31,4,8,68,7,14,24,111
WBGene00019552,12,1,0,0,7,15,1,9,1,19,12,1,1,6,4,1,0,30
WBGene00019553,16,1,0,1,8,115,5,27,20,145,2,1,0,4,6,4,1,29
WBGene00019554,1084,279,956,1193,1449,842,30,2923,279,2561,986,1116,982,1092,465,879,1079,2522
WBGene00019556,2,13,36,40,2,13,8,21,24,262,13,31,238,6704,24,244,133,227
WBGene00019557,1,4,0,22,2,2,1,8,1,201,5,7,2,10,5,1,31,9
WBGene00019558,0,1,0,14,0,0,4,6,1,127,5,6,0,10,10,5,20,13
WBGene00019559,0,1,1,0,1,0,2,5,1,4,3,2,0,2,5,2,0,10
WBGene00019560,0,2,0,0,0,0,3,6,1,9,1,1,1,84,6,1,0,14
WBGene00019561,0,7,244,6,1,0,2,6,4,41,3,5,118,2010,16,732,7,6
WBGene00019562,0,4,20,4,0,1,5,9,2,4,1,2,105,1166,7,60,1,16
WBGene00019563,0,3,530,30,1,2,1,9,1,637,1485,613,1170,2812,5,789,1507,4
WBGene00019564,208,3,110,21,16,112,2,941,111,1610,66,31,89,248,3,61,17,106
WBGene00019565,674,16,557,9,325,49,2,1319,34,423,1196,26,2390,1832,134,997,10,731
WBGene00019566,0,4,0,14,1,0,4,9,6,72,7,7,0,15,10,2,8,26
WBGene00019567,0,5,1,36,0,0,2,6,2,276,9,206,1,10,7,3,32,11
WBGene00019568,6,13,24,60,3,11,8,21,23,78,14,18,48,1583,11,117,29,150
WBGene00019569,16,10,525,105,10,8,4,39,8,346,6,101,10,372,12,382,53,126
WBGene00019570,18,12,6,387,27,6,8,155,18,311,18,2725,11,123,23,27,108,139
WBGene00019571,23,8,10,202,25,16,3,191,5,643,44,127,63,183,16,49,246,116
WBGene00019572,2095,23,1567,1519,4668,796,208,2170,409,31876,2013,2266,2507,8237,1315,3564,4564,1439
WBGene00019574,1,1,0,5,0,0,5,9,2,57,2,4,0,12,4,4,0,88
WBGene00019575,3,2,168,95,6,14,0,73,1,170,29,63,37,686,4,62,45,350
WBGene00019576,94,213,156,117,84,162,86,371,589,144,15,125,8,29,88,140,91,2043
WBGene00019577,543,60,122,42,556,258,24,718,134,189,17,42,28,73,104,87,26,563
WBGene00019578,155,243,1837,21,80,302,8,311,92,505,16,7,4,1107,39,547,7,5525
WBGene00019579,166,6,154,24,201,28,5,203,10,2638,148,139,259,5043,36,297,150,214
WBGene00019580,32,5,55,68,41,9,7,63,1,113,63,134,269,1630,23,148,112,56
WBGene00019582,1,3,4,24,0,0,4,10,10,18,4,6,2,211,10,7,7,41
WBGene00019583,0,1,2,0,5,6,0,3,0,52,2,2,0,3,0,0,0,24
WBGene00019584,69,106,463,76,45,289,50,312,807,126,17,84,47,85,49,171,70,3362
WBGene00019586,3,11,592,35,7,29,15,28,7,171,38,15,819,8746,29,1215,25,104
WBGene00019587,4,4,146,22,8,5,5,36,4,424,71,52,309,3853,16,230,42,61
WBGene00019588,7,1,70,17,1,5,4,63,2,410,29,40,63,578,5,55,18,252
WBGene00019589,55,8,476,120,26,25,10,223,11,2732,310,158,530,2015,17,546,129,217
WBGene00019590,21,4,280,43,20,269,16,51,15,2169,186,55,240,317,11,394,55,79
WBGene00019591,149,24,230,13,589,1075,1050,1760,2942,289,27,3,1,8,897,10,1,5161
WBGene00019592,117,8,732,745,40,115,9,768,12,6944,1049,332,400,2368,20,388,309,708
WBGene00019593,142,9,831,772,69,198,7,719,16,7610,3319,273,350,755,22,382,357,267
WBGene00019594,0,6,12,16,6,7,9,16,26,42,22,15,3,38,9,12,13,93
WBGene00019595,723,989,5007,1542,1160,2894,907,1806,2693,1994,395,783,495,1044,1093,2715,929,14958
WBGene00019597,1,12,241,15147,15,18,11,173,26,8132,213,4459,718,1632,5,315,7850,108
WBGene00019598,786,22,1537,1129,1455,495,138,948,927,1366,192,386,550,726,342,1223,578,2417
WBGene00019599,2002,21,1611,1313,4473,3734,214,9808,1882,5230,1783,1765,3399,3749,1889,2388,2269,5057
WBGene00019600,719,1951,27301,1353,566,3233,52,1839,1301,1029,479,1115,1799,3879,248,11355,577,22591
WBGene00019601,24,5,13,1,11,17,5,175,3,59,3,1,19,2568,11,93,1,279
WBGene00019602,0,0,1,0,1,0,0,0,0,1,2,0,0,1,4,1,0,3
WBGene00019603,100,1,13,1224,48,49,5,220,4,858,148,1663,90,186,5,23,375,72
WBGene00019604,0,0,0,2,0,0,0,4,1,4,0,7,1,3,1,0,1,2
WBGene00019605,1777,10,1325,398,493,262,13,3155,102,1892,2401,480,3327,2271,38,2422,676,431
WBGene00019606,5606,10175,29645,1537,3258,8796,727,7832,13107,1384,75,650,286,2753,1093,14224,923,121107
WBGene00019607,3241,1008,3417,2352,7328,4172,1237,5163,4669,7552,2300,3012,2461,7180,2587,2693,2964,16348
WBGene00019608,1724,4748,28717,5199,1650,3597,120,3027,1401,1899,727,2093,3331,6043,690,15709,2245,21542
WBGene00019609,6060,44,1056,1669,5842,2372,1323,6232,2639,2670,1930,3051,1392,16290,1334,1096,2115,2849
WBGene00019611,2544,115,2512,1676,4256,2692,520,6311,1777,12065,1357,1227,795,1092,2123,780,1244,8218
WBGene00019612,1067,7,630,2222,1166,459,20,3911,291,16236,1720,1211,825,4169,317,616,1453,5355
WBGene00019613,71,10,12,3,53,104,6,152,18,83,30,28,4,984,31,13,6,433
WBGene00019614,57,1,2,102,227,109,11,182,9,588,55,54,13,50,68,12,69,219
WBGene00019615,8162,156,1068,3097,18674,4089,415,14684,1192,8448,1127,2835,1644,1744,5689,868,2454,8364
WBGene00019616,60,3,5,188,18,24,5,210,4,1296,50,233,35,220,16,20,169,260
WBGene00019617,19969,158,39049,1262,4692,6567,18,62525,2768,91282,55472,17620,60603,38267,352,26092,15434,14385
WBGene00019618,80,2,7,110,23,10,2,272,0,769,23,136,14,112,10,6,112,112
WBGene00019619,155,39,5999,253,41,297,11,1714,48,72924,7322,755,6173,34470,14,7111,2187,436
WBGene00019620,4372,429,7739,9450,9249,5810,5068,13951,11004,51631,9630,7801,14868,22998,6479,9141,13752,31435
WBGene00019621,0,1,2,0,0,0,1,2,0,26,3,0,13,64,2,4,0,6
WBGene00019622,0,3,175,2,0,1,1,5,4,11,3,4,2,254,3,410,1,6
WBGene00019623,49,4,40,1488,12,97,124,448,240,2835,110,1725,42,579,28,36,1287,450
WBGene00019624,1238,81,2450,2218,3182,4538,1877,4479,6402,4830,942,3239,1840,4890,3418,863,2008,18450
WBGene00019625,10,8,10,23,6,5,5,13,9,285,6,18,4,46,12,14,30,46
WBGene00019626,7,7,163,32,12,139,10,45,73,395,7,27,233,1073,19,358,20,205
WBGene00019627,1684,1383,6995,4403,2665,2487,152,4510,1988,3202,1076,1743,1742,1799,1235,5302,2141,15888
WBGene00019628,15690,5545,54319,29908,20972,22617,2390,46023,10840,102960,6018,20913,3470,17815,13304,19593,13993,129068
WBGene00019629,4604,3506,16547,7550,7530,5647,295,13048,4123,5597,5118,3978,7370,6919,4185,12405,6070,39600
WBGene00019630,454,872,6733,2395,957,5375,973,3932,5104,2746,624,2489,1295,5885,703,2709,1883,25904
WBGene00019631,299,450,1940,1274,717,717,2068,683,3928,762,164,906,477,1160,816,2192,1224,5887
WBGene00019633,99,6,36,320,351,86,145,166,198,230,30,427,79,183,249,213,290,177
WBGene00019636,907,36,1197,1139,246,848,8,3088,84,17509,414,1065,489,2833,44,708,666,956
WBGene00019638,17,2,47,114,26,93,2,45,3,668,28,52,3,45,10,29,71,146
WBGene00019639,16,3,12,149,25,10,4,40,3,523,11,96,6,24,11,11,44,62
WBGene00019640,523,3,10,19,137,161,5,867,6,386,186,12,62,1289,16,6,9,935
WBGene00019641,1408,2,20,51,2471,453,21,1720,93,1612,61,22,8,18,539,5,19,864
WBGene00019642,9,2,389,20,17,7,2,37,10,432,14,7,207,1663,11,566,17,78
WBGene00019643,1410,3,230,631,1029,902,6,2230,64,4330,324,647,551,1522,143,325,524,1004
WBGene00019644,9739,2,465,7657,12954,3501,136,15752,523,1205,2915,3972,476,2681,2890,656,4086,9818
WBGene00019645,1266,379,2485,1440,1659,1861,75,2683,542,3593,1577,2841,2570,10049,419,3761,1901,3964
WBGene00019646,1,3,109,1,0,18,0,4,0,22,4,7,1,1829,3,18,1,6
WBGene00019647,4658,68,1547,5330,11813,1987,3648,4986,3940,7840,1161,9020,1905,11303,4483,1875,4260,3639
WBGene00019648,9,1,77,2426,6,15,1,58,4,1332,53,2027,69,1630,10,80,1239,56
WBGene00019649,188,2,117,2648,117,114,7,1340,14,4651,442,1230,274,550,15,164,1313,232
WBGene00019650,1146,14,209,1259,2447,362,306,1315,447,2775,375,1404,362,1773,824,285,827,1033
WBGene00019651,288,191,733,1240,636,474,467,1157,1346,1257,107,469,153,432,432,634,560,2473
WBGene00019652,141,6,36,845,121,328,17,607,81,3953,80,2380,60,260,70,51,306,1220
WBGene00019653,39,4,176,559,22,10,3,92,4,1170,367,580,626,1056,11,334,504,29
WBGene00019654,19,2,20,5,4,3,0,57,1,149,25,0,18,383,8,190,3,56
WBGene00019655,143,11,178,2719,146,170,8,1019,16,889,500,3204,1471,1451,43,993,3931,253
WBGene00019656,3275,419,3421,2390,3700,2967,371,9257,1601,34709,4757,3216,4136,9605,1164,5119,2435,6404
WBGene00019657,3934,629,3201,1764,7429,3960,464,13908,3069,9760,1664,1294,1387,2559,3726,1581,1014,19859
WBGene00019658,764,177,1895,740,1298,891,568,1726,1021,2638,787,781,946,4473,623,1619,1050,3137
WBGene00019659,5,0,27,2,14,10,5,23,3,385,13,32,22,271,12,30,37,30
WBGene00019660,15,4,131,12,22,52,4,214,40,2710,193,536,498,1448,9,337,347,84
WBGene00019661,2039,30,35,83,5265,927,328,3036,713,481,90,101,37,154,1710,70,65,1289
WBGene00019662,18,5,64,10,13,8,2,19,22,132,8,13,7,42,6,25,3,85
WBGene00019663,6040,36,880,4485,7351,1744,288,7078,488,30294,5118,9370,3624,5603,1680,2702,3963,2744
WBGene00019664,3310,1151,9013,7105,3968,3355,592,6081,2153,10870,2426,6321,3112,6912,1757,6043,4055,12250
WBGene00019665,111,28,316,2316,46,373,4,907,49,9598,466,1733,148,3495,24,165,1067,4075
WBGene00019666,3936,527,5753,7562,6556,5330,324,7105,1412,8150,1568,8597,4683,7829,2420,4203,6164,9311
WBGene00019667,1,9,47,1,2,4,10,42,5,504,18,29,168,505,19,148,1,11
WBGene00019668,1,3,190,2,1,2,2,17,1,566,13,10,46,284,7,57,28,23
WBGene00019669,46,1,17,4,12,31,1,241,8,959,74,8,27,82,4,16,3,43
WBGene00019670,0,1,0,0,0,146,2,6,0,9,0,0,0,1,6,1,0,13
WBGene00019672,29,8,611,9,84,66,11,183,78,53,12,10,468,1817,66,477,9,1030
WBGene00019673,2294,555,7560,3123,1602,3179,105,6102,1241,12028,2860,3658,5914,11033,382,5429,4251,10196
WBGene00019674,135,4,55,226,203,56,69,421,173,1275,101,462,147,870,100,170,253,141
WBGene00019675,0,7,3,13,0,6,2,9,1,59,4,3,2,44,3,11,6,16
WBGene00019676,1,2,2,1,2,2,5,10,2,26,5,0,2,6,13,5,0,24
WBGene00019677,328,521,1101,516,677,500,222,785,795,637,222,385,281,952,324,958,419,1837
WBGene00019678,3968,661,4143,5288,8232,3124,1469,7111,4221,8707,1731,4182,2865,4370,4211,5953,6470,10654
WBGene00019679,4871,1886,6905,4381,7364,5864,2935,10381,6861,14443,3237,4159,4665,14899,3514,5618,6643,24681
WBGene00019680,5050,1757,5653,4331,8229,5509,4575,7233,8778,9359,5276,6143,4464,26840,4052,10665,5791,18070
WBGene00019681,0,0,10,2,1,4,5,8,3,6,2,0,0,115,2,12,0,2
WBGene00019682,2092,83,24806,802,653,508,5,5056,172,34777,29374,2510,38419,43040,47,44458,9812,809
WBGene00019683,63,291,1118,238,71,251,46,244,441,149,57,141,155,270,63,747,146,1857
WBGene00019684,31,5,57,47,6,0,0,20,2,15,3,14,1,1541,4,24,46,20
WBGene00019685,5,3,3,11,2,1,3,14,5,104,2,7,1,561,12,1,3,44
WBGene00019686,2666,534,5153,2394,5187,7022,3658,9661,8987,11166,1131,2654,1041,3156,4649,1535,2178,33029
WBGene00019687,409,51,107,65,774,385,425,1209,5721,105,4,86,0,26,552,23,33,5148
WBGene00019688,0,0,11,2,0,5,2,4,1,51,3,0,0,346,4,5,0,10
WBGene00019689,14,5,184,61,5,5,3,21,3,75,4,39,5,7159,2,29,50,3
WBGene00019690,34,33,142,8,66,540,103,276,916,94,15,5,4,26,97,25,2,3371
WBGene00019691,716,24,152,256,816,492,62,1320,248,2479,109,184,190,248,204,152,180,808
WBGene00019692,330,676,4728,2070,387,1305,94,1166,907,3878,230,882,712,6844,177,3356,834,13236
WBGene00019693,13145,2402,16003,5370,18733,11059,5913,19799,16670,17724,7043,5298,10229,17889,8600,7968,8519,63670
WBGene00019697,12562,2290,14803,6504,14973,8326,702,22406,2250,33293,5613,5668,2883,4514,5090,6772,4970,21930
WBGene00019698,7115,1333,5854,18972,10074,6322,705,18536,2768,51445,2477,5301,2311,3243,3968,4822,7296,21710
WBGene00019699,196,7,116,21,206,19,5,130,56,435,29,28,48,298,67,133,1,314
WBGene00019700,67,110,503,21,185,1143,1955,1060,9003,41,5,10,1,32,993,65,18,14009
WBGene00019702,0,3,7,0,3,17,29,33,97,3,3,0,0,6,13,1,0,632
WBGene00019703,136,52,499,3,398,1642,1239,2147,5602,17,4,35,1,37,922,8,0,16592
WBGene00019704,87,18,73,1,268,527,2311,1127,8630,7,5,10,0,13,873,6,1,7230
WBGene00019705,882,20,148,7,2752,1424,2982,3126,7616,114,4,19,1,22,2531,22,1,8870
WBGene00019706,54,3,9,26,244,23,72,90,434,215,9,14,0,9,75,5,4,511
WBGene00019709,0,1,0,4,4,0,2,8,0,55,5,0,0,16,1,1,5,15
WBGene00019710,964,338,1325,596,1985,720,861,1359,1565,785,277,458,525,676,1444,1811,494,2710
WBGene00019711,1813,1960,6128,3873,2715,2864,471,4148,2491,6085,1553,2121,2648,3011,1376,5500,2552,15884
WBGene00019712,243,637,2722,1368,275,442,15,649,150,507,422,680,687,738,129,3070,459,1724
WBGene00019713,7403,2878,16413,3775,2069,4861,175,21002,2295,15834,6319,7274,10083,20883,365,21332,2804,32438
WBGene00019714,0,2,0,0,0,0,1,3,2,12,0,0,0,0,5,0,0,6
WBGene00019715,681,1562,8353,1283,641,2235,23,1987,663,2946,872,1273,1645,7539,236,4806,910,23628
WBGene00019716,1695,665,4628,2319,1693,2100,146,4063,782,6770,1238,2039,2545,4492,527,3147,2146,9215
WBGene00019717,1178,5,181,315,512,294,10,2033,34,15011,715,1761,934,4718,27,385,1332,599
WBGene00019718,948,8,19,58,616,271,2,905,42,1019,72,35,53,97,65,28,44,273
WBGene00019719,16520,2020,18412,333741,19961,10234,728,22780,5321,679737,11965,177787,3971,12146,7182,8683,206988,32036
WBGene00019720,921,8,269,1472,1637,535,237,1638,675,4587,385,1154,441,1747,564,401,1633,1330
WBGene00019721,32,3,46,71,36,43,12,83,12,734,102,185,45,1009,13,32,16,325
WBGene00019722,32,0,15,46,19,16,2,40,3,516,11,31,4,102,3,25,28,61
WBGene00019723,142,223,291,393,204,76,82,223,499,240,52,248,89,186,99,381,238,1242
WBGene00019724,409,226,1208,443,521,564,88,731,259,920,294,302,347,799,263,1161,265,1598
WBGene00019725,516,733,1530,328,803,424,177,1061,643,980,240,246,117,1008,490,1240,276,5895
WBGene00019726,8370,440,6924,2672,7219,6546,297,14752,1961,38507,4165,3945,1368,2379,2489,2866,2371,16905
WBGene00019727,8917,11,2740,2708,5831,1844,52,10610,188,8899,7878,7930,8865,37801,885,9899,3292,2392
WBGene00019728,14,1,167,49,25,4,3,28,4,91,5,19,145,464,15,326,26,7
WBGene00019729,2173,325,1800,1520,5569,2742,335,7457,2903,3264,573,1042,722,932,2535,795,1527,14919
WBGene00019730,43577,27,5552,37595,99370,25609,2597,68411,7467,30735,3596,30446,2959,16005,40446,1445,17712,32882
WBGene00019731,14,8,325,790,16,3,9,79,7,658,156,603,388,1101,27,494,843,42
WBGene00019732,61,0,155,469,15,23,3,320,8,388,303,328,270,872,4,456,326,45
WBGene00019733,2867,442,2967,6679,3436,2335,82,7450,666,40798,5408,4030,1580,1719,1198,1400,4044,7020
WBGene00019734,48,3,181,1272,25,44,58,433,70,5206,545,965,128,630,16,131,1304,116
WBGene00019735,0,6,30,2,0,0,2,13,4,184,11,3,4,83,13,79,4,29
WBGene00019736,110,2,2,7,208,5,5,124,13,190,17,12,11,50,43,5,26,119
WBGene00019738,240,6,1228,119,54,99,4,1132,17,2489,3228,824,5212,5810,8,2643,1401,226
WBGene00019739,4,6,1,0,0,0,0,9,0,418,5,1,0,28,1,2,0,17
WBGene00019740,0,3,6,22,0,6,1,12,8,24,4,27,1,13,7,5,30,60
WBGene00019741,1434,7,138,134,2496,362,171,1697,344,2018,373,257,260,341,683,118,960,1568
WBGene00019742,535,4,113,440,795,91,25,547,103,1393,369,478,406,575,167,298,1086,333
WBGene00019743,1564,6,158,880,2077,316,51,2062,152,3538,414,778,335,554,475,226,1189,875
WBGene00019744,57,3,6866,54,64,63,10,155,54,581,364,101,1698,10548,24,2542,614,66
WBGene00019745,2,1,1,286,3,2,4,11,13,32,14,93,0,3,6,0,102,41
WBGene00019746,202,17,148,895,429,220,41,857,114,1405,163,1439,216,1314,204,189,406,336
WBGene00019747,2136,1488,11329,6896,2434,3039,106,5570,722,24933,3364,4603,4702,6949,1161,8539,5305,8573
WBGene00019748,21554,735,12745,23145,34491,17103,633,58177,6481,80287,6932,20091,3228,6963,11848,3239,10773,54891
WBGene00019749,2120,25,123,1761,1915,311,79,2730,256,3275,406,1779,395,707,498,296,1269,1085
