,elongating embryo Ce,L1 larva Ce,dauer larva Ce,adult Ce,L2L3_larva
WBGene00018167,8,2,0,1,71
WBGene00018168,18,5,4,6,37
WBGene00018169,0,5,1,2,77
WBGene00018170,9,21,2,4,166
WBGene00018172,238,19,30,1,497
WBGene00018173,507,300,54,2,106
WBGene00018174,419,2094,7710,831,4183
WBGene00018175,7100,2782,908,56,838
WBGene00018176,264,49,9,0,370
WBGene00018178,0,46,2,266,148
WBGene00018179,21,17,38,0,8
WBGene00018180,1,18,45,0,13
WBGene00018181,5298,2950,2025,881,3230
WBGene00018182,0,23,8,4,8
WBGene00018184,1154,2582,606,834,913
WBGene00018186,58,468,86,7,22
WBGene00018187,24030,51398,3537,1574,8603
WBGene00018188,39,1164,1496,92,423
WBGene00018189,66,162,355,129,116
WBGene00018190,6,13,139,2,5
WBGene00018191,558,4085,2571,35,346
WBGene00018192,3,549,30,6,56
WBGene00018193,25556,32885,12515,3117,10553
WBGene00018195,26,5130,3556,477,1996
WBGene00018196,1,41,1,168,122
WBGene00018198,2,19,115,1,20
WBGene00018199,604,188,1011,71,100
WBGene00018200,5,809,82,119,742
WBGene00018201,1,116,146,4,61
WBGene00018202,8,15,2,9,14
WBGene00018203,118,66,19,708,20
WBGene00018204,359,5612,376,78,126
WBGene00018205,0,5,7,0,3
WBGene00018206,1048,2141,703,172,972
WBGene00018207,1712,144,42,49,225
WBGene00018208,4772,18492,4310,2518,4199
WBGene00018209,5,129,68,0,18
WBGene00018210,3021,942,846,55,914
WBGene00018211,65,58,218,2,32
WBGene00018212,2547,1750,611,161,873
WBGene00018213,80,1535,368,11,135
WBGene00018214,809,12270,1312,329,1855
WBGene00018215,15429,2710,966,227,5724
WBGene00018216,2279,10850,2115,219,1618
WBGene00018217,7082,3052,8297,639,3203
WBGene00018218,1800,8379,4468,2063,6485
WBGene00018219,1199,1062,261,13,291
WBGene00018221,458,26221,477,457,4120
WBGene00018222,95,3205,1508,87,486
WBGene00018223,11,115,656,31,140
WBGene00018224,5,17,196,2,35
WBGene00018226,6369,6731,1532,584,2581
WBGene00018227,22,70,41,1,48
WBGene00018228,1,12,5,1,2
WBGene00018230,1096,1340,1630,1314,1277
WBGene00018231,0,4,1,1,1
WBGene00018232,9,15743,712,225,218
WBGene00018233,7,1684,158,0,9
WBGene00018234,80,11,0,0,5
WBGene00018235,2,11,1,51,261
WBGene00018236,42,8,3,98,6
WBGene00018237,19824,263752,19819,35857,211614
WBGene00018238,4446,8359,1781,1127,1591
WBGene00018239,1235,1495,880,579,1138
WBGene00018240,711,1081,1008,223,516
WBGene00018241,831,1088,62,61,325
WBGene00018242,2237,62,15,17,12
WBGene00018243,0,2,0,2,3
WBGene00018244,0,4,1,0,3
WBGene00018245,18,9,1,56,3
WBGene00018246,6,14,18,10,7
WBGene00018247,9,6,0,15,5
WBGene00018248,34,22,1,16,7
WBGene00018249,312,15274,15268,651,2351
WBGene00018250,86,6627,459,163,418
WBGene00018251,1324,178,149,2,154
WBGene00018252,861,877,160,268,21
WBGene00018253,1,171,4,189,87
WBGene00018254,26,72,15,2,11
WBGene00018255,43,1274,28,4,65
WBGene00018256,12766,412,68,8,1767
WBGene00018257,385,26474,2149,391,2306
WBGene00018258,0,2980,222,162,828
WBGene00018259,574,2027,414,87,443
WBGene00018260,15,3328,1521,116,728
WBGene00018261,158,1305,341,14,176
WBGene00018262,75,1298,3988,109,259
WBGene00018264,4,353,64,0,20
WBGene00018265,1012,2345,1588,108,666
WBGene00018266,526,2776,506,37,276
WBGene00018267,0,58,31,7,34
WBGene00018268,1034,71050,5252,271,3275
WBGene00018269,2386,7725,5768,2091,4839
WBGene00018270,4326,10513,1626,557,2400
WBGene00018272,567,1042,320,2,72
WBGene00018273,27,386,5318,5,23
WBGene00018274,1434,7118,797,87,639
WBGene00018275,8471,311,1126,96,2575
WBGene00018278,0,16,3,24,10
WBGene00018279,68,295,147,3,23
WBGene00018280,472,505,633,14,215
WBGene00018281,843,6814,1110,90,603
WBGene00018282,2269,10490,953,199,1164
WBGene00018283,611,855,105,7,675
WBGene00018284,2,22,23,25,15
WBGene00018285,29978,95347,28672,10361,20248
WBGene00018286,2619,2689,3709,511,1310
WBGene00018288,95,957,324,5,267
WBGene00018289,662,35,12,1,376
WBGene00018290,7328,5252,4391,2498,3660
WBGene00018291,8,447,51,10,48
WBGene00018292,3,377,71,48,874
WBGene00018293,663,1536,162,288,3245
WBGene00018294,17808,98904,20140,7627,8481
WBGene00018295,24,73,67,4,1284
WBGene00018296,0,1,9,26,30
WBGene00018297,8619,770,82,345,23573
WBGene00018298,104,2976,6712,69,797
WBGene00018299,819,104,53,3,232
WBGene00018300,2408,245,200,4,895
WBGene00018301,4,32,30,273,83
WBGene00018302,1888,1715,1217,3399,1360
WBGene00018303,23,13306,232,946,6569
WBGene00018304,21092,3887,1230,121,1145
WBGene00018305,2823,2368,2740,776,1594
WBGene00018307,174,407,31,20,96
WBGene00018310,82,1098,66,92,144
WBGene00018311,446,3106,197,73,362
WBGene00018312,0,97,92,2,9
WBGene00018313,0,145,68,0,8
WBGene00018314,25,69,30,590,407
WBGene00018315,14,160,19,0,12
WBGene00018316,10156,31357,6221,5684,7109
WBGene00018317,5503,6237,3160,513,1629
WBGene00018318,199,1394,291,214,396
WBGene00018319,3069,10175,7293,4872,4347
WBGene00018321,3285,5870,2484,1981,1683
WBGene00018322,13,4,1,0,48
WBGene00018323,2,19,6,3,5
WBGene00018324,0,25,1,8,1
WBGene00018325,23,27,261,29,8
WBGene00018326,95,175,97,1,24
WBGene00018327,4,0,1,0,0
WBGene00018328,1484,1314,1298,337,700
WBGene00018329,12,98,8,3,3
WBGene00018330,6342,14077,4464,1239,2880
WBGene00018332,0,6,2,96,49
WBGene00018333,23,100,92,7,108
WBGene00018334,479,791,565,98,845
WBGene00018335,347,769,2009,812,1106
WBGene00018336,0,8,3,153,77
WBGene00018337,635,663,1067,1049,544
WBGene00018338,45,940,296,2,138
WBGene00018339,5308,17768,15132,4514,12876
WBGene00018340,668,3189,714,944,4195
WBGene00018341,4053,3678,4972,3998,8497
WBGene00018342,42,16095,64,2690,8675
WBGene00018343,13,2436,88,1652,2466
WBGene00018344,9,1205,798,21,237
WBGene00018345,76,214,649,3,47
WBGene00018346,205,2131,2693,74,608
WBGene00018347,0,138,80,152,50
WBGene00018348,98,733,50,5,32
WBGene00018349,26309,25946,13497,1081,7812
WBGene00018350,18722,23459,12183,2492,21646
WBGene00018351,770,1720,1998,196,1255
WBGene00018352,4823,48,1222,9,78
WBGene00018353,27,490,340,271,1264
WBGene00018354,55,333,830,68,446
WBGene00018355,6233,318,25,224,86
WBGene00018356,2536,11420,1958,129,1316
WBGene00018357,1693,1425,1882,576,1430
WBGene00018358,361,633,6,68,112
WBGene00018359,15,31,0,254,211
WBGene00018360,49,21,16,25,76
WBGene00018361,8381,6897,5953,2302,8066
WBGene00018362,4736,5171,3989,5453,7280
WBGene00018363,35,1052,2490,34,158
WBGene00018364,5089,16932,4467,3631,4205
WBGene00018365,55,813,19,1,48
WBGene00018366,1202,894,873,1013,1040
WBGene00018367,12621,3384,1401,239,3697
WBGene00018369,4589,19172,2785,186,3074
WBGene00018370,1841,1033,639,195,736
WBGene00018371,2917,4457,2258,2194,1683
WBGene00018373,290,212,57,3,18
WBGene00018374,5997,21311,3204,544,4417
WBGene00018375,1,661,55,71,1318
WBGene00018376,18,15195,789,391,2163
WBGene00018377,83,52,4,1,88
WBGene00018378,0,1,39,6,1
WBGene00018379,2,3,40,13,3
WBGene00018380,3,87,34,59,248
WBGene00018381,8,42,1,3,2
WBGene00018382,3,5,0,2,1
WBGene00018383,265,110,75,12,98
WBGene00018384,8,14698,295,380,412
WBGene00018385,2,58,19,3,23
WBGene00018386,5390,1262,781,362,638
WBGene00018387,115,17,45,9,2
WBGene00018388,25,4,17,0,3
WBGene00018389,2,1,12,2,1
WBGene00018390,2164,2346,3021,826,1661
WBGene00018391,7270,2449,2604,1671,2173
WBGene00018392,11223,2741,2846,156,1347
WBGene00018393,5478,2311,1525,1162,4115
WBGene00018394,30,144,112,19,100
WBGene00018395,16521,48731,34642,14006,26602
WBGene00018397,15,130,84,1,38
WBGene00018398,3732,4507,469,601,7308
WBGene00018399,784,2419,2956,442,697
WBGene00018400,32,13571,3683,200,1004
WBGene00018402,67,1425,957,7,247
WBGene00018403,29,2102,3934,136,1491
WBGene00018404,0,186,70,0,16
WBGene00018405,5493,64359,13220,190,3144
WBGene00018406,5,74,83,0,50
WBGene00018407,4514,6227,1220,415,4680
WBGene00018408,4110,4557,3473,812,2206
WBGene00018409,2917,2533,2956,2988,2051
WBGene00018410,43,88,43,12,56
WBGene00018411,16,63,102,4,92
WBGene00018412,41,257,29,1,28
WBGene00018413,129,2088,303,69,226
WBGene00018414,145,32,38,1,104
WBGene00018415,402,1386,578,50,347
WBGene00018417,4946,5655,3845,807,1617
WBGene00018418,63763,1104,1430,276,57815
WBGene00018419,4001,1024,1818,375,920
WBGene00018420,5499,7145,4431,2108,2102
WBGene00018421,4200,3323,2247,3214,2815
WBGene00018422,3275,488,1028,170,1171
WBGene00018423,513,792,1210,937,1593
WBGene00018424,2533,1210,4082,582,3525
WBGene00018425,9,39,26,3,159
WBGene00018426,6467,30986,10647,17023,26974
WBGene00018427,649,775,889,1575,1616
WBGene00018428,33,18,12,2,48
WBGene00018429,201,287,256,15,192
WBGene00018430,646,1702,552,39,374
WBGene00018431,6372,1796,1263,1355,2989
WBGene00018432,9,495,0,1,9
WBGene00018433,5,7,0,50,2
WBGene00018434,1,90,1,2,3
WBGene00018435,41,817,448,101,435
WBGene00018436,41,3,0,88,2
WBGene00018437,53,12,2,195,3
WBGene00018438,858,12,2,593,9
WBGene00018439,11,4,0,56,7
WBGene00018440,9,9,0,4,3
WBGene00018441,4,3,0,13,2
WBGene00018442,27,3,0,71,1
WBGene00018443,10,0,0,69,2
WBGene00018444,228,2,2,38,7
WBGene00018445,22,5,1,19,2
WBGene00018446,499,99,81,859,72
WBGene00018447,10,68,3,0,7
WBGene00018452,244,33,7,52,2
WBGene00018455,62,3,0,81,6
WBGene00018456,1442,166,7,58,18
WBGene00018457,2,1,0,1,1
WBGene00018458,30,3,0,25,5
WBGene00018459,19,537,191,27,232
WBGene00018462,5546,4949,925,82,925
WBGene00018463,9,65,20,0,6
WBGene00018465,1629,5625,2708,215,1390
WBGene00018466,48,2618,403,28,548
WBGene00018467,10497,18471,4556,469,2576
WBGene00018468,6405,107485,8785,262,11449
WBGene00018470,468,899,425,56,339
WBGene00018471,247,18,13,96,308
WBGene00018472,4700,911,64,3,1358
WBGene00018473,911,1515,898,285,1438
WBGene00018474,6735,16039,3354,2688,5259
WBGene00018475,4848,9341,6463,1711,5688
WBGene00018476,106,135,357,7,67
WBGene00018477,10,30,28,0,6
WBGene00018478,21,106,53,1,48
WBGene00018479,94,32,16,2,50
WBGene00018480,7,158,774,9,140
WBGene00018481,2949,7317,4393,465,1549
WBGene00018482,3868,16553,14244,7182,8699
WBGene00018483,779,706,2459,3217,1067
WBGene00018484,32,289,106,4,54
WBGene00018485,4462,8026,2451,127,1263
WBGene00018486,92,1405,515,11,140
WBGene00018487,877,515,217,33,2840
WBGene00018488,7304,6984,5585,5631,19735
WBGene00018489,11179,41,4,105,23
WBGene00018490,0,4,2,0,0
WBGene00018491,15087,102526,18976,24156,43976
WBGene00018492,3,1908,259,62,631
WBGene00018493,0,1,1,3,7
WBGene00018494,0,9,3,3,11
WBGene00018495,0,0,1,0,44
WBGene00018496,0,3,0,1,10
WBGene00018497,0,3,0,32,10
WBGene00018498,573,3,1,14,99
WBGene00018499,0,4,0,0,0
WBGene00018500,28,0,0,10,9
WBGene00018501,8,3,0,0,5
WBGene00018502,0,2,0,3,123
WBGene00018504,1,1,0,0,2
WBGene00018505,0,4,0,2,28
WBGene00018506,22,53,297,5,3
WBGene00018507,8,5,209,2,3
WBGene00018508,10814,19985,11352,2814,7097
WBGene00018509,3660,37823,8660,2179,3729
WBGene00018510,4488,438,636,318,1781
WBGene00018511,1518,8015,4750,1228,894
WBGene00018512,4474,21091,5644,2990,7301
WBGene00018513,520,499,756,237,387
WBGene00018514,23,10026,1125,21,686
WBGene00018515,1131,365,216,57,2515
WBGene00018516,3575,8908,2945,284,2418
WBGene00018517,3193,1527,592,17,883
WBGene00018518,6377,35999,5825,1717,4034
WBGene00018519,42303,437170,63398,67681,181990
WBGene00018520,27010,14145,7410,1726,8817
WBGene00018521,424,586,287,7,71
WBGene00018522,5476,77836,19266,4619,14451
WBGene00018523,20,668,989,60,251
WBGene00018528,0,2,2,80,40
WBGene00018531,23,8,2,248,119
WBGene00018532,38311,31144,14438,2813,17173
WBGene00018533,10658,7760,6491,2851,10011
WBGene00018534,2,37,5,0,4
WBGene00018535,20,99,2,0,13
WBGene00018536,13,76,11,0,5
WBGene00018537,15,19,19,19,26
WBGene00018538,46,30512,1175,380,2981
WBGene00018539,0,207,17,0,20
WBGene00018540,1,1805,759,30,261
WBGene00018541,88,1153,21,0,22
WBGene00018542,114,178,37,2,29
WBGene00018543,13,226,19,29,121
WBGene00018544,53,286,13,0,14
WBGene00018545,0,128,26,1,11
WBGene00018547,87857,2732,1487,114,4102
WBGene00018548,3,79,25,219,500
WBGene00018549,41,15,0,1,5
WBGene00018550,33,32,0,2,8
WBGene00018551,9,67,2,0,0
WBGene00018552,26,53,33,1,6
WBGene00018553,0,6,0,0,2
WBGene00018554,0,4,55,0,5
WBGene00018555,0,2,38,0,2
WBGene00018556,0,2,25,1,1
WBGene00018557,0,0,5,0,1
WBGene00018558,3,44,72,0,4
WBGene00018559,0,5,47,1,1
WBGene00018560,160,313,293,11,366
WBGene00018561,1797,940,568,90,87
WBGene00018562,1053,1676,886,96,2599
WBGene00018563,1,107,39,349,236
WBGene00018564,3611,109654,14573,6378,4632
WBGene00018565,26,760,372,2,99
WBGene00018566,432,3168,4097,71,1109
WBGene00018567,186,2217,180,6,57
WBGene00018568,36,873,113,91,31
WBGene00018569,723,3321,2150,139,1471
WBGene00018570,0,16,2,0,5
WBGene00018571,98,88,9,1,330
WBGene00018572,25725,566,1321,502,29336
WBGene00018573,5,24,8,1,480
WBGene00018575,4,7,50,357,314
WBGene00018576,330,5310,3871,166,1772
WBGene00018578,2239,3371,455,528,537
WBGene00018579,208,2739,1992,85,1073
WBGene00018580,0,52,4,14,138
WBGene00018582,315,2072,440,52,342
WBGene00018585,1093,4305,1117,1954,954
WBGene00018586,12764,48710,8453,13144,11221
WBGene00018587,690,3334,465,47,499
WBGene00018589,1,60,2,52,117
WBGene00018591,89,543,148,6,187
WBGene00018593,3722,1046,682,190,1109
WBGene00018594,219,1164,550,111,2276
WBGene00018595,126,66,677,98,116
WBGene00018596,26,215,4,0,28
WBGene00018598,869,597,816,778,505
WBGene00018599,1683,3432,2873,964,2834
WBGene00018600,4,28,2,4,14
WBGene00018601,0,63,30,11,39
WBGene00018602,11648,16413,47509,1986,7805
WBGene00018603,488,505,216,53,205
WBGene00018604,27281,12701,8186,6207,26251
WBGene00018605,49,109,40,4566,96
WBGene00018606,8272,120,71,121,22
WBGene00018607,16632,8254,1120,224,1112
WBGene00018608,4614,336,98,10,138
WBGene00018609,852,2128,1818,1207,1234
WBGene00018610,3724,10705,21282,1460,3755
WBGene00018611,4382,14022,4775,2355,5006
WBGene00018612,1298,5817,4630,3481,4985
WBGene00018613,937,576,2475,3946,1549
WBGene00018614,155,2165,384,7,67
WBGene00018615,854,947,7108,58,221
WBGene00018616,1,763,247,16,981
WBGene00018617,1,189,105,0,6
WBGene00018618,0,33,2965,0,3
WBGene00018619,1,80,41,4,271
WBGene00018620,0,20,7,2,6
WBGene00018621,9,1092,942,4,58
WBGene00018622,1143,2723,701,51,321
WBGene00018623,4,36,21,4,19
WBGene00018624,0,235,13,3,83
WBGene00018625,3789,2498,3169,2442,3215
WBGene00018626,23,462,409,2,56
WBGene00018627,26,87,6,2,23
WBGene00018628,160,12,11,0,21
WBGene00018630,3230,68,36,2,233
WBGene00018631,0,4,0,43,23
WBGene00018632,2627,3128,1956,1308,1516
WBGene00018635,3146,2315,2485,1899,2878
WBGene00018636,660,368,2131,1417,1386
WBGene00018637,1009,6093,2095,249,663
WBGene00018639,1124,8941,1583,51,1125
WBGene00018640,7041,336,78,24,6277
WBGene00018641,462,2147,1363,22,422
WBGene00018643,1,153,11,150,532
WBGene00018645,367,1100,14,25,1798
WBGene00018646,346,1034,39,66,969
WBGene00018647,50,104,33,82,467
WBGene00018648,115,81,22,32,64
WBGene00018649,0,5,1,3,1
WBGene00018650,6,7,0,0,9
WBGene00018651,1,5,0,1,1
WBGene00018652,4,3,5,86,65
WBGene00018653,13,97,12,2,13
WBGene00018654,1206,335,156,11,189
WBGene00018655,36,332,264,4,123
WBGene00018656,29883,2254,1945,675,18361
WBGene00018657,5986,74760,3457,2617,5913
WBGene00018658,129,56,235,74,102
WBGene00018659,235,108,555,381,331
WBGene00018660,57,47,292,71,55
WBGene00018661,21,28,141,43,30
WBGene00018663,19,4,8,2,13
WBGene00018664,141,40,366,47,107
WBGene00018665,272,109,322,94,150
WBGene00018666,63,13,183,69,72
WBGene00018667,216,91,736,92,177
WBGene00018668,247,74,790,259,316
WBGene00018669,56,61,154,131,70
WBGene00018670,17,10,21,26,25
WBGene00018671,72,111,46,46,49
WBGene00018672,4052,13249,4380,1968,3153
WBGene00018674,2866,5429,2835,667,3083
WBGene00018675,1351,102,130,12,316
WBGene00018678,896,1286,870,1299,739
WBGene00018679,1020,2546,1594,624,1678
WBGene00018680,228,1413,312,195,308
WBGene00018681,5483,15585,4043,3258,4979
WBGene00018682,22088,2304,2902,1409,30696
WBGene00018683,177,276,48,11,194
WBGene00018684,1,36,0,0,3
WBGene00018687,0,8,4,2,4
WBGene00018688,48,90,60,69,25
WBGene00018689,1778,985,267,521,284
WBGene00018690,282,100,38,7,16
WBGene00018691,10,4,0,0,6
WBGene00018692,5,2243,469,94,643
WBGene00018693,1,148,25,0,21
WBGene00018694,505,1253,311,61,463
WBGene00018696,26,1672,510,39,325
WBGene00018697,2691,8105,2170,138,1803
WBGene00018698,312,153,1336,1678,829
WBGene00018699,102,1885,62,2,62
WBGene00018700,16247,87099,42421,9763,15253
WBGene00018701,15398,110997,12903,23362,45233
WBGene00018702,1911,1212,612,120,870
WBGene00018703,5340,5692,1423,851,2571
WBGene00018704,6064,10512,1907,582,2118
WBGene00018706,511,544,43,29,2854
WBGene00018707,31,501,19,43,620
WBGene00018708,33,263,1,74,260
WBGene00018709,50,32,13,1,12
WBGene00018710,35483,86631,12291,2973,13502
WBGene00018711,3,2150,173,26,40
WBGene00018712,10,477,71,27,42
WBGene00018713,735,119,48,39,217
WBGene00018714,2740,5219,1038,252,1007
WBGene00018715,237,653,121,40,497
WBGene00018716,622,2188,501,154,599
WBGene00018717,1438,2023,929,237,755
WBGene00018718,7268,1393,489,457,3287
WBGene00018719,3215,2501,708,358,1240
WBGene00018720,352,459,227,31,198
WBGene00018721,537,1249,801,1558,805
WBGene00018723,310,459,531,189,372
WBGene00018724,1,2112,2344,433,3915
WBGene00018725,14,727,103,20,59
WBGene00018726,286,32,3,0,33
WBGene00018727,1699,683,187,3,61
WBGene00018728,189,4827,367,48,136
WBGene00018729,35,15074,1075,424,4133
WBGene00018730,150,23950,285,398,3043
WBGene00018731,229,81467,560,8489,14139
WBGene00018732,62,2388,350,91,845
WBGene00018734,5886,15675,4062,1161,6293
WBGene00018735,1491,3400,851,1022,1186
WBGene00018736,191,2595,539,11,265
WBGene00018737,10162,2305,844,93,18802
WBGene00018738,5937,607,236,16,1293
WBGene00018739,2513,58006,8489,1785,6392
WBGene00018740,3022,6189,2228,1193,1530
WBGene00018741,53,213,232,3,1380
WBGene00018742,4432,1760,128,20,451
WBGene00018743,92431,8683,2994,472,5115
WBGene00018744,166,7040,905,272,11840
WBGene00018745,3,56,16,320,128
WBGene00018746,132,72,3,148,2
WBGene00018747,2753,2077,26,6,66
WBGene00018748,3751,970,166,11,291
WBGene00018750,1222,3699,202,3,177
WBGene00018751,135,9,9,1,8
WBGene00018752,152,52,38,1,35
WBGene00018754,55,123,5,44,8
WBGene00018755,24,4028,1573,240,1659
WBGene00018756,9323,69003,24576,4563,8064
WBGene00018757,5171,11521,2126,756,1898
WBGene00018758,7076,7494,7926,361,2116
WBGene00018759,0,48,3,0,5
WBGene00018760,82,8617,35,312,798
WBGene00018761,163,48,30,18,56
WBGene00018762,3194,2652,1369,1018,1432
WBGene00018763,2792,3362,1261,72,689
WBGene00018764,13419,87024,34197,8978,25553
WBGene00018765,1931,3857,2106,1074,3502
WBGene00018766,2750,360,149,35,31
WBGene00018767,9,31,11,30,44
WBGene00018768,2,7,3,8,12
WBGene00018769,5288,6359,3884,2950,7301
WBGene00018771,84,145,24,13,33
WBGene00018772,217,322,116,37,39
WBGene00018773,19,72,48,64,41
WBGene00018774,48,99,139,50,71
WBGene00018776,4959,7882,5790,3024,3946
WBGene00018777,1675,6781,1942,1494,1739
WBGene00018778,5300,5031,2811,5895,4695
WBGene00018779,452,1288,1056,169,1420
WBGene00018781,744,1957,972,1049,1607
WBGene00018782,6570,35177,22943,7855,18464
WBGene00018783,5,32,15,636,528
WBGene00018784,3718,2730,1644,1026,5768
WBGene00018785,1206,6943,1129,1009,1274
WBGene00018786,156,1084,194,683,2095
WBGene00018787,1360,2416,464,74,851
WBGene00018788,3170,12785,3329,490,2098
WBGene00018789,23,2441,497,58,395
WBGene00018791,401,762,333,1,68
WBGene00018792,20,33,33,61,56
WBGene00018793,918,1576,1183,889,1167
WBGene00018794,4178,5700,2031,2946,2025
WBGene00018795,979,360,342,134,155
WBGene00018797,6779,12635,3091,3068,5657
WBGene00018798,139,1085,321,22,199
WBGene00018802,6300,7068,3302,2447,3789
WBGene00018803,81,34798,2183,63,466
WBGene00018804,1203,1043,1203,73,375
WBGene00018805,16,48,105,37,59
WBGene00018806,490,1098,734,895,290
WBGene00018808,192,20,3,358,4
WBGene00018809,14,30,12,5,62
WBGene00018810,4,1,1,5,8
WBGene00018811,3416,63613,6762,24286,63435
WBGene00018812,9199,17218,6865,7759,6445
WBGene00018814,1634,8244,2005,767,1265
WBGene00018815,4,19,6,0,9
WBGene00018816,10,11,4,1,3
WBGene00018819,1138,9249,1968,3677,1833
WBGene00018820,1,7,379,0,3
WBGene00018821,3,15,2,4,4
WBGene00018822,127,5,1,9,1
WBGene00018823,259,7516,783,520,12341
WBGene00018824,5419,48,2,1,11
WBGene00018825,0,158,64,1,33
WBGene00018826,1,17,113,1,2
WBGene00018827,3525,978,1281,816,2370
WBGene00018828,583,59,3,110,81
WBGene00018829,183,87,10,0,119
WBGene00018830,1638,640,1000,1257,794
WBGene00018831,1772,1865,3297,526,1180
WBGene00018833,939,3204,2218,1030,675
WBGene00018834,79,592,19,3,30
WBGene00018835,1125,297,1067,127,459
WBGene00018836,3029,1054,1752,642,1839
WBGene00018837,1061,41823,12905,445,4691
WBGene00018838,61,1590,151,15,184
WBGene00018839,5,75,8,99,121
WBGene00018840,15,34,30,27,13
WBGene00018841,2,12,4,514,268
WBGene00018842,52,122,58,0,18
WBGene00018844,27,174,53,4,39
WBGene00018845,343,44,314,142,75
WBGene00018846,12829,90042,106315,22203,43684
WBGene00018847,6422,18910,6414,4828,6976
WBGene00018848,1711,2391,3071,665,1428
WBGene00018849,17616,43497,26285,15432,21018
WBGene00018850,28,260,107,21,73
WBGene00018851,16,124,33,13,44
WBGene00018853,3413,2285,696,429,2534
WBGene00018854,3746,19150,1646,142,2341
WBGene00018855,127,336,89,0,42
WBGene00018856,86,4415,1075,15,102
WBGene00018857,10148,22665,4186,1288,5390
WBGene00018859,3,366,128,4,121
WBGene00018860,2026,4279,2179,258,1655
WBGene00018861,2905,1552,525,19,305
WBGene00018863,1090,1951,1949,501,1263
WBGene00018864,6085,8514,5387,3343,3483
WBGene00018865,2,115,7,26,37
WBGene00018866,10560,8071,8300,3326,8329
WBGene00018867,114,76,725,345,284
WBGene00018868,17,1806,42,0,13
WBGene00018869,8510,48628,15616,1074,9118
WBGene00018870,4,81,7,0,7
WBGene00018871,18,1863,1492,21,596
WBGene00018872,7765,26386,13492,4324,5248
WBGene00018873,15,298,1142,15,171
WBGene00018874,78,1438,3996,129,805
WBGene00018875,0,24,0,0,2
WBGene00018876,0,52,0,1,2
WBGene00018877,9756,204,1724,972,4231
WBGene00018878,5719,4403,2597,1010,2183
WBGene00018879,111,4935,1312,23,349
WBGene00018880,40,2272,359,34,228
WBGene00018881,0,32,1,1,2
WBGene00018882,0,7,0,0,2
WBGene00018883,0,56,0,0,9
WBGene00018884,4,65,10,0,8
WBGene00018885,262,1427,55,391,1475
WBGene00018886,115,21452,2429,307,1305
WBGene00018888,1,24,0,0,5
WBGene00018890,7441,14088,9794,1967,4300
WBGene00018891,8319,5690,7863,1816,6986
WBGene00018892,6842,4960,4376,3531,3670
WBGene00018893,6423,5216,5063,1590,3860
WBGene00018894,577,980,1061,984,737
WBGene00018895,32,15,4,312,310
WBGene00018896,38,79,490,1,60
WBGene00018897,4765,3099,2507,3229,2657
WBGene00018898,14374,31091,13673,9468,16272
WBGene00018899,692,142,25,22,216
WBGene00018900,4518,4326,6065,14877,9591
WBGene00018901,173,217,806,335,492
WBGene00018902,388,887,2149,1909,1059
WBGene00018903,270,123,889,161,71
WBGene00018904,1234,1057,1086,629,1103
WBGene00018906,23,948,17,17,158
WBGene00018907,167,853,233,78,676
WBGene00018908,447,507,962,601,755
WBGene00018909,1340,1315,1501,1255,783
WBGene00018911,0,1,765,128,1
WBGene00018918,0,2,16,0,26
WBGene00018921,35,322,201,197,940
WBGene00018923,604,1558,1018,1594,819
WBGene00018924,96,1412,1277,14,110
WBGene00018925,1701,2897,2884,1808,3145
WBGene00018926,15,186,27,443,250
WBGene00018928,5302,783,630,435,4047
WBGene00018930,35,277,42,374,273
WBGene00018931,2454,2022,3986,76,421
WBGene00018932,2363,3451,2842,977,3162
WBGene00018933,0,6,2,0,4
WBGene00018934,1533,6719,5118,2020,5618
WBGene00018935,1883,1735,2199,844,1469
WBGene00018937,3,1610,222,15,203
WBGene00018938,1,22,10,0,8
WBGene00018939,38,691,7,42,405
WBGene00018940,0,9,0,0,1
WBGene00018941,0,4,0,6,14
WBGene00018942,0,6,0,0,6
WBGene00018943,5,119,11,9,1
WBGene00018944,0,3,0,0,1
WBGene00018945,10,34,6,28,141
WBGene00018946,54,300,2189,9,256
WBGene00018948,1654,1985,2079,4138,1221
WBGene00018949,11,58,44,37,31
WBGene00018950,918,1035,2677,5418,1721
WBGene00018951,2003,8186,1297,2192,16043
WBGene00018952,17788,20125,4483,249,4243
WBGene00018953,19260,100765,28138,17600,12010
WBGene00018954,430,993,607,713,468
WBGene00018955,807,932,965,334,426
WBGene00018957,3308,1824,1053,1110,1692
WBGene00018958,1192,3195,1630,232,1350
WBGene00018959,2687,3711,3340,2142,1909
WBGene00018960,4372,13275,2157,2580,4774
WBGene00018961,3187,2010,1356,666,2379
WBGene00018963,20606,66839,27195,24959,69686
WBGene00018964,683,491,1958,1274,834
WBGene00018965,5835,260,91,14,3710
WBGene00018966,243,3248,763,121,461
WBGene00018967,14897,14006,7470,10060,13019
WBGene00018968,11,297,14,1,17
WBGene00018969,6531,17732,1554,98,21400
WBGene00018970,9,22,1,6,13
WBGene00018971,137,16546,235,613,6140
WBGene00018972,45,378,43,0,16
WBGene00018973,1,66,5,0,23
WBGene00018974,3926,9942,5195,3143,4547
WBGene00018975,3187,6776,3424,4639,4713
WBGene00018976,6036,8831,1201,147,1439
WBGene00018978,7,1,0,1,4
WBGene00018979,0,1,0,0,9
WBGene00018980,8,9,0,75,142
