GeneName, elongating_embryo_collapse, L1_larva _collapse, L2 larva  collapse, dauer_larva _collapse,L3_larva _collapse,adult _collapse
F38A5.8,5,21,3,5,6,49
nspb-5,20,42,6,1,5,0
nspb-4,8,2,4,0,67,1
irld-7,18,5,4,4,33,6
nspb-2,0,5,0,1,77,2
nspb-1,9,21,38,2,128,4
F38B6.2,238,19,412,30,85,1
F38B6.3,507,300,78,54,28,2
F38B6.4,419,2094,1623,7710,2560,831
F38B6.6,7100,2782,522,908,316,56
F38B6.7,264,49,258,9,112,0
F38E1.3,0,46,5,2,143,266
F38E1.6,21,17,5,38,3,0
srsx-22,1,18,13,45,0,0
mpdu-1,5298,2950,1104,2025,2126,881
F38E1.10,0,23,6,8,2,4
F38E9.1,1154,2582,421,606,492,834
F38E9.4,58,468,20,86,2,7
twf-2,24030,51398,4483,3537,4120,1574
F38E9.6,39,1164,302,1496,121,92
nhr-181,66,162,61,355,55,129
F38H12.5,6,13,5,139,0,2
frpr-7,558,4085,187,2571,159,35
F39B3.3,3,549,10,30,46,6
F39C12.1,25556,32885,5197,12515,5356,3117
btb-16,26,5130,499,3556,1497,477
nep-13,1,41,8,1,114,168
F39E9.6,2,19,7,115,13,1
NA,604,188,25,1011,75,71
btb-17,5,809,190,82,552,119
btb-18,1,116,26,146,35,4
F39F10.2,8,15,4,2,10,9
F39F10.3,118,66,5,19,15,708
F39F10.4,359,5612,98,376,28,78
F39F10.5,0,5,3,7,0,0
ugt-61,1048,2141,309,703,663,172
F39G3.2,1712,144,10,42,215,49
F39G3.3,4772,18492,2295,4310,1904,2518
F39G3.4,5,129,14,68,4,0
F39G3.5,3021,942,309,846,605,55
oac-24,65,58,18,218,14,2
F39H12.1,2547,1750,319,611,554,161
F39H12.2,80,1535,81,368,54,11
F39H12.3,809,12270,845,1312,1010,329
igcm-1,15429,2710,4139,966,1585,227
F40A3.1,2279,10850,645,2115,973,219
F40A3.2,7082,3052,860,8297,2343,639
F40A3.3,1800,8379,2622,4468,3863,2063
F40A3.4,1199,1062,163,261,128,13
F40A3.6,458,26221,1460,477,2660,457
F40A3.7,95,3205,233,1508,253,87
bath-13,11,115,34,656,106,31
NA,5,17,18,196,17,2
F40B5.2,6369,6731,1139,1532,1442,584
nep-15,22,70,15,41,33,1
F40C5.1,1,12,2,5,0,1
mage-1,1096,1340,429,1630,848,1314
F40E3.3,0,4,1,1,0,1
F40E3.5,9,15743,35,712,183,225
F40E3.6,7,1684,6,158,3,0
F40E12.1,80,11,4,0,1,0
F40E12.2,2,11,9,1,252,51
fbxb-71,42,8,5,3,1,98
irg-7,19824,263752,72181,19819,139433,35857
F40F4.7,4446,8359,798,1781,793,1127
sec-20,1235,1495,417,880,721,579
cox-17,711,1081,95,1008,421,223
F40G9.5,831,1088,95,62,230,61
F40G9.6,2237,62,8,15,4,17
F40G9.7,0,2,2,0,1,2
F40G9.8,0,4,2,1,1,0
F40G9.9,18,9,3,1,0,56
clec-148,6,14,3,18,4,10
F40G9.12,9,6,5,0,0,15
F40G9.14,34,22,6,1,1,16
F40H3.1,312,15274,1018,15268,1333,651
F40H3.2,86,6627,92,459,326,163
F40H3.3,1324,178,57,149,97,2
F40H3.6,861,877,7,160,14,268
F40H6.1,1,171,7,4,80,189
F40H6.2,26,72,10,15,1,2
F40H6.5,43,1274,38,28,27,4
cutl-28,12766,412,887,68,880,8
F41B4.1,385,26474,1225,2149,1081,391
F41B4.2,0,2980,367,222,461,162
F41B4.3,574,2027,219,414,224,87
cyp-33C7,15,3328,278,1521,450,116
cyp-33C5,158,1305,67,341,109,14
cyp-33C3,75,1298,58,3988,201,109
cyp-33C6,4,353,8,64,12,0
nhr-182,1012,2345,255,1588,411,108
nhr-183,526,2776,92,506,184,37
F41C3.1,0,58,17,31,17,7
F41C3.2,1034,71050,1767,5252,1508,271
acs-11,2386,7725,1635,5768,3204,2091
eas-1,4326,10513,681,1626,1719,557
F41C3.6,567,1042,50,320,22,2
F41C3.7,27,386,14,5318,9,5
F41C3.8,1434,7118,293,797,346,87
F41C3.11,8471,311,858,1126,1717,96
F41C6.4,0,16,9,3,1,24
F41C6.6,68,295,14,147,9,3
F41C6.7,472,505,112,633,103,14
tbc-18,843,6814,243,1110,360,90
F41D9.2,2269,10490,492,953,672,199
sulp-3,611,855,267,105,408,7
F41E6.1,2,22,2,23,13,25
smk-1,29978,95347,12279,28672,7969,10361
F41E6.5,2619,2689,381,3709,929,511
F41E6.7,95,957,152,324,115,5
F41E6.8,662,35,28,12,348,1
vps-60,7328,5252,1242,4391,2418,2498
fip-4,8,447,32,51,16,10
F41E6.11,3,377,458,71,416,48
F41E6.12,663,1536,928,162,2317,288
atg-18,17808,98904,4751,20140,3730,7627
oac-29,24,73,523,67,761,4
F41F3.1,0,1,2,9,28,26
F41F3.3,8619,770,19099,82,4474,345
nlp-50,104,2976,362,6712,435,69
F41G3.2,819,104,111,53,121,3
F41G3.3,2408,245,467,200,428,4
F41G3.5,4,32,6,30,77,273
F41G3.6,1888,1715,455,1217,905,3399
F41G3.10,23,13306,2972,232,3597,946
agr-1,21092,3887,644,1230,501,121
exos-8,2823,2368,524,2740,1070,776
dyla-1,174,407,29,31,67,20
F41G4.7,82,1098,93,66,51,92
F41G4.8,446,3106,116,197,246,73
F41H8.1,0,97,6,92,3,2
F41H8.2,0,145,5,68,3,0
F41H10.1,25,69,43,30,364,590
F41H10.2,14,160,6,19,6,0
F41H10.3,10156,31357,3543,6221,3566,5684
F41H10.4,5503,6237,562,3160,1067,513
F41H10.5,199,1394,89,291,307,214
hda-6,3069,10175,1354,7293,2993,4872
sand-1,3285,5870,513,2484,1170,1981
F41H10.12,13,4,2,1,46,0
F42A6.1,2,19,1,6,4,3
F42A6.2,0,25,1,1,0,8
NA,23,27,3,261,5,29
NA,95,175,19,97,5,1
F42A6.5,4,0,0,1,0,0
F42A6.6,1484,1314,238,1298,462,337
NA,12,98,3,8,0,3
elks-1,6342,14077,1439,4464,1441,1239
F42A9.3,0,6,0,2,49,96
cyp-33E3,23,100,29,92,79,7
cyp-33E2,479,791,267,565,578,98
F42A9.6,347,769,177,2009,929,812
F42A9.7,0,8,2,3,75,153
F42A9.8,635,663,150,1067,394,1049
F42A9.9,45,940,92,296,46,2
abcf-3,5308,17768,4677,15132,8199,4514
anmt-2,668,3189,1032,714,3163,944
F42A10.5,4053,3678,2524,4972,5973,3998
F42A10.6,42,16095,2782,64,5893,2690
F42A10.7,13,2436,695,88,1771,1652
npr-27,9,1205,142,798,95,21
F42C5.3,76,214,10,649,37,3
F42C5.4,205,2131,214,2693,394,74
F42C5.5,0,138,13,80,37,152
F42C5.6,98,733,24,50,8,5
F42C5.9,26309,25946,3360,13497,4452,1081
ifo-1,18722,23459,8081,12183,13565,2492
NA,770,1720,462,1998,793,196
fbxc-20,4823,48,44,1222,34,9
fbxa-182,27,490,169,340,1095,271
F42G2.5,55,333,148,830,298,68
ceh-86,6233,318,43,25,43,224
islo-1,2536,11420,661,1958,655,129
moc-3,1693,1425,336,1882,1094,576
erp-44.3,361,633,11,6,101,68
F42G8.8,15,31,5,0,206,254
irld-8,49,21,3,16,73,25
F42G8.10,8381,6897,2642,5953,5424,2302
ppm-1.G,4736,5171,2233,3989,5047,5453
nlp-52,35,1052,89,2490,69,34
dagl-2,5089,16932,1605,4467,2600,3631
tpst-2,55,813,19,19,29,1
F42H10.2,1202,894,262,873,778,1013
F42H10.3,12621,3384,1854,1401,1843,239
mig-39,4589,19172,1846,2785,1228,186
F42H10.6,1841,1033,225,639,511,195
ess-2,2917,4457,579,2258,1104,2194
NA,290,212,12,57,6,3
tag-343,5997,21311,1965,3204,2452,544
F43C9.1,1,661,332,55,986,71
F43C9.2,18,15195,796,789,1367,391
hum-10,83,52,71,4,17,1
F43C11.1,0,1,1,39,0,6
F43C11.2,2,3,2,40,1,13
decr-1.1,3,87,17,34,231,59
F43C11.4,8,42,2,1,0,3
NA,3,5,1,0,0,2
F43C11.6,265,110,29,75,69,12
F43C11.7,8,14698,159,295,253,380
F43C11.8,2,58,14,19,9,3
F43C11.9,5390,1262,348,781,290,362
F43C11.10,115,17,2,45,0,9
F43C11.11,25,4,3,17,0,0
F43C11.12,2,1,1,12,0,2
F43E2.1,2164,2346,648,3021,1013,826
rpb-4,7270,2449,807,2604,1366,1671
insc-1,11223,2741,606,2846,741,156
msra-1,5478,2311,993,1525,3122,1162
F43E2.6,30,144,14,112,86,19
mtch-1,16521,48731,10198,34642,16404,14006
F43E2.11,15,130,18,84,20,1
sptl-2,3732,4507,2334,469,4974,601
F43H9.3,784,2419,193,2956,504,442
F43H9.4,32,13571,426,3683,578,200
kvs-3,67,1425,154,957,93,7
F44A2.3,29,2102,377,3934,1114,136
nhr-39,0,186,14,70,2,0
F44A2.5,5493,64359,1564,13220,1580,190
F44A2.7,5,74,16,83,34,0
F44B9.2,4514,6227,1716,1220,2964,415
F44B9.5,4110,4557,753,3473,1453,812
F44B9.8,2917,2533,729,2956,1322,2988
F44B9.9,43,88,18,43,38,12
F44B9.10,16,63,27,102,65,4
nhr-37,41,257,25,29,3,1
cyp-33C4,129,2088,106,303,120,69
nstp-8,145,32,86,38,18,1
nhr-184,402,1386,125,578,222,50
F44E2.3,4946,5655,594,3845,1023,807
F44E2.4,63763,1104,15189,1430,42626,276
F44E2.6,4001,1024,340,1818,580,375
F44E2.7,5499,7145,774,4431,1328,2108
NA,4200,3323,778,2247,2037,3214
F44E2.9,3275,488,273,1028,898,170
F44E2.10,513,792,226,1210,1367,937
pgph-2,2533,1210,1485,4082,2040,582
F44E7.3,9,39,4,26,155,3
F44E7.4,6467,30986,10021,10647,16953,17023
F44E7.5,649,775,697,889,919,1575
fbxa-183,33,18,5,12,43,2
NA,201,287,89,256,103,15
nhr-142,646,1702,141,552,233,39
F44E7.9,6372,1796,1016,1263,1973,1355
irld-33,9,495,8,0,1,1
ceh-82,5,7,2,0,0,50
ceh-81,1,90,3,1,0,2
btb-9,41,817,97,448,338,101
fbxb-11,41,3,2,0,0,88
btb-8,53,12,3,2,0,195
btb-6,858,12,5,2,4,593
fbxa-184,11,4,3,0,4,56
F45C12.9,9,9,3,0,0,4
math-29,4,3,2,0,0,13
NA,27,3,0,0,1,71
btb-7,10,0,2,0,0,69
fbxb-48,228,2,7,2,0,38
fbxb-5,22,5,2,1,0,19
ceh-83,499,99,26,81,46,859
irld-9,10,68,3,3,4,0
F45D11.5,244,33,2,7,0,52
fbxc-42,62,3,6,0,0,81
fbxc-39,1442,166,12,7,6,58
fbxb-29,2,1,1,0,0,1
fbxb-30,30,3,5,0,0,25
F45D11.14,19,537,172,191,60,27
F45E1.1,5546,4949,504,925,421,82
F45E1.2,9,65,4,20,2,0
F45E1.4,1629,5625,598,2708,792,215
F45E1.5,48,2618,378,403,170,28
sdpn-1,10497,18471,1202,4556,1374,469
cla-1,6405,107485,9787,8785,1662,262
F45E4.5,468,899,81,425,258,56
F45E4.6,247,18,11,13,297,96
nep-16,4700,911,1015,64,343,3
cima-1,911,1515,399,898,1039,285
cnep-1,6735,16039,2192,3354,3067,2688
mrpl-14,4848,9341,2142,6463,3546,1711
F45E12.6,106,135,40,357,27,7
otpl-4,10,30,6,28,0,0
otpl-5,21,106,23,53,25,1
otpl-6,94,32,12,16,38,2
otpl-7,7,158,77,774,63,9
F45F2.9,2949,7317,406,4393,1143,465
F45F2.10,3868,16553,3618,14244,5081,7182
F45F2.11,779,706,128,2459,939,3217
F46C8.1,32,289,28,106,26,4
F46C8.3,4462,8026,651,2451,612,127
glb-16,92,1405,96,515,44,11
F46C8.8,877,515,1995,217,845,33
acs-1,7304,6984,5780,5585,13955,5631
F46E10.2,11179,41,0,4,23,105
F46E10.3,0,4,0,2,0,0
mdh-1,15087,102526,17510,18976,26466,24156
hpo-26,3,1908,275,259,356,62
NA,0,1,2,1,5,3
NA,0,9,5,3,6,3
NA,0,0,2,1,42,0
F46F5.5,0,3,6,0,4,1
msrp-3,0,3,0,0,10,32
F46F5.7,573,3,2,1,97,14
F46F5.8,0,4,0,0,0,0
msrp-4,28,0,3,0,6,10
F46F5.10,8,3,5,0,0,0
F46F5.11,0,2,4,0,119,3
F46F5.13,1,1,2,0,0,0
F46F5.14,0,4,5,0,23,2
F46F5.15,22,53,0,297,3,5
F46F5.16,8,5,2,209,1,2
F46F11.1,10814,19985,2405,11352,4692,2814
xrep-4,3660,37823,1480,8660,2249,2179
F46F11.7,4488,438,534,636,1247,318
F46F11.8,1518,8015,225,4750,669,1228
trpp-8,4474,21091,2798,5644,4503,2990
F46F11.10,520,499,66,756,321,237
twnk-1,23,10026,426,1125,260,21
F46G11.2,1131,365,747,216,1768,57
gakh-1,3575,8908,1292,2945,1126,284
F46G11.4,3193,1527,622,592,261,17
F46H5.2,6377,35999,1704,5825,2330,1717
F46H5.3,42303,437170,50382,63398,131608,67681
F46H5.4,27010,14145,5676,7410,3141,1726
F46H5.5,424,586,39,287,32,7
F46H5.7,5476,77836,4319,19266,10132,4619
lact-1,20,668,120,989,131,60
F47B3.4,0,2,1,2,39,80
F47B3.7,23,8,2,2,117,248
F47B7.1,38311,31144,7795,14438,9378,2813
F47B7.2,10658,7760,4724,6491,5287,2851
F47B7.3,2,37,4,5,0,0
F47B7.4,20,99,10,2,3,0
F47B7.5,13,76,4,11,1,0
F47B7.6,15,19,5,19,21,19
marg-1,46,30512,1216,1175,1765,380
nhr-185,0,207,12,17,8,0
NA,1,1805,53,759,208,30
nhr-186,88,1153,7,21,15,0
nhr-187,114,178,21,37,8,2
ugt-32,13,226,49,19,72,29
nhr-188,53,286,11,13,3,0
nhr-189,0,128,8,26,3,1
clec-78,87857,2732,3023,1487,1079,114
clec-79,3,79,7,25,493,219
F47C12.6,41,15,5,0,0,1
F47C12.7,33,32,7,0,1,2
F47C12.8,9,67,0,2,0,0
srt-19,26,53,6,33,0,1
NA,0,6,2,0,0,0
srt-3,0,4,5,55,0,0
srt-35,0,2,2,38,0,0
srt-36,0,2,1,25,0,1
srt-38,0,0,1,5,0,0
srt-20,3,44,4,72,0,0
srt-37,0,5,1,47,0,1
F47D12.3,160,313,143,293,223,11
gadr-3,1797,940,32,568,55,90
F47D12.6,1053,1676,1492,886,1107,96
F47D12.7,1,107,5,39,231,349
F47D12.9,3611,109654,1911,14573,2721,6378
F47E1.1,26,760,91,372,8,2
F47E1.2,432,3168,418,4097,691,71
F47E1.3,186,2217,41,180,16,6
F47E1.4,36,873,11,113,20,91
F47F2.1,723,3321,592,2150,879,139
F47F2.2,0,16,5,2,0,0
F47F2.3,98,88,294,9,36,1
lin-42,25725,566,20133,1321,9203,502
oac-30,5,24,313,8,167,1
clec-119,4,7,29,50,285,357
F47G3.1,330,5310,695,3871,1077,166
F47G3.3,2239,3371,279,455,258,528
acs-16,208,2739,509,1992,564,85
F47G6.3,0,52,4,4,134,14
F48A9.2,315,2072,161,440,181,52
F48A11.4,1093,4305,416,1117,538,1954
ubxn-3,12764,48710,6159,8453,5062,13144
F48B9.1,690,3334,312,465,187,47
F48B9.3,1,60,23,2,94,52
npax-2,89,543,63,148,124,6
F48B9.8,3722,1046,364,682,745,190
aman-3,219,1164,572,550,1704,111
fbxa-145,126,66,20,677,96,98
F48C1.3,26,215,28,4,0,0
F48C1.5,869,597,166,816,339,778
F48C1.6,1683,3432,1060,2873,1774,964
F48C1.8,4,28,6,2,8,4
F48C1.9,0,63,19,30,20,11
F48D6.4,11648,16413,2387,47509,5418,1986
F48E3.2,488,505,124,216,81,53
uggt-1,27281,12701,10187,8186,16064,6207
F48E3.4,49,109,47,40,49,4566
F48E3.6,8272,120,21,71,1,121
F48E3.8,16632,8254,652,1120,460,224
F48E3.9,4614,336,90,98,48,10
F48E8.2,852,2128,415,1818,819,1207
F48E8.3,3724,10705,1182,21282,2573,1460
F48E8.4,4382,14022,1732,4775,3274,2355
disl-2,1298,5817,1531,4630,3454,3481
skpt-1,937,576,442,2475,1107,3946
pals-31,155,2165,32,384,35,7
F48G7.4,854,947,141,7108,80,58
F48G7.5,1,763,350,247,631,16
srt-17,1,189,5,105,1,0
F48G7.7,0,33,2,2965,1,0
F48G7.8,1,80,103,41,168,4
F48G7.9,0,20,0,7,6,2
F48G7.10,9,1092,23,942,35,4
nhr-190,1143,2723,159,701,162,51
F48G7.12,4,36,11,21,8,4
F48G7.13,0,235,54,13,29,3
prp-17,3789,2498,1070,3169,2145,2442
F49D11.2,23,462,42,409,14,2
F49D11.3,26,87,12,6,11,2
F49D11.4,160,12,17,11,4,0
F49D11.6,3230,68,131,36,102,2
F49D11.7,0,4,0,0,23,43
NA,2627,3128,379,1956,1137,1308
nprl-2,3146,2315,843,2485,2035,1899
oef-1,660,368,355,2131,1031,1417
F49E8.6,1009,6093,311,2095,352,249
tbc-16,1124,8941,788,1583,337,51
F49E10.2,7041,336,4625,78,1652,24
F49E10.4,462,2147,262,1363,160,22
drd-50,1,153,211,11,321,150
F49F1.5,367,1100,554,14,1244,25
mul-1,346,1034,513,39,456,66
F49F1.7,50,104,113,33,354,82
F49F1.8,115,81,22,22,42,32
F49F1.9,0,5,1,1,0,3
F49F1.10,6,7,7,0,2,0
F49F1.11,1,5,1,0,0,1
F49F1.12,4,3,4,5,61,86
F49H12.2,13,97,9,12,4,2
F49H12.3,1206,335,107,156,82,11
F49H12.4,36,332,83,264,40,4
txdc-12.2,29883,2254,5340,1945,13021,675
acl-4,5986,74760,2366,3457,3547,2617
NA,129,56,11,235,91,74
F52C6.2,235,108,48,555,283,381
F52C6.3,57,47,12,292,43,71
F52C6.4,21,28,7,141,23,43
math-31,19,4,3,8,10,2
NA,141,40,15,366,92,47
bath-4,272,109,35,322,115,94
NA,63,13,18,183,54,69
bath-7,216,91,33,736,144,92
bath-2,247,74,31,790,285,259
F52C6.12,56,61,12,154,58,131
F52C6.13,17,10,9,21,16,26
F52C6.14,72,111,21,46,28,46
NA,4052,13249,1164,4380,1989,1968
F52C9.3,2866,5429,1127,2835,1956,667
F52C9.5,1351,102,201,130,115,12
F52C12.1,896,1286,307,870,432,1299
F52C12.2,1020,2546,899,1594,779,624
tsen-54,228,1413,127,312,181,195
denn-4,5483,15585,3005,4043,1974,3258
aagr-4,22088,2304,12631,2902,18065,1409
F52D1.2,177,276,77,48,117,11
fbxa-41,1,36,3,0,0,0
F52D2.5,0,8,3,4,1,2
F52D2.6,48,90,16,60,9,69
F52D2.7,1778,985,127,267,157,521
fbxa-46,282,100,6,38,10,7
fbxa-17,10,4,6,0,0,0
F52E1.2,5,2243,275,469,368,94
F52E1.3,1,148,17,25,4,0
F52E1.5,505,1253,354,311,109,61
pho-6,26,1672,183,510,142,39
F52E1.9,2691,8105,998,2170,805,138
vha-18,312,153,68,1336,761,1678
NA,102,1885,57,62,5,2
lmd-3,16247,87099,7894,42421,7359,9763
pccb-1,15398,110997,20541,12903,24692,23362
F52E4.5,1911,1212,390,612,480,120
sec-3,5340,5692,958,1423,1613,851
ztf-13,6064,10512,785,1907,1333,582
F52F10.2,511,544,1744,43,1110,29
oac-31,31,501,168,19,452,43
oac-32,33,263,79,1,181,74
srsx-8,50,32,8,13,4,1
F52G3.1,35483,86631,8337,12291,5165,2973
F52G3.3,3,2150,24,173,16,26
F52G3.4,10,477,18,71,24,27
F52G3.5,735,119,167,48,50,39
F52H2.1,2740,5219,508,1038,499,252
F52H2.3,237,653,275,121,222,40
F52H2.4,622,2188,245,501,354,154
F52H2.5,1438,2023,338,929,417,237
F52H2.6,7268,1393,1149,489,2138,457
F52H2.7,3215,2501,557,708,683,358
F53A3.1,352,459,75,227,123,31
polh-1,537,1249,227,801,578,1558
F53A3.7,310,459,142,531,230,189
F53A9.1,1,2112,1077,2344,2838,433
kreg-1,14,727,33,103,26,20
F53A9.3,286,32,25,3,8,0
jbts-14,1699,683,35,187,26,3
frpr-8,189,4827,83,367,53,48
F53A9.6,35,15074,1635,1075,2498,424
F53A9.7,150,23950,1561,285,1482,398
F53A9.8,229,81467,4001,560,10138,8489
F53A9.9,62,2388,420,350,425,91
F53A10.2,5886,15675,3533,4062,2760,1161
F53B1.2,1491,3400,616,851,570,1022
F53B1.3,191,2595,191,539,74,11
F53B1.4,10162,2305,15191,844,3611,93
swip-10,5937,607,604,236,689,16
F53B1.8,2513,58006,4037,8489,2355,1785
tra-4,3022,6189,662,2228,868,1193
comt-1,53,213,987,232,393,3
F53B3.3,4432,1760,261,128,190,20
F53B3.5,92431,8683,2970,2994,2145,472
F53B3.6,166,7040,5501,905,6339,272
F53C3.1,3,56,6,16,122,320
fbxb-103,132,72,2,3,0,148
F53C3.3,2753,2077,46,26,20,6
F53C3.4,3751,970,218,166,73,11
F53C3.6,1222,3699,115,202,62,3
F53C3.7,135,9,7,9,1,1
F53C3.8,152,52,29,38,6,1
F53C3.11,55,123,6,5,2,44
bcmo-2,24,4028,739,1573,920,240
plpp-1.1,9323,69003,3822,24576,4242,4563
tag-304,5171,11521,721,2126,1177,756
F53E10.1,7076,7494,1184,7926,932,361
NA,0,48,5,3,0,0
irg-3,82,8617,320,35,478,312
F53E10.5,163,48,31,30,25,18
F53E10.6,3194,2652,431,1369,1001,1018
F53F10.1,2792,3362,284,1261,405,72
F53F10.2,13419,87024,8581,34197,16972,8978
mpc-2,1931,3857,1552,2106,1950,1074
F53G2.1,2750,360,20,149,11,35
F53G2.2,9,31,16,11,28,30
F53G2.3,2,7,2,3,10,8
mnat-1,5288,6359,2456,3884,4845,2950
duox-2,84,145,16,24,17,13
F53G12.4,217,322,11,116,28,37
F53G12.8,19,72,5,48,36,64
F53G12.9,48,99,35,139,36,50
F53H1.1,4959,7882,1325,5790,2621,3024
F53H1.3,1675,6781,838,1942,901,1494
F53H1.4,5300,5031,2247,2811,2448,5895
F53H8.3,452,1288,434,1056,986,169
F54A3.2,744,1957,811,972,796,1049
cct-3,6570,35177,9508,22943,8956,7855
cbs-2,5,32,6,15,522,636
F54A3.5,3718,2730,2984,1644,2784,1026
F54A3.6,1206,6943,473,1129,801,1009
hmbx-1,156,1084,1112,194,983,683
cutl-20,1360,2416,298,464,553,74
shc-1,3170,12785,1074,3329,1024,490
F54C1.1,23,2441,95,497,300,58
F54C1.6,401,762,55,333,13,1
F54C1.8,20,33,5,33,51,61
mrpl-40,918,1576,384,1183,783,889
attf-3,4178,5700,1036,2031,989,2946
F54C4.4,979,360,40,342,115,134
ept-1,6779,12635,1597,3091,4060,3068
gnrr-1,139,1085,138,321,61,22
F54D8.6,6300,7068,1204,3302,2585,2447
fbxa-24,81,34798,323,2183,143,63
lido-15,1203,1043,139,1203,236,73
F54D10.4,16,48,17,105,42,37
F54D10.5,490,1098,122,734,168,895
F54D10.7,192,20,4,3,0,358
F54D10.8,14,30,39,12,23,5
F54D10.9,4,1,3,1,5,5
pmt-2,3416,63613,12376,6762,51059,24286
sumv-2,9199,17218,2676,6865,3769,7759
F54D11.4,1634,8244,636,2005,629,767
F54D12.1,4,19,4,6,5,0
F54D12.2,10,11,3,4,0,1
rog-1,1138,9249,991,1968,842,3677
F54D12.7,1,7,2,379,1,0
F54D12.8,3,15,3,2,1,4
F54D12.9,127,5,0,1,1,9
F54E2.1,259,7516,5244,783,7097,520
F54E2.2,5419,48,11,2,0,1
NA,0,158,28,64,5,1
srt-34,1,17,2,113,0,1
pst-2,3525,978,696,1281,1674,816
sdz-21,583,59,65,3,16,110
F54E7.6,183,87,76,10,43,0
ska-3,1638,640,235,1000,559,1257
F54E7.9,1772,1865,579,3297,601,526
ztf-1,939,3204,232,2218,443,1030
F54F2.6,79,592,22,19,8,3
F54F2.7,1125,297,146,1067,313,127
F54F2.9,3029,1054,540,1752,1299,642
F54G2.1,1061,41823,3006,12905,1685,445
F54G2.2,61,1590,171,151,13,15
F54H5.2,5,75,25,8,96,99
F54H5.3,15,34,8,30,5,27
F54H5.5,2,12,7,4,261,514
F54H12.2,52,122,8,58,10,0
F54H12.4,27,174,20,53,19,4
F54H12.5,343,44,15,314,60,142
eef-1B.1,12829,90042,15716,106315,27968,22203
marc-6,6422,18910,2561,6414,4415,4828
F55A3.2,1711,2391,431,3071,997,665
spt-16,17616,43497,10683,26285,10335,15432
gpx-8,28,260,35,107,38,21
F55A3.6,16,124,21,33,23,13
sec-22,3413,2285,927,696,1607,429
NA,3746,19150,1629,1646,712,142
F55A4.3,127,336,27,89,15,0
NA,86,4415,64,1075,38,15
stau-1,10148,22665,2816,4186,2574,1288
F55A4.7,3,366,49,128,72,4
vpat-1,2026,4279,673,2179,982,258
cutl-21,2905,1552,204,525,101,19
F55A12.2,1090,1951,388,1949,875,501
F55A12.5,6085,8514,1395,5387,2088,3343
F55A12.6,2,115,21,7,16,26
nath-10,10560,8071,3251,8300,5078,3326
zhp-1,114,76,25,725,259,345
F55C7.2,17,1806,10,42,3,0
rfip-1,8510,48628,4766,15616,4352,1074
F55C12.2,4,81,5,7,2,0
F55C12.4,18,1863,330,1492,266,21
F55C12.5,7765,26386,2066,13492,3182,4324
F55C12.6,15,298,142,1142,29,15
tag-234,78,1438,206,3996,599,129
F55D1.1,0,24,2,0,0,0
F55D1.2,0,52,2,0,0,1
aman-1,9756,204,1115,1724,3116,972
glit-1,5719,4403,792,2597,1391,1010
F55D10.4,111,4935,222,1312,127,23
acc-3,40,2272,166,359,62,34
F55E10.1,0,32,1,1,1,1
F55E10.2,0,7,2,0,0,0
F55E10.4,0,56,9,0,0,0
F55E10.5,4,65,7,10,1,0
drd-5,262,1427,458,55,1017,391
npr-28,115,21452,649,2429,656,307
F55F1.2,1,24,5,0,0,0
F55F8.2,7441,14088,1259,9794,3041,1967
F55F8.3,8319,5690,3211,7863,3775,1816
cir-1,6842,4960,918,4376,2752,3531
wdr-12,6423,5216,1172,5063,2688,1590
mff-2,577,980,229,1061,508,984
F55F8.7,32,15,5,4,305,312
F55F8.8,38,79,44,490,16,1
zipt-2.4,4765,3099,1109,2507,1548,3229
F55F10.1,14374,31091,5879,13673,10393,9468
F55G1.1,692,142,172,25,44,22
rod-1,4518,4326,3390,6065,6201,14877
slc-25A18.2,173,217,84,806,408,335
F55G1.6,388,887,143,2149,916,1909
F55G1.7,270,123,22,889,49,161
F55G1.9,1234,1057,314,1086,789,629
egas-4,23,948,80,17,78,17
F55G1.15,167,853,137,233,539,78
fncm-1,447,507,185,962,570,601
slx-1,1340,1315,238,1501,545,1255
F56A4.3,0,1,0,765,1,128
NA,0,2,22,16,4,0
sago-2,35,322,286,201,654,197
eme-1,604,1558,165,1018,654,1594
F56A11.4,96,1412,47,1277,63,14
F56A11.5,1701,2897,1166,2884,1979,1808
F56A11.6,15,186,5,27,245,443
F56B3.2,5302,783,1694,630,2353,435
F56B3.6,35,277,19,42,254,374
ugt-52,2454,2022,299,3986,122,76
mrpl-2,2363,3451,1311,2842,1851,977
F56B3.9,0,6,2,2,2,0
F56B3.11,1533,6719,2011,5118,3607,2020
skr-18,1883,1735,318,2199,1151,844
F56B6.6,3,1610,93,222,110,15
F56C3.1,1,22,4,10,4,0
fbxa-190,38,691,140,7,265,42
F56C3.3,0,9,1,0,0,0
F56C3.4,0,4,7,0,7,6
F56C3.5,0,6,6,0,0,0
dgn-2,5,119,1,11,0,9
F56C3.7,0,3,1,0,0,0
F56C3.8,10,34,64,6,77,28
F56C3.9,54,300,140,2189,116,9
F56C9.3,1654,1985,228,2079,993,4138
acbp-4,11,58,11,44,20,37
F56C9.6,918,1035,207,2677,1514,5418
F56C9.7,2003,8186,5434,1297,10609,2192
F56C9.8,17788,20125,2092,4483,2151,249
F56C9.10,19260,100765,6336,28138,5674,17600
F56C9.11,430,993,184,607,284,713
F56C11.3,807,932,129,965,297,334
F56C11.5,3308,1824,739,1053,953,1110
F56C11.6,1192,3195,767,1630,583,232
