GeneName, elongating_embryo_collapse, L1_larva _collapse, L2 larva  collapse, dauer_larva _collapse,L3_larva _collapse,adult _collapse
F56D1.1,2687,3711,667,3340,1242,2142
ilcr-2,4372,13275,1855,2157,2919,2580
mrps-16,3187,2010,903,1356,1476,666
ucr-1,20606,66839,29756,27195,39930,24959
F56D2.2,683,491,222,1958,612,1274
NA,5835,260,2750,91,960,14
F56D2.5,243,3248,140,763,321,121
ddx-15,14897,14006,4563,7470,8456,10060
F56D2.8,11,297,13,14,4,1
F56D3.1,6531,17732,16361,1554,5039,98
clec-68,9,22,11,1,2,6
clec-67,137,16546,2052,235,4088,613
srz-19,45,378,6,43,10,0
srz-20,1,66,4,5,19,0
fcho-1,3926,9942,1942,5195,2605,3143
F56E10.1,3187,6776,1468,3424,3245,4639
daam-1,6036,8831,954,1201,485,147
ttr-58,7,1,0,0,4,1
ttr-55,0,1,1,0,8,0
F56F4.3,8,9,7,0,135,75
F56F4.4,0,2,2,0,6,2
abt-6,0,8,4,0,2,0
F56F10.1,1575,12196,5401,2101,7139,1488
F56F10.2,1374,5598,251,1783,319,68
cdo-1,285,4656,1476,4735,1641,348
lgl-1,9568,2391,948,1438,1531,457
F56F11.1,6,140,28,310,12,3
F56F11.2,369,762,230,823,345,84
klf-1,548,7661,1360,3469,1359,310
F56F11.4,697,517,68,874,338,1481
F56H1.3,0,6,11,24,31,16
ccpp-1,7091,5094,1816,4882,3200,3185
F57B9.1,6389,2788,969,3115,1501,522
F57B9.3,47,1304,77,170,46,8
flap-1,9046,2283,1048,2239,1270,1326
F57B9.8,177,580,57,260,312,335
ipgm-1,2173,67208,5194,9581,13523,7261
F57B10.4,853,220,189,3098,1746,2222
xpg-1,1872,4040,494,5859,1311,1513
F57B10.8,2477,927,270,3920,762,325
spg-20,1373,5210,257,4574,424,532
ucr-11,4171,34839,12841,7382,18695,9475
pdxk-1,1739,3053,733,2587,1840,1726
clec-90,1368,4093,756,1094,486,343
glo-2,250,647,132,148,128,106
F57C9.4,3772,3214,743,3573,1512,2168
F57C9.6,146,707,185,656,117,65
tofu-4,204,240,64,988,386,472
F57C12.2,1528,659,291,558,305,43
F57F4.1,9,23,1,22,188,211
F57F4.2,25,88,8,161851,1,8
F57F4.4,7672,245469,37234,31469,63137,23010
abts-3,2092,49380,4103,12334,2478,504
frpr-10,18,299,29,466,35,3
F57H12.5,53,928,44,535,541,259
F57H12.6,75,459,492,2581,8699,28
F58A6.1,3272,2234,642,1472,1117,250
F58A6.2,22,1308,58,447,44,4
F58A6.5,3,18,7,11,114,153
srb-16,102,827,53,102,57,7
NA,0,5,1,0,73,243
srb-12,0,23,5,9,5,0
srb-13,0,52,9,0,1,0
F58B6.1,93,267,51,27,109,36
exc-6,4334,2290,833,160,661,168
srsx-17,34,462,40,105,21,3
fbxb-25,30,4,2,0,0,15
fbxb-26,189,48,5,1,1,82
irld-36,13,103,10,3,0,16
fbxb-17,91,14,5,0,0,166
irld-37,6,31,2,5,0,11
fbxb-18,328,4,3,1,0,42
fbxb-19,374,1,2,2,0,24
fbxc-22,21,1,5,0,0,102
fbxc-21,29,4,4,0,1,135
fbxc-26,35,3,4,1,0,55
F58E1.13,8,1,4,0,0,47
fbxb-47,15,2,6,0,0,26
F58E2.2,0,5,3,22,0,1
F58E2.3,74,2073,85,993,164,27
F58E2.4,451,1448,246,775,433,32
F58E2.5,124,31,2,6,0,1
NA,5,16,5,5,1,0
srz-23,4,41,3,21,2,0
F58F6.5,0,13,15,100,1,1
F58F6.6,14,35,5,151,1,0
F58F9.1,214,4857,228,1239,167,46
F58F9.3,1711,863,305,813,845,73
F58F9.4,18,1176,185,27,457,42
F58F9.6,4,12,7,21,0,2
acox-3,8973,3226,2287,3017,3486,1157
F58F12.1,14162,80203,17398,33727,18895,9214
F58F12.2,4,2,1,0,35,75
F58F12.3,9,39,8,7,86,69
myo-5,841,100460,3230,29075,3663,1047
F58G4.3,0,4,1,6,0,0
sdz-23,1,2,3,4,0,0
F58H7.1,24,2703,200,296,111,11
faah-3,26,3276,339,1121,1233,652
lgc-30,14,4686,194,680,115,36
F58H7.5,13,76,24,102,69,96
NA,21,64,40,64,24,19
cpd-1,8930,7075,2638,3951,4736,917
F59A3.2,1242,2317,558,3268,1025,1086
mrpl-24,4840,3243,995,2548,2235,1195
zipt-11,6271,7543,1125,2579,1927,2778
rpa-4,670,1715,295,2805,483,186
F59A3.7,154,112,19,36,27,1
F59A3.8,92,1900,87,11,169,224
pup-3,1040,719,65,204,44,233
F59A3.10,0,1087,27,3,0,1
F59A6.2,13,117,5,30,78,711
F59A6.3,1,63,9,0,0,2
F59A6.4,0,33,5,6,320,426
F59A6.5,9211,3051,1114,1447,1244,6866
clec-206,2,20,192,1,174,4
F59A7.2,1,2198,193,51,398,33
srab-13,0,182,11,39,3,0
F59A7.5,5,5437,442,2184,378,77
F59A7.7,10,21,4,37,4,3
cysl-4,3,11,6,4,77,66
F59B1.2,414,23108,4480,7158,6780,1629
F59B1.4,0,17,6,231,5,3
F59B1.6,0,113,11,295,4,0
F59B1.8,476,472,362,176,387,141
F59B1.10,29,59,38,94,58,19
F59C12.3,12412,9408,1163,6645,1663,782
F59D6.1,535,853,29,371,14,14
asp-7,2,12,6,7,4,1
NA,3,2917,715,20,1167,460
irld-38,0,139,8,139,4,0
NA,1,70,11,3,2,0
chpf-2,2316,3738,158,418,138,40
F59E11.2,34,624,82,290,126,15
F59E11.5,407,4402,989,3409,3069,145
F59E11.6,5,94,10,28,29,2
F59E11.7,78,3097,257,1583,339,51
nhr-195,360,501,67,608,143,13
nhr-143,2197,3947,410,1138,578,104
F59E12.1,5533,6426,1725,5067,2554,5534
F59E12.3,0,52,4,3,29,4
npl-4.1,1220,972,868,1697,641,552
npl-4.2,1207,908,807,1624,566,455
F59E12.6,5713,9712,1270,6296,2829,1443
F59E12.8,4,5,6,92,0,1
F59E12.9,8912,9321,1814,4975,3385,6823
ddl-1,1138,712,223,562,268,284
F59E12.17,7112,4761,1325,2727,1613,1476
cgt-3,6065,22431,3650,5718,7039,4626
F59G1.4,535,2728,323,1456,229,33
F59G1.8,1304,366,123,2428,591,591
gbas-1,793,1263,308,2069,494,1015
NA,53,383,29,582,77,99
bath-19,68,42,21,124,45,166
NA,8,4,1,3,14,18
NA,6,7,10,3,0,2
F59H6.5,9,31,4,15,1,0
NA,0,4,5,1,0,0
bath-21,102,17,15,335,128,73
bath-1,303,86,22,860,191,165
bath-3,305,96,36,721,148,75
bath-5,357,162,80,1723,368,432
btb-4,464,267,54,892,240,108
H01M10.1,1421,6394,337,635,176,168
H01M10.2,527,343,11,53,3,7
H02F09.2,0,36,14,4,49,7
H02F09.3,39,2325,648,335,1485,202
H03E18.1,8469,368,12035,537,11696,173
H03E18.2,165,1248,41,258,35,9
H04J21.1,52,187,21,32,291,18
pck-3,0,238,8,13,282,598
nspb-6,0,20,32,11,209,21
H04M03.3,281,922,158,1306,57,809
glf-1,27139,117,7040,514,6938,40
H04M03.11,110,3,2,4,30,23
H04M03.12,85,15881,716,8519,229,38
H05C05.1,9389,23055,2160,2849,3213,7179
H05C05.2,8546,18474,1786,2566,1574,1199
H05C05.3,4,30,6,9,1,5
nlp-49,692,87027,6151,27897,2115,265
eif-1.A,10161,17891,6967,9286,10837,6498
ubxn-6,2392,3828,1591,5634,2931,4907
H06H21.8,17,1433,338,3402,1630,478
mpz-4,7,37,7,2,153,331
tat-2,1608,12868,691,2962,883,252
H06I04.1,2795,3108,300,1314,376,442
H06I04.3,10526,11396,3116,11703,6883,3455
H06I04.5,9,103,14,9,309,35
H06I04.6,1623,4501,647,2178,597,293
fipr-29,0,7,6,8,37,17
H09G03.1,301,72,19,739,55,12
NA,121,1569,177,1032,438,97
H10D18.1,246,7882,148,296,20,2
scl-12,24,23,2,159718,0,1
scl-13,6,23,1,95732,0,1
NA,200,9886,735,3152,435,88
NA,8,327,21,36,15,3
H10E21.1,491,3400,209,907,445,63
npr-30,84,1112,117,453,198,50
H10E21.4,275,147,1298,222,1197,18
H10E21.5,2412,13233,986,5126,924,183
H11E01.2,6,2333,112,21,235,198
H11E01.3,11823,34504,4920,4469,3827,1128
H11L12.1,53,60,24,32,193,2104
H12I13.1,15,22,7,20,83,18
H12I13.3,11,5,3,0,0,0
H12I13.6,30,6,0,8,43,3
H14A12.3,2730,7512,1048,3004,1267,1618
H14A12.5,65,44,33,200,111,65
strm-1,4696,804,329,211,968,29
H14E04.2,1288,3074,1090,1077,1421,2954
H14E04.3,9,700,96,477,68,36
H14N18.2,0,274,11,1744,6,0
ttr-47,1979,2864,903,6424,2453,1457
H14N18.4,674,18928,1086,24742,1636,408
kcc-2,7518,113124,9724,21525,6921,1647
fgt-1,24336,14508,8677,5964,4975,3087
emc-1,12049,14278,5767,3861,7469,6840
H18N23.2,2229,38506,6179,29117,3964,1237
zmp-2,4509,3551,4119,2037,3628,28
H20E11.1,13,805,336,22,1453,185
H20E11.2,2,72,56,1,73,4
H20E11.3,1,188,256,10,379,100
H20J04.1,2,65,6,14,612,105
athp-2,5074,18063,3240,6866,2222,3172
madf-3,2583,1807,389,1209,370,1405
H20J04.4,1553,1804,562,1867,579,415
pfd-2,4192,2190,1749,1846,2196,1150
H20J04.6,926,784,220,357,161,336
H20J04.7,1,13,3,1,0,0
gnrr-5,49,2275,263,1824,130,25
bgal-2,8,2956,1219,588,1832,521
H22K11.3,37,230,87,82,55,5
sgca-1,4853,4961,729,1751,797,114
H23L24.1,175,148,48,141,9,1
ipla-5,5,102,2,26,111,133
ttll-11,81,1150,353,821,75,9
H23L24.4,6,418,100,170,11,2
ugt-13,1193,2464,746,3770,2274,193
ugt-14,128,27,60,4153,89,3
ugt-8,82,333,1746,3177,901,61
H23N18.4,20,78,24,87,41,0
H23N18.5,1302,43,2274,403,1156,35
H24G06.1,36710,34804,7248,17128,9249,1492
H24K24.2,74,32,8,188,2,77
H24K24.3,4687,8806,2138,4047,4805,4214
trm-2A,2838,3151,832,2526,905,853
srbc-40,1,229,27,30,8,1
fbxb-72,147,134,49,19,5,69
H25P19.1,982,4399,214,1084,484,672
sacy-1,3947,2013,608,3493,1898,1616
rpb-5,7653,13028,1990,2946,3158,3016
syp-4,323,272,89,1288,1951,2588
H27M09.5,24,107,4,11,45,24
H28G03.1,31413,205354,16664,27690,11418,3524
H28G03.2,8289,12860,3063,3885,1976,1838
H28G03.3,2,169,4,31,0,0
H31G24.1,118,36,15,20,9,1
H31G24.3,97,404,49,356,118,291
H32C10.1,45,156,15,35,161,196
dhhc-13,1,11,8,50,168,28
H34C03.2,7775,10694,4072,8666,6330,10200
H34I24.1,2,19,5,59,51,65
H34I24.2,961,30015,3347,1677,7847,3000
dmsr-12,39,18,6,23,6,1
H35B03.1,491,55284,734,10930,429,375
H35B03.2,2149,1015,469,2102,951,796
H35N09.1,13,3270,62,105,10,3
H35N09.2,285,1265,47,124,20,29
H39E20.1,4,5,1,0,0,4
H41C03.1,7603,1202,584,3938,2684,367
H41C03.2,25,465,22,257,13,2
H41C03.3,753,915,234,362,582,197
H42K12.3,44693,674,24302,639,14405,136
H43E16.1,547,3756,4169,355,6066,484
NA,1984,2763,705,1962,586,801
rpac-40,3811,16226,908,4566,2140,2238
algn-5,4078,2131,851,1768,1687,644
sgcb-1,1565,485,213,79,442,93
NA,8690,1136,93,145,118,30
K01A2.4,17569,2101,588,295,749,77
K01A2.5,14011,2134,1472,685,1268,238
K01A2.6,6,9,6,5,1,0
mps-2,40164,5121,798,217,762,104
K01A2.10,1042,39487,408,6582,305,166
cbn-1,5214,2762,2822,430,1494,25
K01A12.2,28,458,76,216,12,4
K01A12.3,139,1589,75,507,50,19
K02A2.1,0,8,3,0,1,4
kcc-3,259,2899,571,1143,357,111
K02A2.5,94,3822,283,942,66,9
K02A6.1,0,2,1,3,0,0
K02A6.2,0,312,103,1114,37,6
K02A6.3,4054,14573,1142,3492,753,324
pfkb-1.2,2890,5800,1007,3242,2415,2897
mcu-1,1241,10361,1382,5841,2477,3092
K02B2.6,3,119,5,7,0,0
K02D7.1,9791,89138,6430,14358,9253,3318
snai-1,570,346,44,259,37,1
swt-1,19,5325,665,12087,834,166
K02D10.1,13160,34906,9610,15347,8210,4224
K02D10.2,90,101,39,110,34,12
K02D10.3,147,1113,60,134,33,11
NA,154,16878,404,2064,285,240
snap-29,7865,33455,2194,5479,2078,2034
K02E7.1,326,4,267,34,52,1
K02E7.4,14,4,2,0,1,0
K02E7.7,385,58,2,2,3,2
btb-10,963,126,19,9,11,255
K02E7.10,190,40,44,34,54,13
K02E7.11,128,96,33,90,68,13
K02E7.12,217,51,3,12,13,15
K02E10.1,7512,2016,151,494,429,101
K02E10.4,28590,376,5452,171,2339,28
K02E10.5,91,378,53,133,28,8
K02E10.6,3522,2911,84,194,254,94
K02E10.7,66,851,122,296,399,51
ahcy-1,25523,478428,82496,43554,217773,101289
teg-4,14695,17611,4715,9093,7359,7677
K02F2.5,655,49655,4306,11850,1199,183
K02F3.2,3012,20569,2092,4000,1655,1389
zip-2,21087,288465,8750,11787,11428,7191
clec-149,189,3322,596,436,339,179
ceeh-1,5252,5900,290,1655,986,316
dos-3,2,2016,23,1703,7,2
K02F3.9,6,4179,582,7893,1148,377
moma-1,5544,12689,3062,6404,3950,1849
K02F3.12,3891,3669,900,2926,1850,1431
K02F6.1,100,2645,99,324,320,58
K02F6.3,18,61,14,3,209,228
K02F6.4,9,64,9,1,3,3
K02F6.5,0,130,7,58,1,1
K02F6.6,0,1,4,2,2,2
K02F6.7,132,16,4,46,210,1151
K02F6.8,0,84,1,35,1,0
nep-18,94,566,53,56,159,145
dhhc-10,3805,3969,565,855,878,542
tmem-135,1365,952,554,302,1721,266
K02G10.5,3900,977,533,632,1602,67
mbl-1,4156,34907,2431,3463,1007,662
K02H11.4,2,83,275,27,80,3
trx-5,1,17,2,5,4,0
K02H11.9,3,43,12,5,24,1
lron-7,6408,20332,2668,13032,5776,3857
K03A1.4,99,1572,158,423,107,9
K03B4.1,1080,8044,782,3260,1083,1221
K03B4.2,3429,31031,1114,8191,1406,2849
K03B4.4,35,2807,343,3854,382,128
K03B4.6,0,4,0,0,13,49
cpg-8,23467,12207,1268,2667,605,2302
K03C7.3,3,454,15,4,1,0
neto-1,99,2085,153,594,116,21
clik-3,279,7346,1503,6682,2241,461
cdk-2,869,4855,199,636,243,920
mksr-1,1180,419,27,90,29,6
rei-2,6730,14069,2394,6653,1461,531
K03H6.1,36,275,57,117,76,18
K03H6.2,32,6558,1639,91,3502,1664
K03H6.4,1,1031,16,6,11,2
K03H6.5,78,2638,175,507,78,64
K03H9.3,98,40,24,4,59,7
K04A8.1,3742,953,527,897,1636,237
lipl-4,4,141,11,1012,81,17
K04C2.2,11280,16936,3219,9233,5633,3142
K04C2.3,8100,19253,652,20272,755,1331
K04C2.5,16,125,73,149,132,6
K04E7.1,3,70,20,12,11,0
NA,0,7,2,5,14,0
NA,0,30,5,14,1,0
irld-42,1,111,11,21,10,0
K04F1.8,4,7,4,29,1,0
K04F1.9,1,241,77,3897,268,25
irld-40,1,196,17,39,9,1
irld-11,11,169,24,173,27,0
irld-44,0,58,13,2,2,1
irld-45,0,108,13,3,12,0
K04F10.1,863,2491,285,1223,406,86
K04F10.2,2057,1309,73,518,58,11
K04F10.3,2831,6901,1706,1629,792,1293
K04F10.7,8524,13232,1420,7016,2262,2787
K04G7.1,4558,6861,670,1971,1362,3103
nuo-4,19665,29330,9960,16904,22308,9632
syf-2,10271,7218,1103,4115,1499,1479
K05B2.2,1765,10178,493,1682,743,478
K05B2.4,361,593,410,154,319,46
K05F1.1,77,184,10,30,48,17
acdh-8,3,8,5,6,642,439
lect-2,6950,3319,451,1128,765,92
K05F1.6,4124,13195,1545,8275,1275,287
K05F1.8,0,12,1,1,78,267
K05F1.9,6,48,8,11,280,539
K05F1.10,294,2860,644,584,867,298
fbxb-49,32,6,6,0,0,32
fbxb-50,124,5,4,0,1,72
fbxb-51,26,9,4,0,4,44
K05F6.4,163,272,34,66,14,235
fbxb-44,1279,17,4,3,0,81
fbxb-52,34,33,5,1,0,36
fbxb-54,332,14,5,0,2,291
K05F6.8,3,1,1,0,0,1
fbxb-46,21,4,3,1,0,42
K05F6.10,3,1302,26,11,11,24
K05G3.1,1,132,5,6,3,3
K05G3.2,7,207,9,4,4,6
aptf-1,771,1516,84,354,40,5
K06A1.2,65,19,10,84,170,17
cutl-16,29089,1313,678,89,1269,95
atg-16.2,7500,8250,762,4746,1152,921
dgk-5,199,8572,786,1580,735,263
K06A5.1,1983,1671,375,4502,1788,2092
K06A5.2,7,37,8,42,734,1363
K06A5.3,6,7,7,15,113,86
knl-2,9311,3748,1397,2694,1871,4585
acdh-3,1105,11535,5002,5082,10121,5537
nmtn-1,5130,5119,579,1465,381,70
K06A9.1,3218,42936,5825,3891,4944,987
K06A9.2,120,8740,264,1386,191,180
K06A9.3,0,19,0,1,4,0
cyp-25A6,8,170,3,3,3,1
NA,68,77,10,127,29,29
frpr-11,58,1572,188,401,349,99
frpr-12,9,791,106,354,40,5
frpr-13,712,1331,221,888,277,41
K06H6.1,0,1,13,1,7,0
K06H6.2,0,5,11,2,12,0
nstp-7,0,5,6,0,0,0
K06H6.4,5,2,7,3,1,0
K06H6.5,0,4,1,7,1,1
NA,0,4,5,0,0,0
K06H7.1,80,123,15,227,25,5
K06H7.2,4084,1567,275,1073,448,146
vms-1,3692,7368,775,4109,2393,1649
K06H7.7,363,470,134,2322,608,535
K06H7.8,27,242,7,11,164,264
idi-1,1521,1242,314,1130,847,596
K07A3.3,8,611,15,16,155,126
ccm-2,177,1011,142,386,111,32
K07B1.4,2177,9027,902,11284,1330,765
acl-14,5207,23518,1929,5878,2667,2326
tos-1,33166,108133,9010,134528,13276,9036
K07B1.7,3766,3217,376,2494,838,583
NA,0,14,9,13,2,0
cyp-35B3,0,117,5,4,0,0
cyp-35B2,1,241,59,1875,3,0
cyp-35B1,5,332,44,3076,32,14
cyp-35A5,150,119,268,187,538,84
timp-1,67,983,338,3817,509,205
K07C11.4,29537,13882,1813,3500,2377,331
cri-2,4008,2601,1217,2784,1292,315
K07C11.7,2471,70545,2271,7642,1974,1374
K07C11.8,283,3938,189,1172,296,96
cogc-6,7575,3577,2414,3696,3802,1497
K07C11.10,1698,648,35,275,12,4
K07D4.2,10,16,3,1,2,0
K07D4.4,81,877,156,549,47,7
K07D4.5,12,707,80,151,33,1
K07D4.6,226,475,157,30,86,5
ephx-1,15138,14455,1142,5512,1028,1343
K07D4.9,48,8871,712,5896,442,151
K07E1.1,253,31864,936,16595,2126,434
K07E3.1,14137,24377,3737,7802,3230,1348
K07E3.2,6586,1316,376,765,531,266
K07E3.4,6688,50419,4039,7991,6956,4637
catp-5,2426,3188,1836,3116,3176,631
sdz-24,151,8876,4964,131,8700,459
NA,19,3927,79,585,42,28
K07E8.6,840,1395,60,124,113,5
K07E8.7,565,1129,186,475,494,877
K07E12.2,3,45,2,5,18,15
K07G6.1,4,42,2,0,0,0
tbce-1,2400,785,368,1640,786,1083
K07H8.2,9650,23249,2769,7178,3589,7367
K07H8.5,3,215,9,75,108,30
K07H8.7,0,22,3,0,5,13
K07H8.8,170,62,120,34,27,2
K07H8.9,325,500,255,625,1803,803
K07H8.10,33607,53757,10049,17911,27713,20500
lido-8,7324,7214,1027,1271,2604,1752
K08A2.2,54,1286,16,78,83,82
lido-7,933,13752,234,671,316,451
K08B4.2,11780,30,2,3,0,4
ugt-19,88,1020,202,355,853,105
ugt-20,873,374,69,732,168,50
NA,4,72,9,3,2,19
K08B5.1,459,500,182,1385,241,22
K08B5.2,1585,1930,179,446,209,73
K08B12.1,15364,522,4727,97,4476,20
dmd-7,17396,144550,5194,70824,4407,1657
K08B12.3,1048,1438,381,1399,446,107
K08D9.2,8,38,12,89,3,2
NA,83,551,183,346,143,19
NA,9,18,3,16,4,0
K08D9.6,2,43,9,172,10,2
K08D10.5,7,17,6,22,27,7
scrm-8,0,10,3,2,116,177
scrm-5,11,24,11,4,132,301
K08D10.10,26,5,8,39,7,1
K08D10.11,0,1,0,0,2,1
tsen-34,160,478,105,472,163,226
rpi-2,1527,3458,284,373,74,54
K08D12.3,14500,31174,8584,5716,7466,7411
K08D12.4,817,110,351,97,79,28
K08D12.6,16,10657,1745,135,5050,16165
K08F11.1,135,125,20,62,84,37
cif-1,11228,42543,7120,13965,12376,9297
miro-1,4580,3146,1488,2472,2143,2317
K09B3.1,18,101,87,66,19,0
glct-6,497,2012,304,953,430,204
K09C4.1,82,174,380,51,618,209
K09C4.2,11,1,7,0,1,2
K09C4.4,0,31,37,2,56,11
K09C4.5,37,210,755,66,1332,216
K09C4.6,23,122,31,5,8,3
K09C4.7,7,12,12,0,1,0
K09C4.9,8,65,2,1,0,0
K09C4.10,1449,1721,711,1193,982,411
K09C6.2,2,158,13,40,238,20
K09C6.3,2,23,5,22,2,0
srbc-12,0,115,5,14,0,0
srbc-13,1,2,3,0,0,0
K09C6.7,1,31,3,6,118,187
K09C6.8,0,4,1,4,105,13
K09C6.9,1,620,1361,30,1170,162
K09D9.1,16,1338,59,21,89,32
cyp-35A3,325,290,1140,9,2390,104
K09D9.3,1,51,7,14,0,0
K09D9.9,0,232,5,36,1,1
NA,10,127,6,105,10,216
K09E2.1,27,188,18,387,11,1
K09E2.2,25,293,44,202,63,5
K09E2.3,4668,28570,1556,1519,2507,766
K09E3.2,0,18,1,5,0,0
lido-5,84,45,12,117,8,89
lido-6,556,121,15,42,28,46
K09E3.7,80,291,14,21,4,664
oac-57,201,299,147,24,259,98
oac-58,41,51,63,68,269,24
K09F5.1,0,11,4,24,2,3
K09F5.4,5,36,2,0,0,1
set-12,45,72,17,76,47,135
K09F6.3,7,124,17,35,819,496
K09F6.4,8,311,57,22,309,94
K09F6.5,1,290,24,17,63,34
K09F6.6,26,2132,147,120,530,223
K09F6.7,20,1934,105,43,240,103
fbxc-25,589,231,8,13,1,88
K09F6.9,40,3866,268,745,400,204
K09F6.10,69,3909,486,772,350,159
K09H9.1,6,37,8,16,3,2
dscc-1,1160,709,352,1542,495,1152
K09H9.5,15,6504,154,15147,718,140
K09H9.7,1455,957,139,1129,550,649
acds-10,4473,3884,1656,1313,3399,825
rga-3,566,546,337,1353,1799,9882
K09H11.4,11,29,3,1,19,8
K09H11.6,48,691,141,1224,90,7
clec-88,3258,437,64,1537,286,7513
K10B2.4,7328,4944,1416,2352,2461,1417
ani-2,1650,1047,556,5199,3331,9573
K10B3.1,5842,1726,1782,1669,1392,231
K10B3.5,4256,9435,895,1676,795,604
gpcp-1,1166,9051,785,2222,825,195
K10B4.1,53,37,16,3,4,4
srt-54,227,491,47,102,13,1
K10B4.3,18674,6588,868,3097,1644,410
nmur-2,18,563,50,188,35,4
K10C2.1,4692,87856,52955,1262,60603,11360
K10C2.2,23,274,23,110,14,0
asp-14,41,70334,7072,253,6173,2379
fah-1,9249,43045,8160,9450,14868,3578
K10C2.6,0,18,3,0,13,1
K10C2.7,0,11,3,2,2,63
K10C9.1,12,1483,55,1488,42,23
rnst-2,3182,4075,897,2218,1840,717
K10C9.4,6,240,6,23,4,2
K10C9.7,12,362,6,32,233,119
hira-1,2665,2137,881,4403,1742,2557
pup-2,20972,93390,5373,29908,3470,25879
cid-1,7530,3950,4785,7550,7370,6031
emb-1,957,1394,616,2395,1295,2438
K10D2.5,717,473,144,1274,477,446
K10D2.7,351,105,28,320,79,21
gsto-3,246,16961,341,1139,489,291
K10F12.6,26,418,5,114,3,18
K10F12.7,25,440,3,149,6,8
dos-2,137,161,185,19,62,4
K10G6.4,2471,700,32,51,8,2
K11C4.1,17,196,9,20,207,336
K11C4.2,1029,2294,257,631,551,111
cpt-4,12954,994,2871,7657,476,56
swt-7,1659,2497,1450,1440,2570,861
K11D12.6,0,12,4,1,1,36
K11D12.7,11813,5310,1039,5330,1905,791
K11D12.8,6,417,53,2426,69,26
K11D12.9,117,4137,385,2648,274,33
K11D12.11,2447,1630,260,1259,362,78
K11D12.12,636,943,94,1240,153,196
K11G9.1,121,3194,62,845,60,16
K11G9.2,22,1027,361,559,626,78
K11G9.3,4,120,21,5,18,13
K11G9.5,146,758,479,2719,1471,94
slc-25A10,3700,27222,2630,2390,4136,1754
K11G12.6,7429,7161,1362,1764,1387,1238
K11H12.1,1298,2248,751,740,946,925
K11H12.3,14,207,13,2,22,23
K11H12.4,22,2129,176,12,498,107
K11H12.5,5265,340,59,83,37,13
K11H12.6,13,85,7,10,7,7
K11H12.7,7351,21853,1676,4485,3624,507
K11H12.8,3968,7158,1896,7105,3112,3128
K11H12.9,46,4091,378,2316,148,131
sago-1,6556,6940,1148,7562,4683,2283
NA,2,459,18,1,168,39
fil-2,1,462,13,2,46,6
K12B6.4,12,747,74,4,27,5
K12C11.1,1602,7965,2585,3123,5914,3868
K12C11.3,203,1075,98,226,147,28
K12D9.1,0,51,4,13,2,2
K12H4.2,677,389,199,516,281,362
K12H4.3,8232,6940,1362,5288,2865,1510
spcs-3,7364,10709,2533,4381,4665,2893
K12H4.5,8229,5879,4452,4331,4464,1368
K12H4.6,1,4,2,2,0,1
K12H4.7,653,31480,28155,802,38419,9362
K12H6.2,71,107,53,238,155,278
K12H6.4,6,9,3,47,1,32
K12H6.5,2,49,2,11,1,3
K12H6.6,5187,8037,1027,2394,1041,2237
K12H6.7,774,76,4,65,0,54
K12H6.8,0,20,3,2,0,6
K12H6.9,5,51,4,61,5,66
set-13,66,62,11,8,4,35
K12H6.12,816,1948,99,256,190,46
fubl-4,387,555,143,2070,712,1392
ostd-1,18733,13521,6322,5370,10229,4857
M01B12.4,14973,20397,2445,6504,2883,4857
riok-1,10074,42875,1757,18972,2311,2103
math-34,206,421,29,21,48,21
btb-11,185,39,5,21,1,223
fbxb-39,3,0,3,0,0,4
fbxb-41,398,17,4,3,1,181
fbxb-40,268,7,5,1,0,39
fbxb-45,2752,62,4,7,1,62
M01E10.3,4,38,5,4,0,0
M01E11.1,1985,548,194,596,525,514
M01E11.2,2715,4431,1028,3873,2648,2270
rmh-1,275,207,120,1368,687,833
pqn-52,2069,13002,3487,3775,10083,7106
M01G4.1,0,12,0,0,0,0
M01G5.1,641,1721,668,1283,1645,2116
M01G5.3,1693,5185,1161,2319,2545,1670
trx-3,512,13688,685,315,934,59
M01H9.2,616,740,71,58,53,8
M01H9.3,19961,532063,11024,333741,3971,6711
M01H9.4,1637,3609,291,1472,441,113
M01H9.5,36,315,55,71,45,15
M02A10.1,19,370,8,46,4,6
fbxc-47,204,161,48,393,89,84
M02B7.2,521,663,163,443,347,325
algn-14,803,353,220,328,117,296
bris-1,7219,22624,3297,2672,1368,2553
zig-12,5831,6250,6793,2708,8865,1703
M02D8.2,25,90,5,49,145,53
M02D8.3,5569,2419,497,1520,722,683
asns-2,99370,25582,3511,37595,2959,1883
M02D8.5,16,494,156,790,388,174
M02D8.6,15,305,294,469,270,73
M02E1.1,3436,26272,1986,6679,1580,876
nlp-64,25,2007,529,1272,128,36
M02F4.1,0,133,10,2,4,10
M02F4.2,208,89,15,7,11,2
clec-265,54,2073,3127,119,5212,424
NA,0,128,5,0,0,0
srt-31,0,24,4,22,1,2
nhr-201,2496,1632,348,134,260,32
nhr-202,795,1180,350,440,406,30
nhr-203,2077,3031,364,880,335,53
M02H5.8,64,313,329,54,1698,159
srbc-57,3,11,14,286,0,1
M03A1.3,429,1078,147,895,216,68
ipla-1,2434,20313,2260,6896,4702,4260
atg-2,34491,63036,4717,23145,3228,4504
M03A8.3,1915,2619,309,1761,395,34
M03D4.3,15,2842,359,2160,376,104
M03D4.4,30323,16832,4067,105,1089,61
M03E7.1,79,2729,94,325,104,10
M03E7.2,72,58,109,35,62,7
